ordinal,source_position,item_code,uom,display_name,category,detected_brand,detected_model,prior_page
6893,1756,FAN-STA-MID-MF-16FS23C-BK,PCS,Midea 16 Stand Fan 50W Black,Fans & Ventilation,,MF-16FS23C-BK,
6894,1789,TAP-CAB-CB2526SS,PCS,Pillar Mou Kit Tap Flex Hose&shower Head,Bathroom,,CB2526SSCAB,
6895,1828,MIR-GLO-S-CR4560A281(BK),PCS,(curved-rectangular) Alum. Frame Mirror- Black CR4560A281(BK),Bathroom,,CR4560A281,
6896,2532,MARK-X-STA-MKX-2020,UNIT,Mark-x Angle Grinder Stand,Power Tools,,MKX-2020,
6897,1494,PRO-COAT-Z388-WHI,TIN,Procoat Z388 White 4KG,Paint & Sundries,,Z388,
6898,1849,SHO-CAB-CHS3140CP,UNIT,Cabana Hand Shower Set,Bathroom,,CHS3140CP,
6899,1314,GAR-SPR-PRE-L860,PCS,Glotool Pressure Sprayer 16 Litre,Outdoor & Garden,Glotool,,
6900,2168,ELE-LED-FLO-100W-6500K,PCS,LED Floor Light,Lighting,,IP66-100W,
6901,2466,BOS-2607-017-335,PKG,Screwdriver Bit Set,Power Tool Accessories,Bosch,,
6902,1190,"SHO-HEA-LHHD#8""-MB",PCS,Jhhd 8 Square Shower Head With Arm (descaling Botton) Mb,Bathroom,,JHHD#8,
6903,1383,HAN-CLE-3.78L-58550369,CAN,Nietz Industrial Hand Cleaner,Chemicals & Adhesives,Nietz,,
6904,1918,ELE-SOL-STA-30W,PCS,Soldering Iron - Round Pin,Home Appliances,,30W/220V,
6905,2072,ELE-PEN-227/BK-E27,PCS,Pendant Lamp Black 227/BK,Lighting,,227/BK,
6906,2520,TRA-SOC-METAL-125502,PCS,Taicon 2G 70/0076 Metal Trailing Socket 5M (125502),Electrical,Taicon,,
6907,1283,TAP-SAN-SWP-Z-5168,PCS,Saniware Sliver Wall Two Way Tap,Plumbing,Saniware,SWP-Z-5168,
6908,1183,SEN-VAC-BRA-DHS25,PCS,25MM X M10 Sensui Vacuum Brazed Diamo,Home Appliances,,M10,
6909,1496,TOO-NIE-ALL-KEY-17MM,PCS,Nietz E/long Ball Point Satin Wrch 53252170 17MM,Power Tools,Nietz,,
6910,2095,SPR-BID-LSSB2110,PCS,Leon Bidet Spray Matt Black,Bathroom,,SET-LSSB2110,
6911,1509,NIP-EAS-5170-7L,CAN,7L Easycoat Emulsion 5170 Balinese Green,Paint & Sundries,Nippon Paint,,
6912,1510,NIP-EAS-6572-7L,CAN,7L Easycoat Emulsion 6572 Cool Lime,Paint & Sundries,Nippon Paint,,
6913,2177,WAL-DOW-9168/1W,PCS,Wall Lamp (E27X1) 9168-1W,Lighting,,E27X1,
6914,2178,WAL-DOW-9172/1W,PCS,Wall Lamp (E27X1) 9172-1W,Lighting,,E27X1,
6915,1655,SWI-CON-20A-250W-TC-10020,PCS,Taicon Power Supply 20A 12V 250W (big),Electrical,Taicon,,
6916,2096,SWI-SOC-ELE-TSGY13,PCS,13A Flat Pin Tracks Socket Grey-blue LED (GY13),Lighting,,GY13,
6917,2136,SHO-BID-HAN-V6660,PCS,Vip Hand Bidet Hose,Bathroom,,V-6660,
6918,2414,PAI-DUS-22L-GHO2813,SET,22L Step Dustbin,Housewares,,GHO2813,
6919,2128,ELE-LAMP-HOLD-E27-5M,PCS,E27 Lamp Holder - 5M X 10 E27,Lighting,,E27,
6920,1637,NIP-ZIN-GRE-GRE-1L,CAN,1L Nippon Zinc Chromate Primer Grey Green,Paint & Sundries,Nippon Paint,,
6921,2126,BOS-2608-600-704,PCS,Diamond Blade 2608-600-704,Abrasives & Cutting,Bosch,,
6922,2214,SINK-TAP-K2B-LT8516H,PCS,Luxtec Flexible Hose Wall Sink Tap,Kitchen & Sinks,,K2B-LT8516H,
