ordinal,source_position,item_code,uom,display_name,category,detected_brand,detected_model,prior_page
6713,1533,ELE-CEI-LIGY007/500/96-3CL,PCS,Ceiling Light 3CLR Y-007-500-96W,Lighting,,3CLR,
6714,1483,FAN-WALL-BWF-8051R,SET,Butterfly 8 Wall Fan W Remote Control (black),Fans & Ventilation,,BWF-8051R,
6715,1549,ELE-CEI-LIG-3004/96W 3CLR,PCS,Ceiling Light 3CLR 3004-96W,Lighting,,3CLR,
6716,1504,GAS-STO-HM-HGB-811,UNIT,Homa Plus Cast Iron Stove (5.5KG)-HGB811,Home Appliances,,HGB811,
6717,1505,GAS-STO-WGC-7532,SET,Warehouse Gas Cooker,Home Appliances,,WGC-7532,
6718,1592,ELE-CEI-LIG-616/120W-3CLR,PCS,Ceiling Light 616-120 3CLR,Lighting,,3CLR,
6719,1293,GAR-SHE-SB525-3M,PCS,Telescopic Tree Prunner Saw 3M,Outdoor & Garden,,SB525,
6720,1591,ELE-CEI-LIG-613/120W-3CLR,PCS,Ceiling Light 3CLR 613-120W,Lighting,,3CLR,
6721,1809,LOC-COL-RK503,SET,Colex Key-a-like Anti Cut Padlock RK-503,Locks & Security,,RK-503,
6722,2109,BOS-F016-800-361,PCS,Extension Hose For Aqt 35-12/ Aqt 37-13,Electrical,Bosch,,
6723,1624,TAP-SAN-SWP-B-3203,PCS,Basin Pillar Cold Tap SWP-SS-304-3203,Bathroom,,SWP-SS-304-3203,
6724,2241,KGR-PAI-ROA-LIN-3103,TIN,5L Kangaroo Road Line Marking Pai,Paint & Sundries,,JREC3103-BLA[EX,
6725,1503,GAS-STO-BGC-848,SET,Butterfly S/s Double Gas Cooker,Home Appliances,,BGC-848,
6726,1618,FAN-TAB-BTF-8001,SET,Butterfly 8 Table Fan (grey+white),Fans & Ventilation,,BTF-8001,
6727,2288,PYE-WOO-VAR-4L,TIN,PYE Wood VARNISH-4LITRE,Paint & Sundries,,VARNISH-4LITRE,
6728,1642,BLE-MID-MBL-6010W,PCS,Midea Table Blender 1.25L 600W,Home Appliances,,MBL-6010W,
6729,1672,TAP-SIN-CAV-CA3818P,PCS,Cavallo Double Tube Sink Tap-pillar,Kitchen & Sinks,,CA3818P,
6730,1733,CIMA-2822-66-96W,SET,Ceiling Light Ic Control,Lighting,,2822/6/L/96W,
6731,1744,ELE-PEN-102/BK-E27,PCS,Pendant Lamp Black 102/BK,Lighting,,102/BK,
6732,2377,DUC-HOS-D-011,PCS,Alum Ducting Hose,Outdoor & Garden,,D-011,
6733,1658,COC-SIN-DOU-TY6688W,PCS,Double Sink Tap,Kitchen & Sinks,,TY6688W,
6734,1962,LOC-COL-RK502,SET,Colex Key-a-like Anti Cut Padlock RK-502,Locks & Security,,RK-502,
6735,2441,LET-BOX-HW309,PCS,0339 Metal Letter Box (321X218X80MM),Doors & Hardware,,321X218X80MM,
6736,1751,TAP-SIN-CAV-CA3311P,PCS,Double Tube Sink Tap-pillar,Kitchen & Sinks,,CA3311P,
6737,1877,WAL-DOW-B212/1W,SET,B212/1 Wall Lamp,Lighting,,B212/1,
6738,2418,CUT-SICKLE-JM22W,PCS,Sickle Harvesting Palm WHITE30,Outdoor & Garden,,WHITE30,
6739,1886,SPR-BID-B2021,PCS,Bliton 304 S/steel Bidet Spray,Bathroom,,B2021,
6740,1873,SPR-BID-B7011,PCS,Bliton Bathroom Bidet Set,Bathroom,,B7011,
6741,1853,"CHA-SAW-CHAIN-3610-14""",PCS,14 Stihl Chain,"Rope, Chain & Netting",STIHL,,
6742,1940,SWI-SOC-ELE-TSGD913,PCS,13A Universal Track Socket Gold-blue LED (GD913),Lighting,,GD913,
