ordinal,source_position,item_code,uom,display_name,category,detected_brand,detected_model,prior_page
7073,1750,TAP-PRE-TK-3516Q,PCS,Premio: Pillar Sink Tap TK-3516Q,Kitchen & Sinks,,TK-3516Q,
7074,1329,BOS-F016-800-536,PCS,Bosch 360 Degree Gun Aqt 100,Power Tools,Bosch,,
7075,1041,BID-SOR-SRT61-BL,PCS,Sorento Hand Bidet Angle Valve& 1.2M PVC Flex Hose-blk (brass-adjustable Holder),Plumbing,Sorento,SRT61-BL,
7076,1759,TAP-PRE-TK-4516Q,PCS,Premio: Wall Sink Tap TK-4516Q,Kitchen & Sinks,,TK-4516Q,
7077,1707,GUIDE BAR-MS230,PCS,18 Stihl Guide BAR,Other,STIHL,,
7078,1862,TOW-CAB-CB720-GM,PCS,Cabana S/s 24 Towel Shelf,Bathroom,,CB720-GM,
7079,1893,ELE-CEI-LIG-8910/500RND,SET,26PCS Daylight L/ceiling Lamp,Lighting,,8910/500RND,
7080,1027,NIP-TIM-FIN-5L-TY,TIN,5L Nippon Timber Finish T/yellow Base,Building Materials,Nippon Paint,,
7081,1490,GAR-SHE-SB525-4M,PCS,Telescopic Tree Prunner Saw 4M,Outdoor & Garden,,SB525,
7082,2019,LOC-COL-RK504,SET,Colex Key-a-like Anti Cut Padlock RK-504,Locks & Security,,RK-504,
7083,2371,GAR-SPR-CRO-KNA-C16L,UNIT,C16L Crown Knapsack Sprayer,Outdoor & Garden,,C16L,
7084,2507,DC-S1B-FF03-110X100,SET,Orbital Sander,Power Tools,,DSB03-100,
7085,1054,COC-BIB-SRTWT2214,PCS,Sorento Two Way Tap-chr,Plumbing,Sorento,SRTWT2214,
7086,1060,TAP-SIN-SRTKT1961SS-DIY,PCS,Sorento Pillar Mou Flex Kitchen Tap S/steel,Plumbing,Sorento,SRTKT1961SS-DIY,
7087,1726,GUIDE BAR-MS180,PCS,16 Stihl Guide BAR,Other,STIHL,,
7088,2518,TOO-SET-W018,SET,W018 18PCS Tool Set,Power Tools,,W018,
7089,1059,TAP-SIN-SRTKT1932SS-BL-DIY,PCS,Sorento Pillar Mou Kit Tap S/s 24MM Diameter Spout- Mb,Plumbing,Sorento,SRTKT1932SS-BL-DIY,
7090,1896,MIR-CAB-CBM1031,UNIT,Cabana Mirror - 500X700 CBM1031,Bathroom,,500X700,
7091,2562,LET-BOX-HW307,PCS,0124/0129 Letter Box (360X80X470MM),Doors & Hardware,,360X80X470MM,
7092,1855,FAN-CEI-FNW60CF,PCS,Dekka 60 Ceiling Fan,Fans & Ventilation,,DK-60CF,
7093,1571,PRO-COAT-Z588-GRY,TIN,Procoat Z588 Grey 4KG,Paint & Sundries,,Z588,
7094,1115,TAP-SIN-SRTKT1932SS-DIY,PCS,Sorento Pillar Mou Kitchen Tap S/s 24MM Diameter Spout,Plumbing,Sorento,SRTKT1932SS-DIY,
7095,1126,BID-SOR-SRT61-CR,PCS,Sorento Hand Bidet Angle VALVE&1.2M Flex Hose,Plumbing,Sorento,VALVE&1.2M,
7096,1911,TAP-SINK-QXY-PT-5046,PCS,QXY-PT-5046: Pillar Sink Tap,Kitchen & Sinks,,QXY-PT-5046,
7097,2569,X-FAN-TAB-KHI-TF12A06,SET,Butterfly 9 Table Fan (black),Power Tools,,BTF-9001,
7098,1938,SOA-CAB-CPA2008C,UNIT,Cabana Soap Dispenser (300ML X 2),Bathroom,,CPA2008C,
7099,2546,GAR-SPR-16LTR-BB3G,SET,Knapsack Sprayer (BB-3G),Outdoor & Garden,,BB-3G,
7100,1936,ELE-CEI-LIG-3088-96W-3CLR,UNIT,Ceiling Light 3CLR 3088/96W,Lighting,,3CLR,
7101,1706,"FAN-VEN-KDK-15TGQZ-6""",UNIT,6 Kdk Ceiling Mount Ventilator Fan,Fans & Ventilation,,15TGQZ,
7102,1709,MAC-SEA-90000298,PCS,Iron Hand Pressure Sealing Machine/impulse Sealer SF-300/300MM,Paint & Sundries,,SF-300/300MM,
