source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
4401,TOO-COM-IRO-BUL-19MM,PCS,19MM Iron Bull Spanner,Hand Tools,46.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4402,TOO-RUL-SSS-6289-1M,PCS,Steel Ruler 1M,Power Tools,46.1,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4403,WAT-NOZ-ADP-026B,PCS,Gardenu 026B Water Nozzle Adaptor - Brs,Electrical,46.1,3,,026B,,,,pending,,pending,RESEARCHED_PENDING,,026B,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4404,WEL-REG-YAM-ACT,PCS,Yamato Regulatuor - YR71 Acetylene,Welding,46.1,3,,YR71,,,,pending,,pending,RESEARCHED_PENDING,,YR71,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4405,BAT-PSN-LIT3V-CR-1616/5BE,PCS,CR-1616/5B Lithium 3V,Electrical,46.0,3,,CR-1616/5B,,,,pending,,pending,RESEARCHED_PENDING,,CR-1616/5B,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4406,BIB-TAP-K2B-LT8114,PCS,Luxtec Wall Bibtap K2B-LT8114,Plumbing,46.0,3,,K2B-LT8114,,,,pending,,pending,RESEARCHED_PENDING,,K2B-LT8114,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4407,BLA-SAW-TCT-4X30T,PCS,"Blimax Tct Saw BLADE-4""X30T",Power Tool Accessories,46.0,3,,BLADE-4,,,,pending,,pending,RESEARCHED_PENDING,,BLADE-4,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4408,BURR-CAR-T.C.T-AX1020,PCS,Blimax Carbide BURR-AX1020,Other,46.0,3,,BURR-AX1020,,,,pending,,pending,RESEARCHED_PENDING,,BURR-AX1020,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4409,BURR-CAR-T.C.T-CX1020,PCS,Blimax Carbide BURR-CX1020,Other,46.0,3,,BURR-CX1020,,,,pending,,pending,RESEARCHED_PENDING,,BURR-CX1020,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4410,CAR-WAS-SNOW-500ML,PCS,Aa Care Care Snow Wash (premium) 500ML,Automotive,46.0,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
