source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
4701,"AER-FA6-3""-FITTING",PCS,Aerico FA6-3 Fitting,Plumbing,44.9,3,,FA6-3,,,,pending,,pending,RESEARCHED_PENDING,,FA6-3,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4702,BNW-B&N-RBN-210,PCK,Sr G. I Boit & Nut 1/4 X 1 (5PCS/PCK),Fasteners & Fixings,44.9,3,,5PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,5PCS/PCK,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4703,CUT-ELE-EDM-4040,PCS,4 X 40 Gold Elephant Mop Disc,Housewares,44.9,3,,EDM-4040,,,,pending,,pending,RESEARCHED_PENDING,,EDM-4040,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4704,DOR-LOC-DRA-138A-22,PCS,Cp Sq Drawer Lock,Locks & Security,44.9,3,,138A-22,,,,pending,,pending,RESEARCHED_PENDING,,138A-22,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4705,DRI-SET-WOO,SET,GW5 Wood Drill Bit Set 5PCS,Power Tool Accessories,44.9,3,,GW5,,,,pending,,pending,RESEARCHED_PENDING,,GW5,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4706,ELE-GRW-16A1PMCB,EA,Grow 16A 1P Mcb,Electrical,44.9,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4707,FIR-EXT-ABC-1KG,NOS,1KG Abc Fire Extinguisher,Safety & Workwear,44.9,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4708,FIT-YG252-SOC-8MM-BRA,PCS,Straight Brass Connector 8MM,Plumbing,44.9,3,,YG252,,,,pending,,pending,RESEARCHED_PENDING,,YG252,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4709,"FRA-STU-GI-10'X2""X1""",PCS,10 X 2 X 1 X 0.32MM GI Stud Frame,Building Materials,44.9,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4710,GLA-SUC-PLA-GH201,PCS,Glass Suction Plate - 2 Suction,Building Materials,44.9,3,,GH201,,,,pending,,pending,RESEARCHED_PENDING,,GH201,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
