source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
4601,AER-4ME8,PCS,Aerico 4ME8,Other,45.3,3,,4ME8,,,,pending,,pending,RESEARCHED_PENDING,,4ME8,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4602,BAT-TOS-AAA,BOX,Toshiba Battery Aaa (2PCS/PCK),Electrical,45.3,3,,2PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,2PCS/PCK,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4603,BNW-THR-ZP-09MM,PCS,Zp Thread Rod 3/8 X 6FTS,Fasteners & Fixings,45.3,3,,6FTS,,,,pending,,pending,RESEARCHED_PENDING,,6FTS,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4604,BRA-L-SSS-90X90MM,PCS,S/steel L Bracket,Plumbing,45.3,3,,90X90MM,,,,pending,,pending,RESEARCHED_PENDING,,90X90MM,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4605,CUT-INS-KIT3PC,SET,Blimax 3PCS L/d Ins,Abrasives & Cutting,45.3,3,,INS.KIT-95513,,,,pending,,pending,RESEARCHED_PENDING,,INS.KIT-95513,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4606,CUT-KNI-HX18,BOX,Tct NT18 N. T Cutter Blade (10PCS/BOX),Abrasives & Cutting,45.3,3,,NT18,,,,pending,,pending,RESEARCHED_PENDING,,NT18,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4607,CUT-SAW-SM5100,PCS,Sawman Mini Hacksaw,Hand Tools,45.3,3,,SM5100,,,,pending,,pending,RESEARCHED_PENDING,,SM5100,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4608,FLO-MOC-30PS13,PCS,12 X 12 Floor Tiles 30PS13,Flooring,45.3,3,,30PS13,,,,pending,,pending,RESEARCHED_PENDING,,30PS13,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4609,GUN-WUF-ROC-F-78,PCS,Rockey Spray Gun F-78,Power Tool Accessories,45.3,3,,F-78,,,,pending,,pending,RESEARCHED_PENDING,,F-78,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4610,HDD-STO-JM106,PCS,8 Double Col Sharpening Stone,Other,45.3,3,,JM106,,,,pending,,pending,RESEARCHED_PENDING,,JM106,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4611,HOS-NOZ-TRI-ECO4464,PCS,Ecogreen-adjustable Nozzle W. Protective Cap,Power Tool Accessories,45.3,3,,EG4464,,,,pending,,pending,RESEARCHED_PENDING,,EG4464,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4612,IND-WIR-BAR-G.I-81B,ROLL,8LB GI Bared Wire,Electrical,45.3,3,,8LB,,,,pending,,pending,RESEARCHED_PENDING,,8LB,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4613,NAI-ROO-SUP-T65MM,PKG,E. G Roofing Nail - Twist 65MM 1KGS,Fasteners & Fixings,45.3,3,,1KGS,,,,pending,,pending,RESEARCHED_PENDING,,1KGS,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4614,NUM-80MM-4,PCS,Acp Numbering 80MM - 4,Signage & Numbering,45.3,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
