source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
4301,BRO-HAN-NYL-9411,PCS,9411 Hard Nylon Broom With Handle,Doors & Hardware,46.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4302,BRO-NYL-606,PCS,606 Wooden Nylon Drain Broom With Handle,Doors & Hardware,46.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4303,CAP-01.5UF-415V-CBB61,PCS,Capacitor 415V Sh-po Square Black,Electrical,46.4,3,,01.5UF,,,,pending,,pending,RESEARCHED_PENDING,,01.5UF,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4304,CUT-GRI-MJ021-100,PCS,Qs Grinding Wheel 4,Abrasives & Cutting,46.4,3,,MJ-021,,,,pending,,pending,RESEARCHED_PENDING,,MJ-021,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4305,DOR-BOL-RAI-150MM,DOZ,Rb Pad BOLT-6,Fasteners & Fixings,46.4,3,,BOLT-6,,,,pending,,pending,RESEARCHED_PENDING,,BOLT-6,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4306,ELE-D/L-PHL-59467-SQ-6500K,SET,59467 Meson 17 1200 150 Square 6500K,Electrical,46.4,3,,6500K,,,,pending,,pending,RESEARCHED_PENDING,,6500K,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4307,ELE-PEN-CD-87020/3,PCS,Pendant Light CD-87020/3,Electrical,46.4,3,,CD-87020/3,,,,pending,,pending,RESEARCHED_PENDING,,CD-87020/3,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4308,ELE-PEN-DX-9001/1,PCS,Pendant Light DX-9001/1,Electrical,46.4,3,,DX-9001/1,,,,pending,,pending,RESEARCHED_PENDING,,DX-9001/1,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4309,"ELE-PVC-CAS-2""X3""",LGTH,Kancil 2 X 3 X6FT PVC Casing,Electrical,46.4,3,,X6FT,,,,pending,,pending,RESEARCHED_PENDING,,X6FT,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4310,ELE-TUB-LED-4-60W-6500K,PCS,Cielo Frs -4T/T8/60W/DL LED T8 Tube,Automotive,46.4,3,,4T/T8/60W/DL,,,,pending,,pending,RESEARCHED_PENDING,,4T/T8/60W/DL,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4311,FAN-CEI-KHI-REM-SBE,PCS,Fan Regulator,Fans & Ventilation,46.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4312,FAS-BOL-EXP-TRAC130-M8X90X50,PCS,M8 X 90 X 50 Brain Hook Expansion Bolt,Fasteners & Fixings,46.4,3,,TRAC130,,,,pending,,pending,RESEARCHED_PENDING,,TRAC130,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4313,"FAS-SCR-DRY-WHI-6#1.1/4""",PCK,Hunter/wh - Drywall Screw 6 (20PCS/PCK) X1-1/4,Fasteners & Fixings,46.4,3,,20PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,20PCS/PCK,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4314,FDD-CON-FEM-YEL-5.5,PCK,Female Disconnect - Yellow (5.5) (20PCS/PCK),Electrical,46.4,3,,20PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,20PCS/PCK,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4315,FIL-GAU-W2868A,PCS,Filler Gauges 100MM*14,Other,46.4,3,,100MM*14,,,,pending,,pending,RESEARCHED_PENDING,,100MM*14,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4316,"FIT-HDPE-ELB-FEM-25MMX1/2""",PCS,Wall Plate Female Elbow 25MM X 1/2,Plumbing,46.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4317,FIT-PVC-ELB-20MMX15MM,PCS,"PVC Fitting Elbow Reducing 3/4""X1/2",Plumbing,46.4,3,,X1/2,,,,pending,,pending,RESEARCHED_PENDING,,X1/2,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4318,HOO-S-3PCS-ZT2093,PCK,Zheng Tu 3PCS S Shape Hook Small,Doors & Hardware,46.4,3,,ZT2093,,,,pending,,pending,RESEARCHED_PENDING,,ZT2093,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4319,"IND-CAS-FIX-1""",PCS,1 DL5 Tpe Fixed Caster,Building Materials,46.4,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,DL5,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4320,"IND-CAS-SWI-TSC-2""",PCS,2 DL5 Tpe Threaded Stem Swivel Caster,Fishing & Tackle,46.4,3,,DL5,,,,pending,,pending,RESEARCHED_PENDING,,DL5,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4321,LAD-ALU-AT-DS10,UNIT,At 10 Step D/side Aluminium Ladder,Ladders & Access,46.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4322,LEO-S/S-LOC-BOL-LB304-6,PCS,Leon 6 S/steel Lockble,Fasteners & Fixings,46.4,3,,BOLT-LB304-6,,,,pending,,pending,RESEARCHED_PENDING,,BOLT-LB304-6,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4323,NAI-ROO-TWI-BLUE,BAG,2-1/2 Twist Roofing Nails (blue),Fasteners & Fixings,46.4,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
