source_position,item_code,uom,display_name,category,priority_score,priority_tier,detected_brand,detected_model,candidate_page_url,candidate_image_url,source_owner,rights_status,match_confidence,review_status,research_state,manufacturer,exact_model,variant_suffix,product_identity,source_url,source_type,source_tier,image_source_url,image_exactness,identity_confidence,image_confidence,research_notes,sibling_elimination,classification_reason,hard_failure,tls_verification_issue,first_pass_status,final_image_status,rights_status_final,evidence_asset_path,evidence_sha256,evidence_bytes
4001,FAS-SCR-TECH-METAL-45MM-PCK,PCK,Techscrew-metal Screw X 45MM (50PCS/PCK),Fasteners & Fixings,47.5,3,,50PCS/PCK,,,,pending,,pending,RESEARCHED_PENDING,,50PCS/PCK,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4002,GUN-GRE-PRE,SET,Grease Gun Flexible Hose (c),Automotive,47.5,3,,500CC,,,,pending,,pending,RESEARCHED_PENDING,,500CC,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4003,IND-DUS-SCH-240L,UNIT,Schaefer Waste Container (green) 240L,Plumbing,47.5,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4004,JAC-BOT-CNN-B03TON,PCS,China Bottle Jack - 3TON (l/w),Automotive,47.5,3,,3TON,,,,pending,,pending,RESEARCHED_PENDING,,3TON,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4005,NAIL-TUFTING-TN-8316-BOX,BOX,Round Plate Tufting Nail (200PCS/BOX),Fasteners & Fixings,47.5,3,,200PCS/BOX,,,,pending,,pending,RESEARCHED_PENDING,,200PCS/BOX,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4006,PAI-SPR-PMT-013,CAN,Paint Master Spray Paint - No. 13 Fresh Green (CAN),Paint & Sundries,47.5,3,,NO.13,,,,pending,,pending,RESEARCHED_PENDING,,NO.13,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4007,ROP-WIR-GAL-4.0MM,COIL,Galv Wire Rope-cnn 4.0MMX6X7,Lifting & Rigging,47.5,3,,4.0MMX6X7,,,,pending,,pending,RESEARCHED_PENDING,,4.0MMX6X7,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4008,SAF-COA-CLI-ORANGE-09114,PCS,Clip On Elastic Vest-orange Red,Safety & Workwear,47.5,3,,E7360,,,,pending,,pending,RESEARCHED_PENDING,,E7360,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4009,SHH-ROD-TKKT27032S,PCS,"Torikumu Kotai Ii Medium (7'0"") Rod",Fishing & Tackle,47.5,3,,TK-KT2-703-2S,,,,pending,,pending,RESEARCHED_PENDING,,TK-KT2-703-2S,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
4010,TOI-PLA-BOW,PCS,Plastic Toilet Bowl,Bathroom,47.5,3,,,,,,pending,,pending,RESEARCHED_PENDING,,,,,,,,,,,,Systematic authoritative-source pass performed for this low-priority row; no exact model-specific manufacturer image was preserved.,,Exact identity/image evidence not preserved under the strict manufacturer-first hierarchy; fail-closed to PENDING.,NO_PRESERVABLE_EXACT_AUTHORITATIVE_IMAGE,,PENDING,pending,needs_permission,,,
