source_position,item_code,uom,display_name,category,detected_brand,detected_model,state,round_first_seen,round_last_touched,tiers_tried,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,image_sha256,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,researcher_decision,verifier_verdict,machine_gate,reason,human_action
6702,FIT-PVC-ELB-20MM,PCS,PVC Fitting Elbow 20MM 3/4,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice, queries executed via Bing) | q: ""PVC fitting elbow"" 20mm Malaysia supplier -shopee -lazada | q: PVC elbow SWV 32mm 40mm 50mm waste Malaysia -shopee -lazada | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater-Drainage / Electrical families, no per-SKU model pages) | Closing: no opened page contains any brand/model string for this item - the size designation ""Elbow 20MM 3/4"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) pages carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
6864,FIT-PVC-ELB-PT15MM,PCS,PVC Fitting P/t Elbow 15MM 1/2,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice, queries executed via Bing) | q: ""P/T elbow"" PVC fittings Malaysia supplier | q: ""PVC fitting elbow"" 20mm Malaysia supplier -shopee -lazada | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater-Drainage / Electrical families, no per-SKU model pages) | Closing: no opened page contains any brand/model string for this item - the size designation ""P/t Elbow 15MM 1/2"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) pages carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
6625,FIT-PVC-ELB-PT20MM,PCS,PVC Fitting P/t Elbow 20MM 3/4,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice, queries executed via Bing) | q: ""P/T elbow"" PVC fittings Malaysia supplier | q: ""PVC fitting elbow"" 20mm Malaysia supplier -shopee -lazada | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater-Drainage / Electrical families, no per-SKU model pages) | Closing: no opened page contains any brand/model string for this item - the size designation ""P/t Elbow 20MM 3/4"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) pages carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
6878,FIT-PVC-ELB-25MM,PCS,PVC Fitting Elbow 25MM 1,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice, queries executed via Bing) | q: ""PVC fitting elbow"" 20mm Malaysia supplier -shopee -lazada | q: PVC elbow SWV 32mm 40mm 50mm waste Malaysia -shopee -lazada | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater-Drainage / Electrical families, no per-SKU model pages) | Closing: no opened page contains any brand/model string for this item - the size designation ""Elbow 25MM 1"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) pages carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
6643,FIT-PVC-ELB-PT25MM,PCS,PVC Fitting P/t Elbow 25MM 1,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice, queries executed via Bing) | q: ""P/T elbow"" PVC fittings Malaysia supplier | q: ""PVC fitting elbow"" 20mm Malaysia supplier -shopee -lazada | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater-Drainage / Electrical families, no per-SKU model pages) | Closing: no opened page contains any brand/model string for this item - the size designation ""P/t Elbow 25MM 1"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) pages carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
6765,FIT-PVC-ELB-40MM,PCS,PVC Fitting Elbow 40MM 1-1/2 Swv,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice, queries executed via Bing) | q: PVC elbow SWV 32mm 40mm 50mm waste Malaysia -shopee -lazada | q: ""PVC fitting elbow"" 20mm Malaysia supplier -shopee -lazada | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater-Drainage / Electrical families, no per-SKU model pages) | Closing: no opened page contains any brand/model string for this item - the size designation ""Elbow 40MM 1-1/2 Swv"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) pages carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
7142,FIT-PVC-ELB-32MM,PCS,PVC Fitting Elbow 32MM 1-1/4 Swv,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice, queries executed via Bing) | q: PVC elbow SWV 32mm 40mm 50mm waste Malaysia -shopee -lazada | q: ""PVC fitting elbow"" 20mm Malaysia supplier -shopee -lazada | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater-Drainage / Electrical families, no per-SKU model pages) | Closing: no opened page contains any brand/model string for this item - the size designation ""Elbow 32MM 1-1/4 Swv"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) pages carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
6497,FIT-PVC-ELB-PT40MM,PCS,PVC Fitting P/t Elbow 40MM 1-1/2,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice, queries executed via Bing) | q: ""P/T elbow"" PVC fittings Malaysia supplier | q: PVC elbow SWV 32mm 40mm 50mm waste Malaysia -shopee -lazada | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater-Drainage / Electrical families, no per-SKU model pages) | Closing: no opened page contains any brand/model string for this item - the size designation ""P/t Elbow 40MM 1-1/2"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) pages carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
6745,FIT-PVC-ELB-PT32MM,PCS,PVC Fitting P/t Elbow 32MM - 1 1/4,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice, queries executed via Bing) | q: ""P/T elbow"" PVC fittings Malaysia supplier | q: PVC elbow SWV 32mm 40mm 50mm waste Malaysia -shopee -lazada | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater-Drainage / Electrical families, no per-SKU model pages) | Closing: no opened page contains any brand/model string for this item - the size designation ""P/t Elbow 32MM - 1 1/4"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) pages carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
6766,FIT-PVC-ELB-PT50MM,PCS,PVC Fitting P/t Elbow 50MM 2,Plumbing,,,exhausted,1,1,1,,,0,0,0,,low,,,PCS consistent: loose PVC fitting sold per piece.,no_asset,exhausted_generic_unbranded_no_oem_page,,,"action=search (tier 1, generic unbranded commodity - no detected_brand/model; websearch provider returned HTTP 429 twice, queries executed via Bing) | q: ""P/T elbow"" PVC fittings Malaysia supplier | q: PVC elbow SWV 32mm 40mm 50mm waste Malaysia -shopee -lazada | p: https://www.binaplast.com/ (HTTP 200; Bina Plastic Industries Sdn Bhd BBB-brand OEM site: PVC Pressure / PVC-U Waste-Rainwater-Drainage / Electrical families, no per-SKU model pages) | Closing: no opened page contains any brand/model string for this item - the size designation ""P/t Elbow 50MM 2"" appears only in marketplace listings (Shopee/Lazada) and generic distributor categories; Bina Plastic (OEM) and NY Hardware (distributor) pages carry no per-SKU OEM product page for this unbranded commodity.","Email Bina Plastic Industries Sdn Bhd (info@binaplast.com, +603-7800 0355) for a packshot of the required size, or shoot in-store."
