source_position,item_code,uom,display_name,category,detected_brand,detected_model,state,round_first_seen,round_last_touched,tiers_tried,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,image_sha256,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,researcher_decision,verifier_verdict,machine_gate,reason,human_action
2997,PYE-FLE-SEAL-1.0KG-WHI,TIN,PYE Flexible Seal 1.0KG (white),Building Materials,PYE,PRFS,candidate,1,1,1,https://www.pyeproducts.com/product/detail/47/PYE-FLEXI-SEAL,https://pye.sensephone.net/upload/product/47/PYE_Flexi-Seal_new1.png,1700,1500,1983028,f915a0ac67dcb06dc4f3bdc989fe304cbecf630fbe28d3ccfacde31d20503e06,high,yes,yes,,needs_permission,keep,,,"q: ""PYE wall filla putty fillawood flexible seal Malaysia"" -> pyeproducts.com (official PYE PRODUCTS (M) Sdn Bhd site) surfaced | p: POST /product/ajax_product catalogue cat=6 protective waterproof coating lists id 47 PYE FLEXI-SEAL | p: https://www.pyeproducts.com/product/detail/47/PYE-FLEXI-SEAL | Model string ""PRFS"" appears on the official page printed as ""Product Code : PRFS"" with ""Colour : White, Light Grey, Light Green"" and Packaging ""1 kg, 4.5 kg, 20 kg"", matching display_name ""PYE Flexible Seal 1.0KG (white)"".",Request usage permission from PYE Products Sdn Bhd (enquiry@pyeproducts.com) or shoot in-store.
3019,PYE-FIL-WAL-PUTTY-0.5KG-B*,TIN,PYE Wall Filla E Putty 0.5KG (yellow Cap),Paint & Sundries,PYE,FIEP,candidate,1,1,1,https://www.pyeproducts.com/product/detail/89/PYE-E-PUTTY-FILLA,https://pye.sensephone.net/upload/product/89/PYE_E-Putty_Filla.png,1700,1500,1729046,428febdc2408da8cb325a655a15fcbd14bf037b14ef8003be8262dc4e3534d70,high,yes,yes,,needs_permission,keep,,,"q: ""PYE wall filla putty fillawood flexible seal Malaysia"" -> pyeproducts.com (official PYE PRODUCTS (M) Sdn Bhd site) surfaced | p: https://www.pyeproducts.com/product/cat/2/fillers | p: POST /product/ajax_product catalogue enumeration cat=2 lists id 89 PYE E-PUTTY FILLA | p: https://www.pyeproducts.com/product/detail/89/PYE-E-PUTTY-FILLA | Model string ""FIEP"" appears on the official page printed as ""Product Code : FIEP"" with Colour White and Packaging ""500 gm, 1.5 kg, 5 kg"", matching display_name ""PYE Wall Filla E Putty 0.5KG"".",Request usage permission for OEM packshot from PYE Products Sdn Bhd (enquiry@pyeproducts.com) or shoot in-store.
3714,PUM-HAN-H/D-A80000,PCS,Arrow Heavy Duty Hand Pump,Pumps & Water,Arrow,,open,1,1,1,,,,,,,,no,no,PCS ok,unknown,park_open_round2,,,"q: ""\""Arrow\"" heavy duty hand pump Malaysia"" -> retailer pages chenhuphardware.com, chentat.com, litaventure.com (all quoting ARROW BRAND HEAVY DUTY HAND PUMP A70000) plus Lazada/Shopee; no Arrow OEM site surfaced | q: ""arrow A70000 hand pump taiwan"" (bing-rss fallback; Arrow Electronics noise only) | p: none opened - retailers are not official sources and item_code says A80000 vs market A70000 discrepancy unresolved | Branded row without an official OEM page at tier 1; parked open.","Round 2: verify whether Ekoway stock is A70000 or A80000 against supplier invoice, locate Arrow pump OEM (Taiwan) official page, else shoot in-store."
3742,PVC-BID-HAND-2278A,PCS,2278A PVC Bidet Handle Only,Bathroom,,,open,1,1,1,,,,,,,,no,no,PCS ok,unknown,park_open_round2,,,"q: ""\""2278A\"" PVC bidet handle spray Malaysia"" -> Rockey R-2278/R-2278A bidet spray visible ONLY on Shopee listings | q: ""rockey 2278A bidet spray"" (brave fallback; US-marketplace noise only) | p: https://www.rockey.com.my/ opened - it is an unrelated software-dongle company, not the sanitary brand | No official Rockey sanitary OEM site located; marketplace-only evidence cannot qualify, stays open.","Round 2: confirm Rockey sanitary brand owner via its Shopee seller identity / SSM lookup, email for packshot of R-2278A handle, else shoot in-store."
4720,"PIP-PVC-E-1/2""",MTR,1/2 (22MM) Class E X 6M PVC Pipe,Plumbing,,,exhausted,1,1,1,,,,,,,,no,no,MTR ok - cut length,no_asset,exhausted_no_asset,,,"q: ""\""class 3506\"" PVC pipe Malaysia"" (bing-rss fallback; Class E sits in same BS 3506 family, no OEM surfaced) | q: ""BS 3506 uPVC pipe class D Malaysia"" (bing-rss fallback; no relevant hit) | Closing: Class E refers to BS 3506 pressure class; unbranded commodity, no OEM page or model string.",Shoot in-store.
4939,"PIP-PVC-3/4""",MTR,"3/4""(26MM) Bs X 6M PVC Pipe",Plumbing,,,exhausted,1,1,1,,,,,,,,no,no,MTR ok - cut length,no_asset,exhausted_no_asset,,,"q: ""\""class 3506\"" PVC pipe Malaysia"" (bing-rss fallback; no pipe OEM surfaced) | q: ""BS 3506 uPVC pipe class D Malaysia"" (bing-rss fallback; banking/retail noise only) | Closing: unbranded BS-class uPVC pressure pipe sold per metre; no OEM page names this exact commodity so no model string can be quoted.",Shoot in-store.
5137,"PLA-BAG-BIO-BLA-30""X39""-M",ROLL,Cleanguard 30 X 39 Oxo Bio-degradale Garbage Bag Blk,Packaging,Cleanguard,,open,1,1,1,,,,,,,,no,no,ROLL ok,unknown,park_open_round2,,,"q: ""Cleanguard garbage bag oxo biodegradable Malaysia"" -> buatanmalaysia.com mall page CG-GARB-OXO-30X39 [CLEANGUARD OXO BIODEGRADABLE GARBAGE BAGS] (order code 15-00053 for BLK M 76cm x 100cm), amazinghome.my retailer, Lazada/Shopee marketplaces, malex.com.my manufacturer page WITHOUT any Cleanguard branding | q: bing-rss fallback garbled, nothing added | p: cache saved from https://www.malex.com.my/showproducts/productid/5435491/oxobiodegradable-garbage-bag - manufacturer page never prints ""Cleanguard"" | Buatanmalaysia/amazinghome are multi-brand shops, not the OEM, so no qualifying official page; stays open.","Round 2: ask the Cleanguard supplier/manufacturer (check buatanmalaysia vendor record) for authorisation + packshot of CG-GARB-OXO-30x39-BLK, else shoot in-store."
5173,"PLA-BAG-BIO-BLA-35""X47""-L",ROLL,Cleanguard 35 X 47 Oxo Bio-degradeble Garbage Bag Blk,Packaging,Cleanguard,,open,1,1,1,,,,,,,,no,no,ROLL ok,unknown,park_open_round2,,,"q: ""Cleanguard garbage bag oxo biodegradable Malaysia"" -> same CG-GARB-OXO family found; size L 35x47in corresponds to ~90cm x 120cm variant (amazinghome.my lists L W90cm x H120cm; buatanmalaysia XL page 15-00058 shows 112cm x 125cm confirming sizing scheme) but no L-size page under Ekoway control qualifies as official | q: bing-rss fallback garbled, nothing added | p: no additional page cached beyond shared sibling research | No official Cleanguard OEM page at tier 1; stays open alongside sibling 5137.","Round 2: request Cleanguard L-size (CG-GARB-OXO-35x47-BLK equivalent) packshot from manufacturer, else shoot in-store; keep image unique from 5137."
5209,PYE-FIL-WOO-TEAK-0.5KG,TIN,PYE Fillawood (teak) 0.5KG,Building Materials,PYE,FIWO,candidate,1,1,1,https://www.pyeproducts.com/product/detail/17/PYE-WOOD-FILLA,https://pye.sensephone.net/upload/product/17/PYE_Woodfilla.png,907,800,638773,6a136b394e9d2f4ad68d71a0728bcc3d3f155d255cc89310a699456cf3cce499,medium,yes,yes,,needs_permission,keep,,,"q: ""pyeproducts.com FILLAWOOD teak wood filler"" -> provider HTTP 429, retried once, still 429 | p: POST https://www.pyeproducts.com/product/ajax_product/1 cat=2 fillers listing enumerates id 17 PYE WOOD FILLA (no literal ""Fillawood"" SKU exists on official site) | p: https://www.pyeproducts.com/product/detail/17/PYE-WOOD-FILLA | Model string ""FIWO"" appears on the official page printed as ""Product Code : FIWO"" with ""Colour : Natural, Teak"" and Packaging 500 gm; official product name is PYE WOOD FILLA which display_name renders as ""Fillawood"", hence medium confidence.",Confirm with supplier that Ekoway item Fillawood(teak) 0.5KG == PYE Wood Filla FIWO teak 500 gm; then request packshot permission from PYE Products Sdn Bhd.
5345,PLA-BAG-40X48X1KG,PKT,40 X 48 X 0.06 X 1KG PE (black),Packaging,,,exhausted,1,1,1,,,,,,,,no,no,PKT ok,no_asset,exhausted_no_asset,,,"q: ""black PE plastic bag roll 1kg supplier Malaysia"" (bing-rss fallback; colour-encyclopaedia noise) | q: ""40 x 48 black PE bag 1kg packing"" (bing-rss fallback; no OEM surfaced) | Closing: unbranded 40x48in 0.06mm black PE bags sold by weight; no OEM page exists so no model string can be quoted.",Email packaging supplier Pacific Wise (pacificwise.com.my) for a packshot of 40x48 black PE bags.
