source_position,item_code,uom,official_image_url,image_sha256,image_px_w,image_px_h,image_bytes
3401,DOR-LOC-CYL-KNOB,UNIT,https://hafelehome.com.my/cdn/shop/products/489-93-125_A.jpg?v=1594298122&width=1500,40ea2249fc1c6e1a45c3328e73ae3826a806b17f3d24ade2b9c809a742a31248,600,600,21851
3531,BOA-GYP-03.2MM-X4'X4',PCS,https://www.saint-gobain.my/sites/mac3.saint-gobain.my/files/styles/product_gallery/public/2024-03/prima-flex-new-1.jpg.webp?itok=ZaEnH6ra,f712901f8bfe1db99ce6588a221048799a369041552c7f1834087e44d4bed471,375,375,15588
4552,ELE-TUB-FLU-TLD-36W/54,PCS,https://www.assets.signify.com/is/image/Signify/LPPR1_TL-DSTD_G13?wid=1600&hei=1600&qlt=90,ea32124ac9da00085e26359227744cf7ba21febd11105e033b0f9bcd178f2bac,1600,1600,41462
4922,BAT-ENE-MAX-AAA2PCS,PCK,https://energizer.com/wp-content/uploads/2025/01/wf1j727zcbewj1fwjxrb.jpg,d0e7543992306b8f3e207ad07fbe30d5ba6da1abeec05600aa0f1ba52f98ae7b,521,600,122463
5116,ABR-PAP-SWA-0060,SHT,https://sonichardware.com.my/images/com_hikashop/upload/02_1548695577.jpg,a3ca0400d559bd6d9ab00613c271fdf674366a865a23a52ab22e5cb37a6e6bd6,550,473,188434
5158,ABR-PAP-SWA-0080,SHT,https://cdn1.npcdn.net/image/163230874531ddf97cb5e0aa10484005dcb2e573b5.jpg?md5id=8c9ce62eb00bfc39549c0b3cbe197ceb&new_width=1000&new_height=1000&w=-62170009200,26dc9d74407d93e1919d8acd83986a4e19f0eeb9a18a2fec53d024e6cb471f7a,1000,990,311208
5468,ABR-PAP-SWA-0120,SHT,https://api.innovestengineering.com/storage/v1/object/public/media/Swallow/2026-06-20T08-37-21-012Z-Swallow-Abrasive-Sand-Paper-xtf800,0b27b97af4b0199e7094ed3e305edcd551bfdf09b3fddda63160d91d089a5461,500,500,25758
5501,ABR-PAP-SWA-0100,SHT,https://hengweihardware.com/image/hengweimarketing/image/data/all_product_images/product-165/sandpaper-s1.jpg,03cdbd943c6c7fc80d40f8db4e67ba94bac53bdd74a5ec84fe1d388140e1d898,600,598,166821
5925,BAT-ENE-MAX-AA-8PCS,PCK,https://energizer.com/wp-content/uploads/2025/01/huftnhpzt76vqshztodc.jpg,9eaa160c43e51c70e6f6e3a0777e7c14991fbac1c78ac075fd87f0a234810430,521,600,118689
6008,BAT-ENR-MAX-AAA-8PCS,PCK,https://energizer.com/wp-content/uploads/2025/01/jswmnstfnz9ymjb8csgk.jpg,80dbb190820efa2c828714fb6158e8b81ddc4cb1f18f5650e0762442c2eb4796,525,600,116384
6243,BAT-ENE-LIT-2032,PCS,https://energizer.com/wp-content/uploads/2025/01/Red-4th-pack-2032.jpg,7080fc60e8de2ffb1d2fc357c8467b0b9f684bb33c187dc03df529785402de28,1000,1000,162378
6358,BAT-ENE-LIT-2016,PCS,https://energizer.com/wp-content/uploads/2025/01/Red-4th-pack-2016.jpg,2704dbb2c197c9091653aaf7d7d780e582d40bc5ae998d90a1f875df007db743,1000,1000,192010
6488,BAT-ENE-LIT-2025,PCS,https://energizer.com/wp-content/uploads/2025/01/Red-4th-pack-2025.jpg,f859b35ab7993ac571d50475fb865499bd9e88910aecb46e0a59585da23271b8,1000,1000,186151
6489,BAT-ENE-MAX-9V1PCS,PCS,https://energizer.com/wp-content/uploads/2025/01/qjh7pdcyg87sboohcula.jpg,d3a5986b169b4a749a61f62186cf9450882b12ec9335367d4e712527dbbf85fb,517,600,107017
6796,CUT-BLA-ECL-6IN,PCS,https://www.spear-and-jackson.com/files/product-images_11,fccd345a673b5afe4a29ae04633693458f942169089829c012f988ae1c0864f2,3000,3000,1026202
