source_position,item_code,uom,official_product_page,official_image_url,researcher_decision,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,reason,human_action
4360,CAP-02.5UF-415V-CBB61,PCS,,,reject,R,n/a,n/a,na,no_asset,"q:""CBB61 capacitor 2.5uF 415V square black ceiling fan"" -> pcbsync.com guide + ebay/walmart/amazon/doralelectronics marketplace parts only; CBB61 is a generic film-capacitor type designation not an OEM model; no manufacturer product page exists; generic_unbranded;",
3282,"FAS-SCR-F/H-1 1/2"" X 8#",PKT,,,reject,R,n/a,n/a,pack_of_20_ok,no_asset,"q:""self drilling screw flat head 8 x 1-1/2 Malaysia"" -> hlfastener.com.my + standardbolts.net + fonkok.com.my dealer catalogues only; commodity fastener sold under many house labels; no OEM product page; generic_unbranded;",
3685,"FAS-SCR-TAP-CSK-8#2""",PACK,,,reject,R,n/a,n/a,pack_of_10_ok,no_asset,"q:""countersunk self tapping screw 1 inch x 6G 20pcs pack Malaysia"" -> standardbolts.net category page + fujifastener + avfastener dealer listings; no OEM page for plain CSK tapping screws; generic_unbranded;",
4083,CUT-ELE-ESS410D,PCS,http://goldelephant.bunseng.com.my/GECuttingDisc.php,,pending,C,n/a,yes,pcs_ok,needs_permission,"q:""ESS410D elephant cutting disc""; q:""Gold Elephant abrasives Malaysia cutting disc official""; p:http://goldelephant.bunseng.com.my/GECuttingDisc.php official Gold Elephant (Zhuhai Elephant Abrasives mfr distributed by Bun Seng MY) Universal Cutting Disc table row ""105 x 1.0 x 16 | ESS 410 | WA 60 T BF"" matches display 4""X1.0 size+type; BUT only on-site art GECuttingDiscUniversal.jpg measures 180x170px -> fails >=500px bar so downgraded candidate->pending low_res; suffix D vs official code ""ESS 410"" also unproven (market lists sibling ESS-410DB); human to request hi-res disc art from Bun Seng;",request_hires_image_from_bunseng
3986,SWI-SOC-ULT-M0813W,PCS,https://www.retouch.my/showproducts/productid/5816557/cid/585126/ultra-rimless-13a-sockets/,https://cdn1.npcdn.net/userfiles/27047/file/URW85.png,candidate,A,yes,yes,pcs_ok,needs_permission,"q:""M0813W Ultra 13A switched socket""; q:""Retouch electrical Malaysia switch socket official website M0813W""; p:https://www.retouch.my/showproducts/productid/5816557/cid/585126/ultra-rimless-13a-sockets/ official ReTouch (Broadlink Marketing Sdn Bhd) Ultra Rimless White page text says ""CODE M0813W - 13A Flat Pin Switch Socket C/W Neon"" and page sits in White colour category; model-specific asset URW85.png linked beside that code block; 13A flat pin neon white matches catalogue row; bytes fetched this session;",
4156,BRA-S/S-L-65383,PCS,,,reject,R,n/a,n/a,pcs_ok,no_asset,"q:""stainless steel L bracket 65x65mm Malaysia hardware"" -> mkhardware.com.my + shopee/lazada + aurous.com.my dealer/no-brand listings; 65383 is a house SKU number not an OEM model; no manufacturer page; generic_unbranded;",
3226,"FAS-SCR-CSK-1 1/2"" X 8G",PCK,,,reject,R,n/a,n/a,pack_of_20_ok,no_asset,same query set as other CSK tapping screws (standardbolts.net/fujifastener/avfastener dealer pages); commodity zinc tapping screw 8Gx1-1/2; no OEM page; generic_unbranded;,
3309,BNW-BOL-SS304-M12-25MM,PCS,,,reject,R,n/a,n/a,pcs_ok,no_asset,"q:""stainless steel hex bolt M12 x 25mm SS304 A2 Malaysia supplier"" -> lazada/shopee MY + accu-components + 3fparts UK resellers only; DIN933 A2-70 commodity bolt sold under many labels; no OEM product page; generic_unbranded;",
3814,"FAS-SCR-CSK-1"" X 6G-PCK",PCK,,,reject,R,n/a,n/a,pack_of_20_ok,no_asset,"q:""countersunk self tapping screw 1 inch x 6G 20pcs pack Malaysia"" -> dealer catalogues + AU retail only; no OEM page; generic_unbranded;",
6667,"NAI-CON-GAL-1""-PCK",PCK,,,reject,R,n/a,n/a,pack_of_20_ok,no_asset,"q:""galvanised steel concrete nail 1 inch 20pcs pack Malaysia"" -> mkhardware.com.my dealer page + China mills + shopee/lazada; nails sold loose/house-pack; no OEM product page; generic_unbranded;",
