source_position,item_code,uom,display_name,category,official_product_page,official_image_url
3986,SWI-SOC-ULT-M0813W,PCS,,,https://www.retouch.my/showproducts/productid/5816557/cid/585126/ultra-rimless-13a-sockets/,https://cdn1.npcdn.net/userfiles/27047/file/URW85.png
3861,ELE-ADA-MS-PT13,PCS,,,https://www.yuanming.com.my/product/morries-travel-adaptor-3/,https://www.yuanming.com.my/wp-content/uploads/2023/02/MS-PT13-A-1.png
2746,ELE-D/L-PHL-59466-RD-6500K,SET,,,https://www.houseslightings.com.my/?ws=showproducts&products_id=3790807&cat=Led-Downlight&subcat=Philips,https://cdn1.npcdn.net/images/16338618961f8e2b0ed82c3eeb1e29c134aea5bc6f.jpeg?md5id=0c167b368c00b672390fa54be52468ec&new_width=1200&new_height=1200&w=1552648631
2930,ELE-D/L-PHL-59466-RD-4000K,SET,,,https://www.houseslightings.com.my/?ws=showproducts&products_id=3790807&cat=Led-Downlight&subcat=Philips,https://cdn1.npcdn.net/images/16338618961f8e2b0ed82c3eeb1e29c134aea5bc6f.jpeg?md5id=0c167b368c00b672390fa54be52468ec&new_width=1200&new_height=1200&w=1552648631
2775,ELE-D/L-PHL-59467-SQ-4000K,SET,,,https://www.houseslightings.com.my/index.php?ws=showproducts&products_id=3790808&cat=Led-Downlight&subcat=Philips,https://cdn1.npcdn.net/image/16338618961ad6216c6e4f52447b48b42b86eb91ec.jpeg?md5id=0c167b368c00b672390fa54be52468ec&new_width=1000&new_height=1000&size=max&w=1552648631
3385,SWI-SOC-ULT-M021MG,PCS,,,https://www.retouch.my/showproducts/productid/5818228/cid/585128/ultra-rimless-16a-light-switches/,https://cdn1.npcdn.net/userfiles/27047/file/MG35.png
4122,SWI-SOC-ULT-M0813BW,PCS,,,https://www.retouch.my/showproducts/productid/5816557/cid/585126/ultra-rimless-13a-sockets/,https://cdn1.npcdn.net/userfiles/27047/file/URWw79.png
3942,BAT-ENE-MINI-A27,PCK,,,https://energizer.com/apac/malaysia/product/energizer-electronic-batteries-a27/,https://energizer.com/apac/malaysia/wp-content/uploads/sites/2/mothermedia/8888021300369.png
3985,SWI-ADA-MS-PT06,PCS,,,https://www.yuanming.com.my/product/morries-travel-adaptor/,https://www.yuanming.com.my/wp-content/uploads/2023/02/MS-PT06.png
2803,SWI-SOC-NNE-9498,PCS,,,https://www.yuanming.com.my/product/nne-metalclad-switch-socket-2-gang-13a/,https://www.yuanming.com.my/wp-content/uploads/2023/01/NNE9498_FRONT.png
3062,SWI-SOC-NNE-9499,PCS,,,https://www.yuanming.com.my/product/nne-metalclad-switch-socket-1-gang-13a/,https://www.yuanming.com.my/wp-content/uploads/2023/01/NNE9499_FRONT.png
