source_position,item_code,uom,display_name,category,official_product_page,official_image_url
3061,SWI-S/SKT-LWD-4013-13A,PCS,,,https://www.homepro.com.my/p/1007443,https://statice.homepro.co.th/homepromy/ART_IMAGE/10/074/1007443/1000x1000/09052025_1007443$Imagec1.jpg
3252,SWI-PLU-MK-654-13A,PCS,,,https://www.sierraplus.com.my/mk-654-13amp-plug-top-sirim-white,https://www.sierraplus.com.my/image/sponline/image/cache/data/all_product_images/product-806/mk-654-13amp-plug-top-sirim-white-1200x1200.jpg
2773,CUT-BLA-ECL-1218T,PCS,,,https://camdentools.com/en-US/product/eclipse-aa45e-pred-pb-bimetal-hss-hacksaw-blades-18tpi-pack-of-100-TLS-ECL-AA45E-PRED-PB-EN_US,https://assets.r2.camdentools.com/media/58e4bcfa-8c48-4a99-9bd2-5e265dbe2d65-large.webp
2884,ELE-T5-4FT-CIELO-D/L,PCS,,,https://cimalighting.com.my/product/cielo-gen2-t5-led-batten-2ft-3ft-4ft-10w-14w-18w-sirim-cetificated,https://cdn1.sgliteasset.com/eluxelig/images/product/product-5938586/klRotFIO6772683db025f_1735551038.jpg
2770,PLUG-TOP-UMS-13A,PCS,,,https://www.samajaya.com.my/showproducts/productid/5325840/ums-pt130rs-pt130r-s-pt130rs-13a-3-pin-plug-top-13a-plug-top/,https://cdn1.npcdn.net/images/ac4f39978df41cafce9a9ff89e840dde_1732086813.jpeg
4816,"ACE-NUTS-3/8""X38MM",PCS,,,https://www.chenghuatgroup.com.my/showproducts/productid/4107983/cid/428833/hexagon-long-nut-ln38039039/,https://cdn1.npcdn.net/images/1660989793e027aab155c75045ba6ee50110f57dff.png
3872,"PIP-UPVC-5255-1.1/2""",MTR,,,https://unimechengineering.com.my/product/upvc-pipe-2/,https://unimechengineering.com.my/wp-content/uploads/2022/03/UPCV-Pipe-BS4255-1.jpg
4349,SWI-LAM-HOL-SE220E-E27,PCS,,,https://www.sierraplus.com.my/se-220-e27-batten-lamp-holder-socket-light-bulb-holder-c-w-base-white,https://www.sierraplus.com.my/image/sponline/image/cache/data/all_product_images/product-1110/se-220-e27-batten-lamp-holder-socket-light-bulb-holder-c-w-base-white-a-900x900.jpg
3361,SWI-ADA-MS3106N,PCS,,,https://www.homepro.com.my/p/1075259,https://statice.homepro.co.th/homepromy/ART_IMAGE/10/752/1075259/1000x1000/09052025_1075259$Imagec1.jpg
3533,ELE-D/L-HOME-2103-18W-6500K,PCS,,,https://www.lazada.com.my/products/led-panel-light-downlight-18-watt-6inch-6500k-daylight-i1345104588.html,https://img.lazcdn.com/g/p/913f605ee2364fad2b7df5d308af70cf.jpg
3999,"FAS-RIV-PAT-1/8""X1/2""-PCK",PCK,,,https://soongwung.com/product/jaguar-blind-rivet/,https://soongwung.com/wp-content/uploads/2024/02/C72.png
3623,CUT-DIS-MARK-12300-P024,PCS,,,https://www.mrmarks.com/index.php?ws=showproducts&products_id=2160710,https://cdn1.npcdn.net/image/156084571199cb84b713796168898828c90a9038f9.jpg?md5id=40a115d736494ae0bf5b6b65c715868d&new_width=1000&new_height=1000&w=1534135529
3343,CUT-ELE-EFM430,PCS,,,https://m.djhardware.com.my/index.php?ws=showproducts&products_id=3308430,https://cdn1.npcdn.net/images/16139647540e968fbe3cbc80073cdae67763457cf4.png
4524,"FAS-RIV-PAT-1/8""X1/4""-PCK",PCK,,,https://soongwung.com/product/jaguar-blind-rivet/,https://soongwung.com/wp-content/uploads/2024/02/C72.png
3955,"PIP-HDPE-32MM-1""",MTR,,,https://nyhardware.com.my/product/32mm-x-100m-hdpe-pn125-pipe-sirim-pe100,https://nyhardware.com.my/my_asset/products/plumbing-buildings/pipe/HDPE/HDPE-pn12.5.png
3863,"FAS-RIV-PAT-1/8""X3/4""-PCK",PCK,,,https://soongwung.com/product/jaguar-blind-rivet/,https://soongwung.com/wp-content/uploads/2024/02/C72.png
5009,"PIP-UPVC-5255-1.1/4""",MTR,,,https://unimechengineering.com.my/product/upvc-pipe-2/,https://unimechengineering.com.my/wp-content/uploads/2022/03/UPCV-Pipe-BS4255-1.jpg
4257,"FAS-RIV-PAT-1/8""X5/16""-PCK",PCK,,,https://soongwung.com/product/jaguar-blind-rivet/,https://soongwung.com/wp-content/uploads/2024/02/C72.png
2868,SPO-SCOTCH-BRITE-3M,PCK,,,https://www.homepro.com.my/p/1031600,https://statice.homepro.co.th/homepromy/ART_IMAGE/10/316/1031600/1000x1000/09052025_1031600$Imagec1.jpg
3223,ELE-T5-4-CIELO-W/W,PCS,,,https://cimalighting.com.my/product/cielo-gen2-t5-led-batten-2ft-3ft-4ft-10w-14w-18w-sirim-cetificated,https://cdn1.sgliteasset.com/eluxelig/images/product/product-5938586/bTvNUfqm678492d232a63_1736741586.jpg
