source_position,item_code,uom,display_name,category,official_product_page,official_image_url
446,VAC-KHI-VC68P,SET,,,https://khind.com.my/products/vacuum-cleaner-vc68p-160061299,https://khind.com.my/cdn/shop/files/vc68p-cover_220721131926_2a27f2fb-6483-4697-84ad-75ecc2a7d160.jpg?v=1751809349&width=1946
821,BOS-0601-5A2-0L0,UNIT,,,https://www.bosch-pt.com.my/my/en/products/gks-235-turbo-06015A20L0,https://www.bosch-pt.com.my/my/en/ocsmedia/246835-82/product-image/166x164/hand-held-circular-saw-pro-gks-235-turbo-06015a20l0.png
810,BOS-0601-9E5-1L0,UNIT,,,https://www.bosch-pt.com.sg/sg/en/products/gas-15-ps-06019E51L0,https://www.bosch-pt.com.sg/binary/ocsmedia/optimized/1000x1000/o455245v54_GAS_15_PS_Hose_Dyn.png
856,BOS-0601-1C4-0L0,UNIT,,,https://www.bosch-pt.com.my/my/en/products/grw-140-06011C40L0,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/1000x1000/o432154v54_grw_140_packaging_1619PC2157.png
621,FAN-PSN-F-M14DZVBKH,PCS,,,https://pmma.my.panasonic.com/product/f-m14dzvbkh-black-f-m14dzvbwh-white-bayu/,https://pmma.my.panasonic.com/wp-content/uploads/2022/07/f-m14dzvbkh-1024x1024.jpg
578,PRE-STO-KHI-SPC6,SET,,,https://khind.com.my/products/east-malaysia-exclusive-smart-pressure-cooker,https://khind.com.my/cdn/shop/files/spc6_230821170400.jpg?v=1751809563
440,VAC-KHI-VC8020MS,SET,,,https://khind.com.my/products/canister-vacuum-cleaner-vc8020ms,https://khind.com.my/cdn/shop/files/ssmy.zone-1693885930-VC8020MS_wh_cover.jpg?v=1751809268
772,FAN-CEI-DEKA-CDKN54OAK12,UNIT,,,https://deka.my/koni-54/,https://deka.my/wp-content/uploads/2025/07/KONI-54-OAK-Jpg.jpg
449,X-PSN-NI-317W-LN,PCS,,,https://store.apac.panasonic.com/my/iron-ni-317w-1000w-0-9kg-dry-polished-soleplate.html,https://store.apac.panasonic.com/media/catalog/product/n/i/ni-317w_00.png
442,MIX-KHI-HM200,SET,,,https://khind.com.my/products/hand-mixer,https://khind.com.my/cdn/shop/files/ssmy.zone-1721101196-HM200_WH.jpg?v=1751809038
523,KHI-IRO-EI405-GRY,SET,,,https://khind.com.my/products/electric-dry-iron,https://khind.com.my/cdn/shop/files/ei405-wh-cover_190523162150.jpg?v=1751809338
986,BOS-0601-58F-0L0,UNIT,,,https://www.bosch-pt.com.my/my/en/products/gst-90-be-060158F0L0,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/1000x1000/o75617v54_Dynamik_GST90BE_mit.png
647,VAC-KHI-VC8630,SET,,,https://khind.com.my/products/khind-vacuum-cleaner-vc8630,https://khind.com.my/cdn/shop/files/VC8630_cover_KOL_ed4d8500-314c-4871-b62a-7beaf7d45972.jpg?v=1751809252
477,JUG-KHI-EK502,SET,,,https://khind.com.my/products/khind-5l-stainless-steel-kettle-ek502,https://khind.com.my/cdn/shop/files/ek502-wh-cover_220523155050.jpg?v=1751809340
522,KHI-COO-MC121,SET,,,https://khind.com.my/products/multi-cooker-mc121,https://khind.com.my/cdn/shop/files/mc121-1-kol_150622103348.jpg?v=1751809249
2602,IND-CEM-GREY-25KG,BAG,,,https://mys.sika.com/en/construction/tile-setting/tile-adhesives/sikaceram-88.html,https://sika.scene7.com/is/image/sikacs/my-SikaCeram-88-25kg-01536099:1-1?wid=1000&hei=1000
1028,RIC-COO-MID-MRM18010BDG,PCS,,,https://www.midea.com/my/kitchen-appliances/cooking-appliances/rice-cooker/midea-jar-rice-cooker-mrm18010bdg.mrm18010bdg,https://www.midea.com/content/dam/midea-aem/my/my-new/pdp/sda/rice-cooker/mrm18010bdg/pd-sda-mrm18010bdg-1-5000x5000.png
1900,TAP-CAB-CB2807,PCS,,,https://cabana.com.my/index.php/products/bathroom/basin-tap/cb2807-detail,https://cabana.com.my/images/virtuemart/product/CB2807.jpg
2022,TAP-CAB-CB65SS-GM,PCS,,,https://cabana.com.my/index.php/products/bathroom/basin-cold-tap/cb65ss-gm-detail,https://cabana.com.my/images/virtuemart/product/CB65SS-GM.jpg
2067,BID-CAB-90SS-DIY,PCS,,,https://cabana.com.my/index.php/products/bathroom/bidet/cb90ss-diy-detail,https://cabana.com.my/images/virtuemart/product/CB90SS-DIY-01.jpg
3630,GROUT-SEAL-703,CAN,,,https://mys.sika.com/en/home-improvement/waterproofing/sikagard-703-groutseal.html,https://sika.scene7.com/is/image/sikacs/my-02-en-MY-Sikagard-703-GroutSeal-1x1-00557701:1-1?wid=1024&hei=1024&fit=crop%2C1&fmt=webp-alpha
1453,ALP-WAT-HEA-X5E,UNIT,,,https://www.alphamalaysia.com/instant-shower-heaters/x5-e,https://www.alphamalaysia.com/sites/default/files/2023-08/X5E_0.png
1928,BID-CAB-CB88SS-BL-DIY,PCS,,,https://cabana.com.my/index.php/products/bathroom/bidet/cb88ss-bl-diy-detail,https://cabana.com.my/images/virtuemart/product/CB88SS-BL-DIY-01.jpg
2035,TAP-CAB-CB9108,UNIT,,,https://cabana.com.my/index.php/products/kitchen/kitchen-tap/cb9108-detail,https://cabana.com.my/images/virtuemart/product/CB9108.jpg
2306,TAP-CAB-CB65SS-BL,PCS,,,https://cabana.com.my/index.php/products/bathroom/basin-cold-tap/cb65ss-bl-detail,https://cabana.com.my/images/virtuemart/product/CB65SS-BL.jpg
1017,STA-PRE-WAS-K3,UNIT,,,https://www.karcher.com/my/en/home-and-garden/products/k-3-hr-plus-p15992610,https://d1y4tv7o00gnfq.cloudfront.net/mam/15992610/mainproduct/189898/d2.jpg
1346,ALP-WAT-HEA-CX9-EP-MOC,UNIT,,,https://www.alphamalaysia.com/instant-shower-heaters/cx9-i-rainshower,https://www.alphamalaysia.com/sites/default/files/2023-08/CX9i%20RS_2.png
1466,X-ALP-WAT-HEA-AS-2EP-SIL,UNIT,,,https://www.alphamalaysia.com/instant-shower-heaters/as-2ep,https://www.alphamalaysia.com/sites/default/files/2023-07/AS2EP%20Std%20G12%20copy%203.png
1092,BOS-0601-2C1-0L0,UNIT,,,https://www.bosch-pt.com.my/my/en/products/gbs-750-06012C10L0,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/1000x1000/o447679v54_GBS_750_Dyn.png
1194,BOS-0601-298-0L0,UNIT,,,https://www.bosch-professional.com/om/en/products/gss-2300-06012980L0,https://www.bosch-professional.com/binary/ocsmedia/optimized/750x422/o204533v54_GSS2300_dyn.png
1195,BOS-0601-980-4L1,UNIT,,,https://www.bosch-pt.com.my/my/en/products/gbl-800-e-06019804L1,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/1000x1000/o260386v54_lv-144879-12-GBL800E_dyn_01.png
1273,BOS-0603-3E0-050,UNIT,,,https://www.bosch-diy.com/my/en/p/universalbrush-06033e0050,https://www.bosch-diy.com/imagestorage/en-my/cleaning-brush-2848872-hires-png-rgb-oneux-340539_w_800_h_418.png?imgWidth=800&imgHeight=418
1076,BOS-0603-9E0-050,UNIT(S),,,https://www.bosch-diy.com/my/en/p/ixo-7-06039e0050,https://www.bosch-diy.com/imagestorage/en-my/cordless-screwdrivers-2757850-hires-png-rgb-oneux-372543_w_800_h_418.png?imgWidth=800&imgHeight=418
1310,BOS-0601-980-5L0,UNIT,,,https://www.bosch-pt.com.sg/sg/en/products/gbl-620-06019805L0,https://www.bosch-pt.com.sg/binary/ocsmedia/optimized/750x422/o275032v54_GBL620_dyn_01.png
1991,TAP-CAB-CB4908,UNIT,,,https://cabana.com.my/index.php/products/bathroom/basin-cold-tap/cb4908-detail,https://cabana.com.my/images/virtuemart/product/CB4908.jpg
2034,TAP-CAB-CB4905,UNIT,,,https://cabana.com.my/index.php/products/bathroom/basin-cold-tap/cb4905-detail,https://cabana.com.my/images/virtuemart/product/CB4905.jpg
2533,NUM-PUNC-50730080,SET,,,https://nietz.com.my/product/0-9-number-punches-font-german-pointed/,https://nietz.com.my/wp-content/uploads/2024/06/92_50730030-until-50730120.png
2522,FAN-TAB-KDK-KB-304,PCS,,,https://www.kdk.com.my/product/kb-304/,https://www.kdk.com.my/wp-content/uploads/2020/07/product-thumbnail_Table-Fans-KB-304.png
