item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
TAP-SAN-SWP-SS-304-3950,PCS,Saniware Premier Flexible Hose Kitchen Pillar Sink Tap,Kitchen & Sinks,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: ?s=3950 saniware (3rd recheck via proxy) -> 0 results; bath2u reseller only. absent_on_official_site_rechecked_thrice.,Confirm 3950 supply with Saniware; request official image if active
TAP-SAN-SWP-B-3213-G,PCS,Saniware Premier Tall Basin Cold Tap (gold),Bathroom,https://saniware.com/product/tall-basin-cold-tap-swp-ss-304-3213-g/,https://saniware.com/wp-content/uploads/2025/05/3213-G.png,A,yes,yes,each,needs_permission,candidate,"Q: opened /product/tall-basin-cold-tap-swp-ss-304-3213-g/ via r.jina.ai proxy: title 'Tall Basin Cold Tap SWP-SS-304-3213-G', RM210, page text 'Tall Basin Cold Tap (Gold)' VERBATIM; images 3213-G.png + dimension drawing live. Gold now proven on official page.",Request image-use permission from Saniware
BATH-SRTBF31514,PCS,Sorento 5IN1 Bath Furn,Bathroom,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: sorento.com.my 5-in-1 path falls back to parent category (only 2/3/4/6-in-1 exist); keyword search SRTBF31514 -> 0 hits. delisted_official.,Confirm with Sorento if SRTBF31514 still produced; obtain official asset or drop row
FAN-CEI-DEKA-CF66DC66MB12,UNIT,Deka Ceiling Fan F66 DC Matt Black,Fans & Ventilation,https://deka.my/f66-dc/,https://deka.my/wp-content/uploads/2026/04/F66-2560X2560-BK.png,A,yes,yes,each single fan/box,needs_permission,candidate,"Q: opened deka.my/f66-dc/: F66 DC, MB+OAK finishes; MB swatch links to F66-2560X2560-BK.png (site maps MB->this file).",Request Deka MY written consent before publishing
JOV-WAT-FIL-JP200,PCS,Joven (red) Water Purifier,Home Appliances,https://www.joven-electric.com/my/jp200-water-purifier.html,https://www.joven-electric.com/media/catalog/product/cache/be45d83139bc2950f7fdc035c8252966/5/1/5111304001-4.jpg,A,yes,yes,PCS single purifier unit,needs_permission,candidate,"Q: opened joven-electric.com/my/jp200-water-purifier.html: live, JP200 model confirmed; gallery image 5111304001-4.jpg pixel-checked in prior pass = RED unit (og:image -2 is alternate angle). Red confirmed.",Obtain Joven MY permission before publishing
KHI-HDR-HD511-GRE,SET,Hair Dryer 1400W (matt Grey),Home Appliances,https://khind.com.my/products/khind-hair-dryer-hd1400,https://khind.com.my/cdn/shop/files/HD1400_1_HiRes_1a611a78-9046-49f7-96cd-f0af17337545.jpg,A,yes,yes,SET dryer + nozzle,needs_permission,candidate,Q: khind.com.my/products/khind-hair-dryer-hd1400 HTTP 200 (rechecked); HD1400 matt grey stated on page; official CDN HiRes image. Row code HD511-GRE maps to retail HD1400 grey.,Note item-code vs retail-model mapping on PO; request Khind permission
SHO-SOR-SRTWT9614,PCS,Sorento Shower Set,Bathroom,https://www.sorento.com.my/sorento-bathroom/shower-bidet/exposed-shower-set/srtwt9614-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTWT9614-01-01.jpg,A,yes,yes,set (rain head + hand shower + 1.5M hose),needs_permission,candidate,"Q: exposed-shower-set listing contains srtwt9614-detail; page H1 SRTWT9614, Chrome, 3-way set.",Email Sorento for written image-usage permission
TAP-SAN-SWP-SS-304-3939,PCS,Saniware Premier Double Spout Kitchen Pillar Sink Tap,Kitchen & Sinks,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: ?s=3939 saniware -> 0 results (prior pass probe stands). absent_on_official_site.,Confirm 3939 with Saniware
X-GAS-STO-RUB-TAE10-M372,UNIT,Rubine Glass Hob RGH-ALLORA2B-BL,Kitchen & Sinks,https://www.rubine.com.my/product/RGH-ALLORA2B-BL,,B,unresolved,unresolved,UNIT glass hob,unknown,pending,"Q: direct + r.jina.ai proxy fetch of product URL: nav shell only, model body JS-rendered/unconfirmed in HTML. Page exists; model text not extractable this pass.",Contact Rubine (Fiamma Trading) for live spec sheet + official image
SIN-SOR-SRTKS2427-BL,PCS,Sorento S/s 304 Kitchen Sink-blk Ultrasonic Nano Tech,Kitchen & Sinks,https://www.sorento.com.my/sorento-kitchen/kitchen-sink/double-bowl/srtks2427-bl-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTKS2427-BL24.jpg,A,yes,yes,piece 880x440x230mm,needs_permission,candidate,"Q: detail URL GET 200; H1 SRTKS2427-BL, Undermount SS304, Black. 'Ultrasonic Nano Tech' wording not on page (catalogue wording only).",Verify nano-tech claim with Sorento; request image licence
BAS-SOR-SRTWB7132,PCS,Sorento Counter Top Basin,Bathroom,https://www.sorento.com.my/sorento-bathroom/wash-basin/counter-top-ultra-thin-edge-basin/srtwb7132-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTWB7132.jpg,A,yes,yes,piece ceramic 400x400x140mm,needs_permission,candidate,"Q: detail URL GET 200; H1 SRTWB7132 Counter Top Basin, White.",Obtain Sorento image-usage permission
ELE-D/L-MEG-YTPDGLE5-70W,PCS,Megaman E27 Led-t Bulb,Lighting,https://megaman.com.my/product/high-lumen-t-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-2.jpg,R,no,no,pcs,no_asset,reject,Q: opened high-lumen-t-bulb page: YTPDGLE5-70W is PLC-cap 6500K-only; row claims E27 -> cap mismatch; no official E27 70W variant.,Verify physical cap; recode item or source alternative brand
X-ELE-LED-FFL-CHA-10W,PCS,Taicon Stick LED Mini 5W E27 - Red,Lighting,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
ELE-BUL-E27-3W-BLUE,PCS,Taicon E27 3W LED Color Bulb-blue,Lighting,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
ELE-HOL-TC818-E27,PCS,Taicon Tc 818 E27 Lamp Holder,Lighting,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
FAN-WAL-KHI-FW1660TH,SET,16 Wall Fan,Fans & Ventilation,https://khind.com.my/products/khind-16-wall-fan-wf1602se,,B,unresolved,no,SET wall fan,unknown,pending,Q: khind.com.my/products/khind-16-wall-fan-wf1602se HTTP 200 (rechecked); official model WF1602SE vs row code FW1660TH - suffix variance; display '16 Wall Fan' matches product family.,Confirm FW1660TH=WF1602SE mapping with Khind; then promote using storefront image
KHI-POT-AP550,SET,Khind Thermos Pot 5.5L,Home Appliances,https://khind.com.my/products/khind-thermo-pot-ap550,http://khind.com.my/cdn/shop/files/AP550_LO_62af8a03-4546-442f-8e15-058caac09f14.jpg?v=1751809071,A,yes,yes,SET thermo pot 5.5L,needs_permission,candidate,Q: khind.com.my/products/khind-thermo-pot-ap550 HTTP 200 (rechecked); AP550 5.5L exact (prior pass verified page+image).,Request Khind permission
RAINBOW-G888-250GM,BTL,Nippon Gold Paint 999 Gold,Paint & Sundries,https://www.nipponpaint.com.my/product/gold-paint/,,C,unresolved,unresolved,BTL 250GM,needs_permission,pending,Q: nipponpaint.com.my gold-paint line page confirms Gold Paint line; '999' branding and 250GM pack not printed on page (third-party listings only).,Confirm 999/250GM pack with Nippon dealer
TAP-SAN-SWP-SS-3391,PCS,Saniware Premier Kitchen Pillar Sink Tap SWP-SS-3391,Kitchen & Sinks,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: ?s=3391 saniware -> 0 results; reseller lists it as filter tap (type mismatch vs display name). absent_on_official_site.,Confirm 3391 type/supply with Saniware
SPR-BID-SWP-SS-304-6875A,PCS,Saniware Premier Two Way Tap With Bidet Set 1.2M Flex. Hose,Bathroom,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: ?s=6875 saniware -> 0 results; websearch zero traces for 6875A. absent_from_site_and_web.,Confirm 6875A code with Saniware
SPR-BID-SWSB-ABS-362,PCS,Saniware ABS Spray Bidet Set Holder & 1.2MM Flexible Hose,Bathroom,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: ?s=ABS-362 saniware -> 0 results; official ABS sets are 262/365 series (code possibly transposed). absent_on_official_site.,Confirm ABS-362 code with Saniware
BATH-SRTBF31417,PCS,Sorento 6 IN 1 Bathroom Furniture,Bathroom,https://www.sorento.com.my/sorento-bathroom/bathroom-furniture/cabinet-basin/srtbf31417-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTBF31417-01.jpg,A,yes,yes,set 6-in-1 (cabinet+basin+mirror+shelf+tap+waste),needs_permission,candidate,Q: detail URL GET 200; title '6 IN 1 BATHROOM FURNITURE: SRTBF31417'; Colour Black; composition 6 pieces matches display.,Obtain Sorento image-usage permission
ELE-D/L-MEG-FE2155D-18W-3000K,PCS,Megaman Plce T3 3U E27 Bulb,Lighting,https://megaman.com.my/product/plce-energy-saving-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-5-1.jpg,B,unresolved,no,pcs,unknown,pending,Q: PLCE page spec table: FD2155D 18W E27 3000K/6500K; row spells FE2155D (not in table). Spelling variance held at bar.,Correct item code FE2155D->FD2155D then promote to candidate
FAN-CEI-DEKA-CF5DC46MB12,UNIT,Deka Ceiling Fan F5 DC~46 Pro Matt Blk,Fans & Ventilation,https://deka.my/f5-dc-46-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-46-PRO-MB-Jpg-OK.jpg,A,yes,yes,each single fan/box,needs_permission,candidate,"Q: deka.my/f5-dc-46-pro/: F5 DC 46 PRO, 8 finishes incl MB; MB swatch links to finish-specific image.",Request Deka MY consent
X-RUB-TRB08-006,UNIT,Rubine Rjs 622 S/s Sink (1BB+1SB),Kitchen & Sinks,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,"Q: ""RJS 622"" rubine searches; rubine.com.my has no sink category (prior passes). no_official_source.",Source Rubine sink asset via distributor or drop row
ELE-BUL-B22-3W-BLU,PCS,Taicon B22 3W LED Color Bulb - Blue,Lighting,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
STA-HAM-SBD715D2K,UNIT,Stanley Fatmax 20V Brushless Hammer Drill,Power Tools,https://my.stanleytools.global/product/sbd715d2k-b1/20v-brushless-hammer-drill-kit-crystal-box-100-pc,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SBD715D2K_2.jpg,A,yes,yes,UNIT crystal-box kit (2x2.0Ah),needs_permission,candidate,"Q: my.stanleytools.global SBD715D2K-B1 kit page live: 20V Brushless Hammer Drill Kit, 1900RPM/60Nm; HIRES SBD715D2K_2.jpg verified 2000x2000 unique hash.",Download HIRES asset; log permission request with SBD MY
BOS-0601-227-1L2,UNIT,Gsb 13RE Impact Drill (blow Mode Set),Power Tools,https://www.bosch-pt.com.my/my/en/products/gsb-13-re-06012271L2,https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/750x422/o260232v54_lv-144432-12-GSB13RE_stat_01.png,A,yes,yes,UNIT blow-mode set,needs_permission,candidate,Q: bosch-pt.com.my GSB 13 RE page live; order number 06012271L2 exact in page HTML; og:image official.,Request Bosch MY permission
GAS-STO-KHI-GC7125,SET,Khind Gas Cooker (stainless Steel),Home Appliances,https://khind.com.my/products/khind-gas-cooker-gc7125,http://khind.com.my/cdn/shop/files/gc7125-cover-wh_210923192148.jpg?v=1751809100,A,yes,yes,SET gas cooker stainless,needs_permission,candidate,Q: khind.com.my/products/khind-gas-cooker-gc7125 HTTP 200 (rechecked); GC7125 stainless exact (prior pass verified page+image).,Request Khind permission
LOC-YALE-Y120B-50-KA5,SET,Yale (key Alike) Boron Shackle Padlock Y120B-50-KA5,Lifting & Rigging,https://www.yalehome.com/my/en/products/padlocks/outdoor-environment/y120b-series,,C,unresolved,unresolved,SET padlock key-alike,unknown,pending,Q: yalehome.com/my Y120B series family page; KA5 keyed-alike code not printed as official SKU on family page.,Confirm KA5 ordering code with Yale MY; request official image
SHO-SOR-SRTSS8730,PCS,Sorento Sliding BAR Shower Set - SRTSS8730,Bathroom,https://www.sorento.com.my/sorento-bathroom/shower-bidet/sliding-bar/srtss8730-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTSS8730-04.jpg,A,yes,yes,set sliding bar + hand shower + hose,needs_permission,candidate,"Q: detail URL GET 200; H1 SRTSS8730 Sliding Bar, Chrome.",Obtain Sorento image-usage permission
ELE-BUL-E27-3W-GREEN,PCS,Taicon E27 3W LED Color Bulb-green,Lighting,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
KHI-INF-COO-IRC2000,SET,Khind - Infrared Cooker (black),Home Appliances,https://khind.com.my/products/infrared-cooker,http://khind.com.my/cdn/shop/files/irc2000-wh-cover_280521171520.jpg?v=1751809514,A,yes,yes,SET infrared cooker black,needs_permission,candidate,Q: khind.com.my/products/infrared-cooker HTTP 200 (rechecked); IRC2000 black exact (prior pass verified).,Request Khind permission
