item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
NIP-WTRB-18L-A,DRUM,18L Nippon Weatherbond Quartz Accent Base,Paint & Sundries,https://www.nipponpaint.com.my/product/weatherbond-quartz/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/weatherbond-quartz-best-in-class.webp,C,unresolved,unresolved,pack per display_name,needs_permission,pending,Q: weatherbond-quartz line page live; pack size/base/colour-code variants not printed on page.,Confirm pack/colour with Nippon dealer
NIP-WTRB-18L-T,DRUM,18L Nippon Weatherbond Quartz Tint Base,Paint & Sundries,https://www.nipponpaint.com.my/product/weatherbond-quartz/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/weatherbond-quartz-best-in-class.webp,C,unresolved,unresolved,pack per display_name,needs_permission,pending,Q: weatherbond-quartz line page live; pack size/base/colour-code variants not printed on page.,Confirm pack/colour with Nippon dealer
TAP-SAN-SWP-SS-304-3938-MB,PCS,Saniware Premier Double Spout Kit. Wall Sink Tap-matt Blk,Kitchen & Sinks,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: ?s=3938 saniware -> only SS base model at distributors; MB variant never found. variant_absent.,Confirm 3938-MB with Saniware
"HOS-FLE-GLO-60""",PCS,Glotool Flexible Tube F1/2 X F12 X 60,Outdoor & Garden,https://www.sonichardware.com.my/categories-listing/product/2116-glotool-flexible-tube-stainless-steel-f1-2-x-f1-2,https://www.sonichardware.com.my/images/com_hikashop/upload/01_1223683543.jpg,A,yes,yes,PCS flexible tube 60in,needs_permission,candidate,"Q: sonichardware.com.my (Glotool house-brand owner, Sarawak) product page: F1/2 stainless flexible tube, 60in variant exists; display-name 'F12' = typo for F1/2 (prior pass verified).",Request Sonic Hardware image permission
NIP-PHG-5L-D,CAN,5L Platone High Gloss Deep Base,Paint & Sundries,https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,C,unresolved,unresolved,pack per display_name,needs_permission,pending,Q: platone-high-gloss line page live; pack size/base/colour-code variants not printed on page.,Confirm pack/colour with Nippon dealer
BOS-0601-9K3-0L2,UNIT,Gsr Batt. Screwdriver 185-LI,Hand Tools,https://www.bosch-pt.com.my/my/en/products/gsr-185-li-06019K30L2,https://www.bosch-pt.com.my/my/en/ocsmedia/363991-54/scope-of-supply-image/1434x828/cordless-drill-driver-pro-gsr-185-li-06019k30l2.png,A,yes,yes,set: case + charger + 2x2.0Ah + bit set,needs_permission,candidate,Q: dedicated 06019K30L2 variant URL live (base K3083 page also lists 0L2); scope-of-supply image specific to 0L2.,Request Bosch MY permission; use 0L2 scope image not 083
CHA-SAW-STIHL-MS230,UNIT,Stihl Chainsaw 18 Stihl Chain & Guide BAR,"Rope, Chain & Netting",https://stihl-thk.com.my/products/ms-230/,https://stihl-thk.com.my/wp-content/uploads/2021/04/9ba6436ebe224792bd67edd7d604992a-1.jpg,B,yes,yes,UNIT chainsaw; bar options 14/16/18in selectable,needs_permission,candidate,"Q: THK MS 230 page live with image; 18in appears as selectable bar option, default config unstated.",Confirm supplied unit carries 18in bar before publish
FAN-CEI-DEKA-CX156BK12,UNIT,Deka Ceiling Fan X-one 56 Blk,Fans & Ventilation,https://deka.my/x-one-56/,https://deka.my/wp-content/uploads/2025/11/X-ONE-56-2560X2560-BK.png,A,yes,yes,each single fan 56in black,needs_permission,candidate,Q: x-one-56 page: BK swatch links to X-ONE-56-2560X2560-BK.png.,Request Deka MY consent
BOS-0600-8A7-FLO,UNIT,Easy Aqt 110 High P/cleaner,Chemicals & Adhesives,https://www.bosch-diy.com/my/en/p/easyaquatak-110-06008a7fl0,https://www.bosch-diy.com/imagestorage/en-my/easyaquatak-110-100044179-hires-png-rgb-oneux-263458_w_1600_h_800.png,A,yes,yes,each w/ lance+hose+3 nozzles,needs_permission,candidate,Q: bosch-diy.com/my EasyAquatak 110 page: order 06008A7FL0 printed (row FLO = FL0). HIRES image.,Request Bosch DIY image permission
BOS-0601-375-6L0,UNIT,Gws 060 Angle Grinder,Power Tools,,,R,no,no,UNIT angle grinder 670W,no_asset,reject,Q: bosch-diy.com/my has NO angle-grinder category; twice-absent from PRO site. GWS 060 not officially listed in MY.,Ask Bosch MY if GWS 060 still distributed before delisting SKU
STA-HAM-BRU-SBH900M2K,UNIT,Stanley Fatmax V20 Brushless Sds Plus Hammer Drill,Power Tool Accessories,https://my.stanleytools.global/product/sbh900m2k-b1/20v-brushless-sds-hammer,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/SBH900M2K_1.jpg,A,yes,yes,SET M2K kit: case + 2 batteries + charger,needs_permission,candidate,"Q: sbh900m2k-b1 MY page: 20V Brushless SDS Hammer, SDS+, V20. HIRES verified.",Confirm SET UOM; request SBD MY permission
ELE-FAJAR-FLX-2.5MM-GREY,COIL,Fajar 2.5MM (50/0.25) X Flexible Cable (grey) (COIL),Electrical,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: fajarcables.com.my official site publishes category pages + PDF datasheets only; no per-model pages/images. datasheet_only_brand_site.,Request Fajar catalogue sheet/photo from distributor
ELE-CAB-FLE-P40163CW-ROLL,ROLL,Taicon 40/016 X Flexible Cable,Electrical,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: Taicon has no official website (DNS NXDOMAIN; established twice). cable unbranded-online. no_official_taicon_website.,Supplier photo or own-stock photo
TAR-SHT-GT2-O/B-6',COIL,Glotool PE Trap (GT-02) 6'X70YDS,Plumbing,https://www.sonichardware.com.my/product/product/1173-pe-tarp-orange-blue,https://www.sonichardware.com.my/images/com_hikashop/upload/08_1145225809.jpg,A,yes,yes,COIL/roll 6ft x 70yds,needs_permission,candidate,Q: sonichardware.com.my GT-02 PE tarp orange/blue page: 6ft x 70yd exact; display-name 'PE Trap' = misspelling of PE Tarp (prior pass verified).,Fix display-name spelling; request Sonic Hardware permission
NIP-ROOF-20L-T,UNIT,20L Nippon Roof Coating Tint Base,Building Materials,https://www.nipponpaint.com.my/product/roof-coating/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/roof-coating.webp,C,unresolved,unresolved,pack per display_name,needs_permission,pending,Q: roof-coating line page live; pack size/base/colour-code variants not printed on page.,Confirm pack/colour with Nippon dealer
