item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
FAN-KHI-AF1801,SET,Khind 18 Auto Fan (white),Fans & Ventilation,https://khind.com.my/products/khind-auto-fan-af1801,http://khind.com.my/cdn/shop/files/AutoFanAF1801_HI_56ed10ee-5d1f-44bd-a48c-63c8f8e75798.jpg?v=1751809530,A,yes,yes,SET auto fan 18in white,needs_permission,candidate,Q: khind.com.my/products/khind-auto-fan-af1801 HTTP 200 (rechecked); AF1801 white exact (prior pass verified).,Request Khind permission
FAN-WAL-TAICON-TC-11006,SET,Taicon 16 Wall Fan Sirim-whi,Fans & Ventilation,,,R,no,no,PCS consistent,no_asset,reject,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,Request Taicon catalogue/photo from distributor or photograph stock
KHI-COO-RCJ188,SET,Khind - Jar Rice Cooker 1.8L (mint),Home Appliances,https://khind.com.my/products/khind-1-8l-jar-rice-cooker-rcj188,http://khind.com.my/cdn/shop/files/RCJ188_zalora_cover_3bbd0996-43a8-44a5-802e-d582f347d147.jpg?v=1751809117,A,yes,yes,SET jar rice cooker 1.8L mint,needs_permission,candidate,Q: khind.com.my/products/khind-1-8l-jar-rice-cooker-rcj188 HTTP 200 (rechecked); RCJ188 mint exact (prior pass verified).,Request Khind permission
BOS-2608-619-701,PCS,Cutting Disc Metal,Abrasives & Cutting,https://www.bosch-pt.com.my/my/en/stainless-steel-and-metal-cutting-disc-green-long-life-for-small-angle-grinders-with-bore-16-mm-8107424-ocs-ac/,https://www.bosch-pt.com.my/my/en/ocsmedia/optimized/137x77/o615543v82_2608619701_bo_pro_u_f_1.png,A,yes,yes,PCS disc 105x1.2x16mm,needs_permission,candidate,Q: bosch-pt.com.my cutting-disc page: order number 2 608 619 701 exact (prior pass verified page+image).,Request Bosch MY permission
NIP-MAT-15245-18L,DRUM,18L Super Matex 15245 Maxtwhite,Paint & Sundries,https://www.nipponpaint.com.my/product/super-matex/,,C,unresolved,unresolved,DRUM 18L,needs_permission,pending,Q: super-matex line page; colour 15245 and 18L pack not printed (trade spells 'Maxi White').,Confirm pack/colour with Nippon dealer
NIP-SAT-GLO-18L-145,CAN,18L Nippon Satin Glo 145 White,Paint & Sundries,https://www.nipponpaint.com.my/product/satin-glo/,,C,unresolved,unresolved,CAN 18L,needs_permission,pending,Q: satin-glo line page; 145 White code and 18L pack not printed.,Confirm pack/colour with Nippon dealer
PSN-MJ-CS100WSK,PCS,Panasonic Juicer 1.7L 400W (white),Home Appliances,https://www.panasonic.com/my/consumer/kitchen-appliance/beverage-preparation/juicer-slow-juicer/mj-cs100wsk.html,,A,yes,yes,PCS juicer white 400W,unknown,pending,"Q: panasonic.com/my MJ-CS100WSK PDP live (prior pass verified); body White, 400W exact. FLAG: display says 1.7L but official juice container 0.6L (pulp 0.5L). Q: panasonic.com/my PDP bot-blocks automated fetch (HTTP 403) - official image not extractable this pass; capacity flag (0.6L vs 1.7L claim) also open.",Correct capacity attribute in PIM; request Panasonic MY image permission
STA-IMP-DRI-STDH7213V,UNIT,Stanley Percussion Drill 800W+VP,Power Tools,https://asia.stanleytools.global/product/stdh7213v-b1/13mm-800w-percussion-drill,https://asia.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/STDH7213V_A1.jpg,B,yes,yes,UNIT percussion drill + VP,needs_permission,candidate,Q: asia OEM page live: 13mm percussion drill; body copy contradicts 720W vs title 800W (page flags PH-only availability). Model exact.,Verify 800W vs 720W rating with SBD MY before publishing specs
TAP-SAN-SWP-SS-304-3936-SS,PCS,Saniware Premier Kitchen Wall Sink Tap-ss,Kitchen & Sinks,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,Q: ?s=3936 saniware -> 0 results. absent_on_official_site.,Confirm 3936-SS with Saniware
ELE-D/L-MEG-YTA70Z1-15W,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/6500K,Lighting,https://megaman.com.my/product/led-g-a-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-min.jpg,A,yes,yes,pcs,needs_permission,candidate,Q: YTA70Z1 15W E27; 6500K confirmed via flux column.,Obtain Megaman MY permission
