item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
CEI-FRA-30MM,PCS,Ceiling Frame 30MM,Building Materials,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,"Q: code-analysis only - unbranded commodity (MS-1058 = Malaysian standard, not a brand; generic sheet/mesh/nail/conduit items); marketplace-only results expected and excluded per rules. unbranded_commodity.",Supplier photo or own-stock photo
ROO-ZIN-SHE-10'X35G,PCS,Corrugated Steel Zinc 10 X 35G,Building Materials,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,"Q: code-analysis only - unbranded commodity (MS-1058 = Malaysian standard, not a brand; generic sheet/mesh/nail/conduit items); marketplace-only results expected and excluded per rules. unbranded_commodity.",Supplier photo or own-stock photo
NAI-COM-65MM-20KG,BOX,2 1/2 Wire Nail,Fasteners & Fixings,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,"Q: code-analysis only - unbranded commodity (MS-1058 = Malaysian standard, not a brand; generic sheet/mesh/nail/conduit items); marketplace-only results expected and excluded per rules. unbranded_commodity.",Supplier photo or own-stock photo
ELE-CAB-ZI-C70763G-ROLL,ROLL,Zi 3C X 70/076 PVC Flex Wire (grey),Electrical,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,"Q: code-analysis only - unbranded commodity (MS-1058 = Malaysian standard, not a brand; generic sheet/mesh/nail/conduit items); marketplace-only results expected and excluded per rules. unbranded_commodity.",Supplier photo or own-stock photo
PIP-CON-WHI-20MM3M,LTH,"3/4""(20MM) X 2.9M Eep - White",Plumbing,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,"Q: code-analysis only - unbranded commodity (MS-1058 = Malaysian standard, not a brand; generic sheet/mesh/nail/conduit items); marketplace-only results expected and excluded per rules. unbranded_commodity.",Supplier photo or own-stock photo
NAI-COM-50MM-20KG,BOX,2 Wire Nail,Fasteners & Fixings,,,C,unresolved,unresolved,PCS consistent,no_asset,pending,"Q: code-analysis only - unbranded commodity (MS-1058 = Malaysian standard, not a brand; generic sheet/mesh/nail/conduit items); marketplace-only results expected and excluded per rules. unbranded_commodity.",Supplier photo or own-stock photo
"DRA-COV-TEC-GRE-9""X17""",PCS,Techplas 9 X 17 Drain Cover - Grey,Plumbing,https://techplas.com.my/products/injection-moulded-products/drain-cover/otd-5120,https://techplas.com.my/wp-content/uploads/2022/08/OTD-5120.jpg,A,yes,yes,PCS drain cover 9x17in grey,needs_permission,candidate,Q: techplas.com.my OTD-5120 page reverified: Plastic Drain Cover 9x17in exact; grey per dealer listings of same SKU.,Request Techplas permission (sales@techplas.com.my)
SIN-SOR-SRTKS2431,PCS,Sorento Nanograin Texture Kitchen Sink,Kitchen & Sinks,,,R,unresolved,unresolved,piece (assumed),no_asset,reject,Q: sorento.com.my keyword search SRTKS2431 -> 0 product hits; srtks2431-detail 404; live nanograin listing carries only SRTKS2432/2433/2434. Prior candidate used dealer buildershardware image - rejected per gate. delisted_official_dealer_image_rejected.,"Request current official asset from Sorento, substitute active nanograin SKU, or drop row"
FAN-WAL-KHI-FW16JR,SET,,,,,C,unresolved,unresolved,SET wall fan 16in remote,unknown,pending,Q: prior asset WF16JR_KOL_WH.jpg was WHITE for a LIGHT GREY product - rejected. khind.com.my FW16JR search this pass did not surface a light-grey-specific page; white NOT reused.,colour_unproven: confirm light-grey FW16JR variant with Khind; request official grey asset
TAP-SAN-SWS-304-3977,PCS,,,https://saniware.com/product/sws-304-3977/,https://saniware.com/wp-content/uploads/2021/03/SWS-304-3977.jpg,A,yes,yes,PCS basin tap,needs_permission,candidate,"Q: prior 'dead' URL reopened via r.jina.ai proxy: page LIVE - 'Premier Basin Tap Series SWS-304-3977', RM48, SKU exact, official image SWS-304-3977.jpg. Host intermittently blocks bots but page is real.",Request Saniware image permission; keep proxy note for fetches
