source_position,item_code,uom,official_product_page,official_image_url,researcher_decision,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,reason,human_action
4907,SHH-HOOK-10829BL-NO.16,PKT,https://euprointernational.com/,,pending,,,,PKT 10-pc pack plausible unverified,unknown,"[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:junk(8); q2:ok(1); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(7) | bing-noJS-served-junk/safesearch-all-session | probe: brand OEM euprointernational.com (Haiyen Sports Fishing, Tangkak Johor) confirmed live but publishes rods/reels/lures/lines categories only - hook SKU 10829 not listed; shopee 10829BN sibling listing only",photograph in-store; request Eupro hook card art from distributor Haiyen
4057,HOS-COU-CON-40200007,PCS,https://www.ecogreen-garden.com/our-products-1,https://static.wixstatic.com/media/e2e81a_2517019c563742869a750aed65a05346~mv2.png,pending,,yes,yes,PCS single snap-in coupling correct vs OEM fitting item,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:junk(8); q2:junk(8); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: OEM probe ecogreen-garden.com fittings page live; page line '#4021' + 'One way snap-in coupling'; display EG4021 maps to OEM #4021 one-way snap-in coupling (MY sellers list as Ecogreen 4021); wixstatic e2e81a_2517019c...mv2.png alt '4021.png'; evidence round4: img HTTP200 sha300710be.. 330x330 28KB - model proven but FAILS >=500px BAR -> pending,obtain >=500px official asset or photograph in-store
4136,"FIT-YG228R-NIP-REC-3/8""X1/4""-BRA",PCS,,,reject,,,,n/a no authoritative page,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:safesearch(0); q2:junk(8); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: generic_unbranded commodity; marketplace-only imagery; never borrow sibling photos,shoot product in-store
5145,SHH-HOOK-4310N-NO.14,PKT,https://exorifishing.com/,,pending,,,,PKT 20s/10s count unverified,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:safesearch(0); q2:junk(8); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: exorifishing.com OEM catalog live (IDR market) but 4310N absent; MY marketplaces carry 4310BHC sibling suffix not N,photograph in-store
5146,SHH-HOOK-4310N-NO.2/0,PKT,https://exorifishing.com/,,pending,,,,PKT 20s/10s count unverified,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:safesearch(0); q2:junk(8); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: exorifishing.com OEM catalog live (IDR market) but 4310N absent; MY marketplaces carry 4310BHC sibling suffix not N,photograph in-store
5147,SHH-HOOK-4310N-NO.6,PKT,https://exorifishing.com/,,pending,,,,PKT 20s/10s count unverified,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:safesearch(0); q2:junk(8); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: exorifishing.com OEM catalog live (IDR market) but 4310N absent; MY marketplaces carry 4310BHC sibling suffix not N,photograph in-store
6513,"WAL-PLU-NYLON-8#X3""",PCK,,,reject,,,,n/a no authoritative page,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:junk(8); q2:junk(8); q3:safesearch(0); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: generic_unbranded commodity; marketplace-only imagery; never borrow sibling photos,shoot product in-store
5108,SHH-SWIVEL-NO.6,PKT,,,reject,,,,n/a no authoritative page,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:junk(8); q2:junk(8); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: generic_unbranded commodity; marketplace-only imagery; never borrow sibling photos,shoot product in-store
5319,SHH-LINE-WHI-NO.25,PCS,,,reject,,,,n/a no authoritative page,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:junk(8); q2:junk(8); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: generic_unbranded commodity; marketplace-only imagery; never borrow sibling photos,shoot product in-store
3029,GAS-REF-RG2,PCS,,,reject,,,,n/a no authoritative page,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:junk(8); q2:junk(8); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: generic_unbranded commodity; marketplace-only imagery; never borrow sibling photos,shoot product in-store
3894,IND-COA-SKI-WHI-PCK,PCK,,,reject,,,,n/a no authoritative page,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:junk(8); q2:junk(8); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: generic_unbranded commodity; marketplace-only imagery; never borrow sibling photos,shoot product in-store
4574,BNW-B&N-RBN-206,PCK,,,reject,,,,n/a no authoritative page,unknown,[chan:bing_fallback;SERPs-executed-and-archived->chat-01/serp-K2/serps.json] tier1-x6 q1:junk(8); q2:junk(8); q3:junk(8); q4:junk(8); q5:junk(8); q6:junk(8) | bing-noJS-served-junk/safesearch-all-session | probe: generic_unbranded commodity; marketplace-only imagery; never borrow sibling photos,shoot product in-store
