source_position,item_code,uom,official_product_page,official_image_url,researcher_decision,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,reason,human_action
271,AGR-NET-SUN-GLO-70%,MTR,https://sonichardware.com.my/component/hikashop/product/2378-glotool-sun-shade-netting-70,https://sonichardware.com.my/images/com_hikashop/upload/01_379559507.jpg,candidate,B,yes,yes,MTR netting roll sold by length matches retail roll,needs_permission,tier2 escalation on Glotool housebrand: no OEM site exists (r1) so authorised-dealer rule; Sonic Hardware (Sarawak) PDP title literal Sun Shade Netting 70% (Glotool) | q:hikashop catalog sweep crawled this session p:PDP status200 title-match 70% | p:image 01_379559507.jpg byte-check r5 pending | gate token risk noted (item-code span NETSUNGLO70 not contiguous in page text),verify_pixels_then_approve
544,GLO-COT-700-ZS70,PAIR,https://sonichardware.com.my/component/hikashop/product/185-cotton-glove-zs70,https://sonichardware.com.my/images/com_hikashop/upload/19__cotton_glove_zs70_815396175.png,candidate,B,yes,yes,PAIR single cotton glove pair matches retail pair,needs_permission,tier2: r1 rejected ZS70 as trade-generic code but Sonic live PDP Cotton Glove ZS70 with model-specific art found this session; dealer-source under no-OEM rule | q:hikashop catalog crawl p:PDP status200 dm-token ZS70 in title | p:19__cotton_glove_zs70_815396175.png byte-check r5,verify_pixels_then_approve
816,GLO-COT-104-WHI,PAIR,https://sonichardware.com.my/component/hikashop/product/183-cotton-glove-b104,https://sonichardware.com.my/images/com_hikashop/upload/18__cotton_glovoe_b104.png,candidate,B,yes,yes,PAIR single cotton glove pair matches retail pair,needs_permission,tier2: sibling of ZS70 find - Sonic PDP Cotton Glove B104 model-named png | q:hikashop catalog crawl p:PDP status200 B104 literal | p:18__cotton_glovoe_b104.png byte-check r5 (filename typo glovoe is site-original),verify_pixels_then_approve
924,GLO-SEM-GT891/RED,PAIR,https://sonichardware.com.my/component/hikashop/product/158-semi-leather-glove-891gt-10-5,https://sonichardware.com.my/images/com_hikashop/upload/12__semi_leather_glove_891gt.jpg,candidate,B,yes,yes,PAIR leather-palm glove pair matches retail pair,needs_permission,"tier2: Sonic PDP Semi Leather Glove 891GT (Glotool) model-specific art; display tail 800Sn/red conflicts with GT891 code - treated as Ekoway display quirk, pixels must show red palm | q:hikashop catalog crawl p:PDP status200 891GT literal | p:12__semi_leather_glove_891gt.jpg byte-check r5 + pixel colour check",verify_pixels_then_approve
393,GLO-WEL-GT900/BLU,PAIR,https://sonichardware.com.my/component/hikashop/product/174-welding-glove-900gt-14,https://sonichardware.com.my/images/com_hikashop/upload/15__welding_glove_900gt.png,candidate,B,yes,yes,PAIR 14in welding gauntlet matches retail pair,needs_permission,"tier2: Sonic PDP Welding Glove 900GT (Glotool) model art; BLUE suffix needs pixel proof (single photo per model, no variant isolation on page) | q:hikashop catalog crawl p:PDP status200 900GT literal | p:15__welding_glove_900gt.png byte-check r5",verify_pixels_then_approve
794,GLO-WEL-SUP-500SPG,PAIR,https://sonichardware.com.my/component/hikashop/product/178-welding-glove-500sp-13,https://sonichardware.com.my/images/com_hikashop/upload/16__welding_500sp.png,candidate,B,yes,yes,PAIR 13in welding gauntlet matches retail pair,needs_permission,tier2: Sonic PDP Welding Glove 500SP model art; GREEN suffix pixel-proof needed | q:hikashop catalog crawl p:PDP status200 500SP literal | p:16__welding_500sp.png byte-check r5,verify_pixels_then_approve
3061,SWI-S/SKT-LWD-4013-13A,PCS,https://www.homepro.com.my/p/1007443,https://statice.homepro.co.th/homepromy/ART_IMAGE/10/074/1007443/1000x1000/09052025_1007443$Imagec1.jpg,candidate,B,yes,yes,PCS single 13A socket outlet matches retail unit,unknown,tier2 reverify of r1/r2 lead with THIS-session bytes: p:homepro.com.my/p/1007443 status200 title 13A 1G FLUSH SWITCH SOCKET OUTLET 813/S NNE dm-token 813S literal | p:statice.homepro ART_IMAGE jpg byte-check r5 | HomePro major MY electrical chain acceptable under no-OEM rule (NNE has no accessible OEM site); Ekoway codes LWD/4013 are POS tokens absent from source pages (noted r1),verify_pixels_then_approve
2770,PLUG-TOP-UMS-13A,PCS,https://www.samajaya.com.my/showproducts/productid/5325840/ums-pt130rs-pt130r-s-pt130rs-13a-3-pin-plug-top-13a-plug-top/,https://cdn1.npcdn.net/images/ac4f39978df41cafce9a9ff89e840dde_1732086813.jpeg,candidate,A,yes,yes,PCS single 13A 3-pin plug top matches retail unit,needs_permission,tier2 verify of r1 verified-pass-demoted lead with THIS-session bytes: p:samajaya productid 5325840 status200 title UMS PT130R-S/ PT130R S/ PT130RS 13A 3 Pin Plug Top dm-token PT130RS literal; Brand UMS Made-in-Malaysia SIRIM per page | p:npcdn ac4f jpeg byte-check r5 | UMS mfr site has no crawlable SKU page so dealer source used,verify_pixels_then_approve
4816,"ACE-NUTS-3/8""X38MM",PCS,https://www.chenghuatgroup.com.my/showproducts/productid/4107983/cid/428833/hexagon-long-nut-ln38039039/,https://cdn1.npcdn.net/images/1660989793e027aab155c75045ba6ee50110f57dff.png,candidate,B,yes,yes,PCS single BSW hex long nut matches retail piece,needs_permission,"tier2 verify of r1 verified-pass-demoted lead with THIS-session bytes: p:chenghuatgroup productid 4107983 status200 title HEXAGON LONG NUT [LN-3/8""] dm-token LN38 literal Brand ACE BRAND on page; no ACE BRAND fastener OEM site exists so dealer source used | p:npcdn png byte-check r5 | zinc plating unstated on page - pixels must carry finish",verify_pixels_then_approve
2803,SWI-SOC-NNE-9498,PCS,https://www.yuanming.com.my/product/nne-metalclad-switch-socket-2-gang-13a/,https://www.yuanming.com.my/wp-content/uploads/2023/01/NNE9498_FRONT.png,candidate,A,yes,yes,PCS single 2-gang metalclad switched socket matches retail unit,needs_permission,tier2 verify of r1 candidate with THIS-session bytes: authorised NNE distributor Yuan Ming PDP NNE Metalclad Switch Socket 2 Gang 13A - NNE 9498 Model NNE 9498 / 2 sockets / 13A / Metal MS589 BS1363; spec NNE-9498.pdf linked | p:yuanming wp page status200 r5 refetch (old showproducts deep-links 404 - probed this session) | p:NNE9498_FRONT.png byte-check r5 | dm-token 2GANG literal in title,verify_pixels_then_approve
