source_position,item_code,uom,official_product_page,official_image_url,researcher_decision,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,reason,human_action
3976,CUT-ELE-EDM-4080,PCS,,,pending,,,,uom as listed; unverified against any source,,"[ord351] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""EDM-4080"") | p:no-official-asset-found: Gold Elephant abrasive brand; EDM-4080 code unverified; no official site reachable | decision pending for next round when websearch channel recovers (tier2 normalisation variants untried)",retry websearch tier1/tier2 when exa quota restores
4427,SHH-LINE-WHI-NO.10,PCS,,,reject,,,,n/a,,"[ord352] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""NO.10"") | p:generic_unbranded_or_no_official_asset: (bs) long white M.L No.10 monofilament line - unbranded commodity spool",human: none - commodity; stock photo acceptable
4204,PAI-BRU-RAD-2642R,PCS,,,reject,,,,n/a,,"[ord353] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""X642R"") | p:generic_unbranded_or_no_official_asset: unbranded radiator paint brush 642R size code only",human: none - commodity; stock photo acceptable
4428,SHH-LINE-WHI-NO.40,PCS,,,reject,,,,n/a,,"[ord354] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""NO.40"") | p:generic_unbranded_or_no_official_asset: unbranded commodity line No.40",human: none - commodity; stock photo acceptable
1100,AGR-NET-SUN-GLO-50%,MTR,,,reject,,,,n/a,,"[ord355] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""AGR-NET-SUN-GLO-50%"") | p:generic_unbranded_or_no_official_asset: house-brand Glotool shade netting; sibling 70% netting also unresolved; never borrow sibling photos",human: none - commodity; stock photo acceptable
4187,BNW-BOL-SS304-M10-45MM,PCS,,,reject,,,,n/a,,"[ord356] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""M10"") | p:generic_unbranded_or_no_official_asset: SS304 hex bolt commodity",human: none - commodity; stock photo acceptable
6237,TOO-DRV-2WAY,PCS,,,reject,,,,n/a,,"[ord357] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""2WAY"") | p:generic_unbranded_or_no_official_asset: unbranded 2-way screwdriver",human: none - commodity; stock photo acceptable
6815,SOC-BOX-2G13A,PCS,,,reject,,,,n/a,,"[ord358] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""2GANG"") | p:generic_unbranded_or_no_official_asset: unbranded 13A 2G surface box",human: none - commodity; stock photo acceptable
3796,SWI-SOC-ULT-M0815MG,PCS,,,pending,,,,uom as listed; unverified against any source,,"[ord359] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""M0815MG"") | p:no-official-asset-found: Ultra wiring-accessory brand (MY); ownership/site unresolved; ultraelectrical.com parked | decision pending for next round when websearch channel recovers (tier2 normalisation variants untried)",retry websearch tier1/tier2 when exa quota restores
3756,ELE-D/L-MGM-MQTL2048-6500K,PCS,https://megaman.com.my/product/eye-ball/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-6.jpg,candidate,B,yes,yes,PCS single downlight retail unit correct,unknown,"[ord360] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1:""MQTL2048"" site:.com.my; q2:""MQTL2048"" official Megaman; q3:""MQTL2048"" filetype:pdf; q4:""MQTL2048"" site:leeden.com.my OR site:theleedenstore.com.my; q5:Megaman ""MQTL2048"" distributor Malaysia; q6:""MQTL2048"" authorised dealer | p:bing-junk-rewrites(RUT/NCAA/horoskope); p:oem-probe megaman.com.my/?s=MQTL2048 cert-expired(fetched tls-unverified); PDP /product/eye-ball/ live titled LED EYE BALL; body text names 'The Megaman LED Eyeball Downlight MQTL2048' 7W O85 matching item 2.5in 7W; featured wp-post-image Untitled-8-6.jpg 800x800 srcset | caveat: gallery images not CCT-labelled; physical fixture finish identical across CCT variants","none - official Megaman MY asset, model named on page"
3206,LOC-DEL-TZ-DL3871SS,PCS,,,pending,,,,uom as listed; unverified against any source,,"[ord361] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""DL3871SS"") | p:no-official-asset-found: Deluxe cylindrical lockset brand (MY); no official site reachable | decision pending for next round when websearch channel recovers (tier2 normalisation variants untried)",retry websearch tier1/tier2 when exa quota restores
4356,VAL-BAL-VIP-MF12MM,PCS,,,pending,,,,uom as listed; unverified against any source,,"[ord362] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""323MF"") | p:no-official-asset-found: VIP chrome mini valve brand; no official site reachable | decision pending for next round when websearch channel recovers (tier2 normalisation variants untried)",retry websearch tier1/tier2 when exa quota restores
4627,FAS-BOL-EXP-OAC130-M8X90X50,PCS,,,pending,,,,uom as listed; unverified against any source,,"[ord363] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""OAC130"") | p:no-official-asset-found: Brain expansion-bolt brand (MY); no official site reachable | decision pending for next round when websearch channel recovers (tier2 normalisation variants untried)",retry websearch tier1/tier2 when exa quota restores
5152,TOO-DRV-MAG-M1065,PCS,,,reject,,,,n/a,,"[ord364] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""M10X65MM"") | p:generic_unbranded_or_no_official_asset: unbranded magnetic nut setter",human: none - commodity; stock photo acceptable
3134,IND-SCP-FR9788-1,PCS,,,pending,,,,uom as listed; unverified against any source,,"[ord365] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""FR9788"") | p:no-official-asset-found: Faris scraper brand (MY); no official site reachable | decision pending for next round when websearch channel recovers (tier2 normalisation variants untried)",retry websearch tier1/tier2 when exa quota restores
3028,DOR-LOC-CAM-30MMX90,PCS,,,reject,,,,n/a,,"[ord366] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""30MMX90"") | p:generic_unbranded_or_no_official_asset: unbranded camlock",human: none - commodity; stock photo acceptable
4484,SHH-LINE-WHI-NO.100,PCS,,,reject,,,,n/a,,"[ord367] tier1-x6-fired-and-archived->chat-01/serp-G2/serps.json [chan:websearch-exa HTTP429 persistent-all-session; fallback Bing HTML python+webfetch both bot-junk (bing_fallback_junk); OEM-probe channel used instead] q1..q6 fired per manifest g2_skus.json (qm=""NO.100"") | p:generic_unbranded_or_no_official_asset: unbranded commodity line No.100",human: none - commodity; stock photo acceptable
