source_position,item_code,uom,official_product_page,official_image_url,researcher_decision,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,reason,human_action
3141,SHH-SINKER-NO.6,PCS,,,reject,R,no,no,pcs_ok,no_asset,"tier2 start (ledger=1). q:generic fishing sinker no brand/model in catalogue (detected_model junk '1PC/PCK'); tier2 normalization yields nothing (no brand/model string); generic_unbranded lead weight, no OEM page concept; prior reject upheld",none
2928,WIN-HOO-PIN-8406,PCK,,,pending,C,unknown,unknown,pck_of_25_ok,unknown,"tier2 start. q:'SR ""pin hook"" 8406 Malaysia hardware' [websearch 429-blocked most of session]; SR=local repack fastener brand, no official site discoverable; direct probes leeden/senq none; blocker=search_api_429; prior pending upheld",retry_when_search_restored
3153,BNW-BOL-SS304-M10-50MM,PCS,,,reject,R,no,no,pcs_ok,no_asset,"tier2 start. commodity SS304 hex bolt M10x50 (DIN931/A2) generic_unbranded, no OEM page concept; prior reject upheld; q attempts blocked by search_api_429 but category is commodity fastener",none
3658,DOR-ROL-CAT-RDL304,PCS,,,reject,R,no,no,pck_of_4_ok_uom_catalogue_pcs,no_asset,tier2 start. s/s double roller catch generic door hardware no brand/model OEM; RDL304=item-code suffix not a mfr model found on reachable pages; probe p:https://theleedenstore.com.my/?s=E0813B vertical-mismatch none,none
6739,BNW-WAS-M5,PCK,,,reject,R,no,no,pck_of_20_ok,no_asset,tier2 start. M5 plain washer 20pk commodity generic_unbranded; no OEM exists; prior reject upheld,none
2730,ELE-BUL-C7-E12-MINI,PCS,,,reject,R,no,no,pcs_ok,no_asset,tier2 start. C7 E12 mini candle bulb clear commodity lamp generic_unbranded; no OEM page; prior reject upheld,none
6054,SOC-BOX-28-13A,PCS,,,reject,R,no,no,pcs_ok,no_asset,tier2 start. GI socket box 28mm 13A generic_unbranded electrical box; no OEM; prior reject upheld,none
5878,SOC-6MM-3WAY,PCS,,,reject,R,no,no,pcs_ok,no_asset,tier2 start. PVC 3/4in 3-way junction box generic_unbranded; no OEM; prior reject upheld,none
3306,WAS-TAP-PAI,PCS,,,reject,R,no,no,pcs_ok,no_asset,tier2 start. washi tape 24MMx15M unbranded commodity; no OEM; prior reject upheld,none
4893,"FAS-SCR-CSK-3"" X 8G-PCK",PCK,,,reject,R,no,no,pck_of_10_ok,no_asset,tier2 start. Sr csk tapping screw 3x8G local repack (SR brand) commodity wood screw; no OEM site discoverable; probes leeden/senq none; prior reject upheld,none
