ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
6803,1876,"TOO-NIE-SOC-HAN-1/2""-13MM",PCS,candidate,https://nietz.com.my/product/nietz-1-2-drive-chrome-deep-socket-12pt/,https://nietz.com.my/wp-content/uploads/2024/06/7_50043008-until-50043032.png,high,yes,yes,"PCS matches single-piece socket","unknown","none needed",2,"q:nietz.com.my/?s=50043013 (0 hits); q:nietz.com.my/?s=chrome+socket (hit series page); p:https://nietz.com.my/product/nietz-1-2-drive-chrome-deep-socket-12pt/ opened. model-quote:""CODE: 500-43-0XX"" plus gallery alt ""7 50043008 until 50043032"" from page text; 50043013 (=13mm) falls inside that range so the manufacturer page covers the exact article; title NIETZ 1/2” Drive Chrome Deep Socket (12PT) matches display (display omits word deep but item code confirms 1/2""-13MM)"
6804,1992,TOO-COM-GLO-16MM,PCS,pending,,,n/a,n/a,n/a,unknown,"Email Glotool Malaysia supplier/distributor for an official combination-wrench series photo (16mm) or shoot-in-store",2,"q:websearch provider HTTP 429 on every attempt this sitting; q:glotool.com fetched -> redirects to glotool.co.za (unrelated South African firm, no combination-wrench catalogue); no Malaysian official page found"
6805,2361,"TOO-CHI-NIE-5""",PCS,candidate,https://nietz.com.my/product/nietz-centre-punch/,https://nietz.com.my/wp-content/uploads/2024/07/19_55184412-UNTIL-55184515.png,high,n/a,yes,"PCS single punch; page notes Box/Ctn 50/200 packaging only","unknown","none needed",2,"q:nietz.com.my/?s=centre+punch (hit); p:https://nietz.com.my/product/nietz-centre-punch/ opened. model-quote:""CODE: 551-84-41X"" plus image alt ""19 55184412 UNTIL 55184515"" from page text; 551-84-412 sits inside that range; 120MM length in display consistent with the series"
6806,1951,FIT-BUT-ELB-32X32MM,PCS,candidate,https://www.buteline.com/my/buteline-pe/buteline-pe-fittings/equal-elbows,https://www.buteline.com/asset/10907.jpeg,high,yes,yes,"Official size table sells EE99 pack qty 50 uom Each (= PCS)","unknown","none needed",2,"q:www.buteline.com/my homepage (official Malaysia portal); p:buteline-pe-fittings page (embedded product data lists EE99 - 32mm x 32mm, description Equal Elbow 32mm x 32mm); p:equal-elbows page opened. model-quote:""EE99 – 32mm x 32mm"" in the Code/Size table; fittings intro states PE fittings are black in colour"
6807,1258,BOS-2608-578-114,PCS,pending,,,n/a,n/a,n/a,unknown,"Email Bosch Power Tools Malaysia or consult bosch-professional.com accessories catalogue for article 2 608 578 114 (masonry bit 3mm) photo; else shoot-in-store",2,"q:bosch-professional.com/my/en/search/?search=2608578114 -> HTTP 404; q:same endpoint with ?text= -> HTTP 404; websearch HTTP 429 on every attempt; no official page could be opened"
6808,1313,BRU-END-HAW-509062,PCS,pending,,,n/a,n/a,n/a,unknown,"Email Glotool MY distributor for official photo of E/brush (b) 19mm ref 509062-9009C or shoot-in-store",2,"q:websearch HTTP 429; q:glotool.com -> glotool.co.za unrelated South African firm; nothing conclusive found"
6809,2307,TOO-COM-GLO-07MM,PCS,pending,,,n/a,n/a,n/a,unknown,"Email Glotool MY supplier for combination wrench 07mm official photo or shoot-in-store",2,"q:websearch HTTP 429; q:glotool.com -> glotool.co.za unrelated firm; nothing conclusive found"
6810,1139,BATH-CBFAL5568,PCS,candidate,https://cabana.com.my/index.php/products/bathroom/bathroom-furniture/bathroom-furniture-set/5-in-1-bathroom-furniture/cbfal5568-detail,https://cabana.com.my/images/virtuemart/product/CBFAL5568-01.jpg,high,yes,yes,"Sold as one complete set on its own product page; PCS ok","unknown","none needed",2,"q:cabana.com.my 5 IN 1 BATHROOM FURNITURE category fetch listed CBFAL5568; p:cbfal5568-detail opened. model-quote:""# CBFAL5568"" with spec block COLOR BLACK; AL suffix = aluminium matching display (alum)"
6811,1179,BOS-GMAW-180DH,UT,pending,,,n/a,n/a,n/a,unknown,"Email I-Weld welding-machine distributor Malaysia for GMAW-180DH official product photo; else shoot-in-store",2,"q:iweld.com.my over http and https both transport-error/unreachable; detected_brand Bosch implausible for a MIG welder - display names I-weld; websearch HTTP 429; no official page found"
6812,1654,PUM-WTR-IPA370IQC,UNIT,pending,,,n/a,n/a,n/a,unknown,"Email I-Pump water-pump distributor Malaysia requesting IPA370IQC datasheet/photo; else shoot-in-store",2,"q:websearch HTTP 429; q:ipump.com.my transport error/unreachable; no official I-Pump source identified"
6813,1208,SIN-CAB-CKS317,PCS,candidate,https://cabana.com.my/index.php/products/kitchen/kitchen-sink/top-mount-kitchen-sink/cks317-detail,https://cabana.com.my/images/virtuemart/product/CKS317.jpg,medium,n/a,yes,"Sink sold per piece; PCS ok","unknown","none needed",2,"q:cabana.com.my site search keyword=CKS3 listed CKS317 under Top Mount Kitchen Sink; p:cks317-detail opened. model-quote:""# CKS317"" with dims L880xW480xH250mm from page text; stainless finish not stated on page so finish unverifiable hence medium"
