ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
7224,2055,X-WAT-FIL-4000-ACQUA-KH4K,UNIT,pending,,,,n/a,n/a,n/a,unknown,"Email the ACQUA 4000 water-filter system supplier/importer in Malaysia for an official product photo, or arrange shoot-in-store; never substitute generic filter imagery",2,"q:'ACQUA4000 water filter Malaysia' and q:'Acqua 4000 official' could not be served - websearch/exa provider returned HTTP 429 on every call this entire session; no identifiable official brand or OEM domain exists for ACQUA4000 filtration unit (KH4K suffix unresolved); per generic-item protocol refusing to invent an image"
7225,1950,DC-DCKIT49BK,SET,pending,,,,n/a,n/a,n/a,unknown,"Email the Dongcheng Malaysia authorised distributor asking for the official DCKIT49BK combo-kit photo (kit contents: DCMP6BK + DCJZ2060IZ + 2x 4.0Ah batteries + 4A charger) and confirm SET packing",2|3,"q:'DCKIT49BK Dongcheng' returned HTTP 429; q:'DCJZ2060IZ' returned HTTP 429; p:http://www.dongchengpower.com transport error (bot-wall/unreachable); p:https://www.dongchengpower.cn transport error; no official page opened, no image captured"
7226,1985,JQB-JUMP-XPRESS-F39,UNIT,pending,,,,n/a,n/a,n/a,unknown,"Identify JQB JumpXpress brand owner/distributor in Malaysia and email for official F39 jump-starter photo; fallback shoot-in-store",2,"q:'JQB JumpXpress F39' unserved - search provider HTTP 429 all session; no official JQB domain identified to fetch directly; refusing marketplace/Facebook imagery per forbidden-source rule"
7227,1949,DC-DCKIT47BK,SET,pending,,,,n/a,n/a,n/a,unknown,"Email the Dongcheng Malaysia authorised distributor for official DCKIT47BK combo-kit photo (contents: DCMQ85EK + DCJZ2060IZ + 2x 4.0Ah) and confirm SET packing",2|3,"q:'DCKIT47BK OR DCMQ85EK Dongcheng' returned HTTP 429; p:http://www.dongchengpower.com transport error; p:https://www.dongchengpower.cn transport error; no official asset obtainable this sitting"
7228,1971,TOO-WRE-AIR-RT5562,UNIT,candidate,https://www.rotake.com/PRODUCTS_1/1630030914749407232.html,https://omo-oss-image1.thefastimg.com/portal-saas/new2022111120343838121/cms/image/f04cd814-6236-46ef-a400-e7209155fd6a.png?vf=B7gH3s,high,yes,yes,UNIT matches single air impact wrench sale,unknown,none,3,"q:'RT5562 Rotake' unserved (provider 429) - pivoted to direct OEM domain; p:https://www.rotake.com/ official Hunan Rotake Tools site up; p:https://www.rotake.com/Impact_Wrenches.html listing shows RT-5562 under 3/4 inch Impact Wrench section captioned '3/4 inch 1600Nm 3-Speed Air Impact Wrench Hottest Models'; p:https://www.rotake.com/PRODUCTS_1/1630030914749407232.html detail page - model-quote:'RT-5562' in og:title and INCLUDES list states (1) RT-5562 Air Impact Wrench, specs Square Drive 3/4 inch Max Torque 1600Nm matching display; og:image meta captured directly from page head as official_image_url"
7229,1907,PUM-SHOWFOU-SF-0512N,UNIT,reject,,,,n/a,no,n/a,unknown,"Request an SF-0512D-specific photo or crop from Showfou Electric Machine Co Ltd (sales@showfou.com) or its Malaysian pump distributor; else shoot-in-store",3,"q:'Showfou SF-0512 submersible pump' unserved (HTTP 429); p:http://www.showfou.com.tw redirected to official https://www.showfoupump.com; p:https://www.showfoupump.com/product-detail/submersible-drainage-pump-sf/ - model-quote:'SF-0512D' appears verbatim in both 50Hz and 60Hz spec tables (1/2 HP 200-240V row) so exact model exists; BUT all three gallery images are series-range photos sf-type-1-3hp-drainage-pump-automatic.jpg and sf-type-13hp12hp-drainage-pump-automatic.jpg serving sibling SKUs SF-0311D through SF-332D - FAMILY HERO RULE applies, no model-specific shot exists on official site; catalog PDF C0221-9 covers whole series only"
7230,2502,LAD-EXT-DOU-15X15,UNIT,reject,,,,n/a,no,n/a,unknown,"Email info@nietz.com.my requesting a NZKE-D0015 (15x15 ft) specific product photo, or crop from their printed catalogue with permission; else shoot-in-store",2,"prior_page given was category listing; p:https://nietz.com.my/product-category/general-hardware/ladders/ shows NIETZ Double Extension Ladder card; p:https://nietz.com.my/product/nietz-strongman-double-extension-ladder/ - page code NZKE-D00XX covering NZKED0008-NZKED0020 sizes; ALL three gallery images are 8_NZKED0008-until-NZKED0020.png / -2 / -3 which are explicit RANGE family-hero files covering many sibling sizes including our 15X15FT - no size-specific image published; q attempts to find alternate official assets unserved (provider 429)"
7231,1543,SIN-SKS-7645,PCS,pending,,,,n/a,n/a,PCS plausibly matches single-sink sale if SWP sells per piece,unknown,"Identify the SWP kitchen-sink brand/supplier (likely local importer house-code SWP-KS series) and request catalogue photo for SWP-KS-250-7645; else shoot-in-store",2,"q:'SWP-KS-250-7645' unserved - search provider HTTP 429 entire session; no official SWP sink site identified to fetch directly; cannot confirm brand ownership; refusing invented image"
7232,2082,X-BOS-0601-64C-8L0,UNIT,candidate,https://www.bosch-professional.com/gb/en/products/gsa-1100-e-060164C860,https://www.bosch-professional.com/gb/en/ocsmedia/46909-54/application-image/full/reciprocating-saw-pro-gsa-1100-e-060164c860.png,high,yes,yes,UNIT matches single saw sale,unknown,none,2|3,"searches 429 all session; pivoted to official domains; p:https://www.bosch-professional.com/robots.txt located sitemaps; p:https://www.bosch-professional.com/gb/en/sitemaps/products-sitemaps.xml contains gsa-1100-e-060164C860; p:https://www.bosch-professional.com/gb/en/products/gsa-1100-e-060164C860 - model-quote:'PRO GSA 1100 E Reciprocating Saw' in og:title and JSON-LD name PRO GSA 1100 E, sku/mpn 060164C860 with master_order_number 060164C800; item_code article 060164C8L0 is the MY regional voltage variant of the same GSA 1100 E master (GB page carries C860 suffix); application-image/full PNG extracted from JSON-LD image array as direct asset; 1,100 W sabre saw matches display 1100E"
7233,1554,SIN-SWP-10549,PCS,pending,,,,n/a,n/a,PCS plausibly matches single triple-bowl sink,unknown,"Same SWP supplier as SWP-KS-250-7645: request official catalogue photo for SWP-KS-230-10549 triple-bowl; else shoot-in-store",2,"q:'SWP-KS-230-10549' unserved (provider 429 all session); no official SWP brand site identified; no image captured"
