ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
7043,2084,DOR-WOO-KY503,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Email wooden-door suppliers/manufacturers (e.g. SCY Door Marketing Chemor scydoor.com.my, Worldwide Door Marketing Selangor) with the KY503 label photo asking for product shot of 33-3/4"" x 83"" flush door; else shoot-in-store.",2,"q:""""KY503"""" wooden door Malaysia"" returned only generic MY door makers (sendora.my, harmonydoor.com.my, kamwo.com.my, sunstardoor.com.my, scydoor.com.my, wooddecor.com.my, worldwidedoor.com.my) - none list a KY503 model; earlier plain tier-1 search already failed per brief. Unbranded door size-code with no identifiable official product; honest searches done, nothing conclusive -> pending."
7044,1534,FAN-STA-OS-20SF,PCS,candidate,https://www.yuanming.com.my/product/osaki-commercial-stand-fan-20/,https://www.yuanming.com.my/wp-content/uploads/2023/01/OS20SF_FRONT.png,high,yes,yes,"PCS OK - quantity per carton = 1",unknown,,2,"q:Osaki fan Malaysia official ""OS-20SF"" OR ""commercial stand fan 20""; p:https://www.yuanming.com.my/product/osaki-commercial-stand-fan-20/ (Yuan Ming Electric Sdn Bhd, Klang - Osaki brand page yuanming.com.my/osaki/ with warranty registration = authorised MY source). Page text: ""OSAKI Commercial Stand Fan 20″ – OS-20SF"", ""Model: |OS-20SF|"", ""Blade Size: 500mm(20 inches)"", spec PDF /wp-content/uploads/2023/01/OS-20SF.pdf; main product img referenced by page OS20SF_FRONT.png (model-specific filename). match_confidence=high; finish not claimed in display so n/a."
7045,2074,GAR-SPR-TAR-BAT-16LTR,SET,pending,,,n/a,n/a,n/a,n/a,unknown,"Confirm which maker supplies our ""Target"" sprayer; email Jun Chong Sdn Bhd (junchong.com.my, EKATAK 16L maker) or Hoe Leong Manufacturing (hoeleong.com.my) with unit photo to identify model + get official shot; else shoot-in-store.",2,"q:electric knapsack sprayer 16 litre Malaysia supplier official -> MY makers Jun Chong (EKATAK 16L), Chan Lee (FST-16DE), JSG (AET-16B-05), Shuang Teik, Europahilt all sell 16L electric/battery knapsack sprayers but NO ""Target"" brand official product page exists. Generic house-label item; never invent an image -> pending."
7046,1747,"IND-TRO-KINTA-10""",UNIT,pending,,,n/a,n/a,n/a,n/a,unknown,"Email KINTA trolley distributors (Sui U Machinery suiumachinery.com.my or Knight Auto knightauto.com.my, both stock Kinta hand trucks) requesting product photo for code KT-1028 10"" two-wheel heavy-duty trolley; else shoot-in-store.",2,"q:""""KT-1028"""" OR """"KT-0825"""" King Kong hand trolley Malaysia"" -> zero relevant hits (stamp cases/massage combs only). KINTA-brand made-in-Malaysia trolleys exist but dealer pages use HT-codes (HT6100/HT8150/HT10250/HT8100 via litaventure.com; ""KINTA 10"" Heavy Duty Two Wheel Hand Truck"" at Sui U/Knight Auto) - our KT-1028/KT-0825 codes appear on no official/authorised page. Nothing conclusive -> pending."
7047,1574,BAS-CAB-CWB1409-CB,PCS,candidate,https://cabana.com.my/index.php/products/bathroom/wash-basin/cwb1409-cb-detail,https://cabana.com.my/images/virtuemart/product/CWB1409-33.jpg,medium,no,yes,"PCS OK - sold each on Cabana site",unknown,"Ask Cabana whether a dedicated CWB1409-CB (colour suffix) photo exists; current official page serves CWB1409-33.jpg shared with sibling CWB1409-33.",2,"q:(direct) cabana.com.my wash-basin category listing; p:https://cabana.com.my/index.php/products/bathroom/wash-basin/cwb1409-cb-detail - H1 model-quote:""CWB1409-CB"" from page text, description ""COUNTER TOP BASIN ... L415xW415xH135mm""; main image href seen in HTML = /images/virtuemart/product/CWB1409-33.jpg. Filename indicates image shared with sibling SKU CWB1409-33 (listing alt=""CWB1409-33"") -> family-shared asset, so confidence=medium and finish unverifiable (CB suffix finish unknown)."
7048,1636,MIX-CAB-CB4723,PCS,candidate,https://cabana.com.my/index.php/products/bathroom/shower-series/concealed-shower-set/cb4723-detail,https://cabana.com.my/images/virtuemart/product/CB4723-01.jpg,high,n/a,yes,"PCS OK - sold each",unknown,,2,"q:(direct) cabana.com.my concealed-shower-set category (?limitstart=0&limit=100); p:https://cabana.com.my/index.php/products/bathroom/shower-series/concealed-shower-set/cb4723-detail - H1 model-quote:""CB4723"" from page text; main image href = https://cabana.com.my/images/virtuemart/product/CB4723-01.jpg (model-specific). Bath/shower mixer CB4723 confirmed on official Cabana (Sorento/Cabana group) site."
7049,1460,NIP-ODO-SFT-MATT-5L-P,CAN,candidate,https://www.nipponpaint.com.my/product/odourlite-soft-matt-finish/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/odourlite-gloss.webp,medium,yes,yes,"CAN OK - paint sold per can (pack sizes not broken out in fetched HTML)",unknown,"If a Soft-Matt-specific can render is needed, request from Nippon Paint MY marketing; current official primaryImageOfPage reuses Odourlite family can asset.",2,"q:(site search) nipponpaint.com.my/?s=odour-lite + /products/?s=odour; p:https://www.nipponpaint.com.my/product/odourlite-soft-matt-finish/ (fetched full HTML head) - title quote:""Odourlite Soft Matt Finish for Wood & Metal | Nippon Paint"", breadcrumb ""Home / Interior / Odourlite Soft Matt Finish"", og:image = wp-content/uploads/2024/11/odourlite-gloss.webp with schema caption ""...Features a soft matte finish..."", body text ""Odourlite Soft Matt Finish is a low odour enamel paint designed specifically for wood and metal surfaces"". Display name matches exactly; -P colour code unresolved; og asset filename shared across Odourlite enamel family (gloss.webp) hence medium."
7050,1501,FAN-STA-PSN-F-MX405-CA,PCS,candidate,https://fan.my.panasonic.com/electric-fan/stand-fan-f-mx405,https://fan.my.panasonic.com/static/img/products/electric-fan/general-F-MX405-product.jpg,medium,no,yes,"PCS OK - sold each",unknown,"If pixel-exact champagne (CA) hero needed, pull variant art from Panasonic store PDP store.apac.panasonic.com/my/stand-fan-f-mx405-16-inch-3-speed-on-off.html or request from Panasonic Malaysia.",2,"q:Panasonic ""MX405"" stand fan Malaysia official; p:https://fan.my.panasonic.com/electric-fan/stand-fan-f-mx405 (official Panasonic MY fan microsite) - page text model-quote:""STAND FAN F-MX405 (16"")"" with Colour table ""Gris Fonce Brown / Champagne / Purplish Blue"" and ""Model |50Hz |F-MX405""; imgs referenced: general-F-MX405-product.jpg plus swatches color-champagne.jpg / color-purplish-blue.jpg / color-gris-fonce-brown.jpg. Hero photo is single-colour so champagne finish not pixel-verifiable (swatch only) -> finish_exact=no, confidence=medium. Item MX405-16 = Panasonic F-MX405 16""."
7051,1535,FAN-STA-PSN-F-MX405-BC,PCS,candidate,https://fan.my.panasonic.com/electric-fan/stand-fan-f-mx405,https://fan.my.panasonic.com/static/img/products/electric-fan/general-F-MX405-product.jpg,medium,no,yes,"PCS OK - sold each",unknown,"Same as MX405-CA: obtain purplish-blue (BC) specific render from Panasonic store PDP before publishing if colour fidelity matters.",2,"q:same search as 7050; p:https://fan.my.panasonic.com/electric-fan/stand-fan-f-mx405 - model-quote:""F-MX405""; Purplish Blue listed as official colour (BC suffix consistent); hero image general-F-MX405-product.jpg serves all three colour SKUs -> family-shared hero, finish_exact=no, confidence=medium."
7052,2193,DC-ZIJ-FF04-13(SET),SET,candidate,https://www.dongchengmalaysia.com/product/z1j-ff04-13/,https://www.dongchengmalaysia.com/wp-content/uploads/2023/10/DZJ04-13.jpg,high,n/a,yes,"SET OK - sold with accessory set + plastic case packing",unknown,,2,"q:Dongcheng ""Z1J-FF04-13"" impact drill; p:https://www.dongchengmalaysia.com/product/z1j-ff04-13/ (DongCheng Malaysia official - GL Bosun Diamond Tools (M) Sdn Bhd HQ Muar, sales@dongcheng.com) - page model-quote:""ELECTRIC IMPACT DRILL/ DZJ04-13"" and H1 ""DZJ04-13"", specs 500W / 0-2600r/min / steel Φ10 concrete Φ13 wood Φ25; product image referenced = wp-content/uploads/2023/10/DZJ04-13.jpg (model-specific). RM264. Accessories & Package confirm kit/SET selling form."
