ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
6713,1533,ELE-CEI-LIGY007/500/96-3CL,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Email lighting supplier for Y-007-500-96W (3-colour) datasheet + hi-res photo or shoot in-store; identify brand behind Y- prefix",2,"q:""Y-007 LED ceiling light 96W"" via Bing HTML fallback returned bot-degraded unrelated results (YouTube/Wikipedia junk); primary websearch API returned HTTP 429 on every call this sitting; DuckDuckGo html+lite captcha-walled; Ecosia 403; Mojeek 403. Unbranded house ceiling light (prefix LIGY007), 96W 3-colour; no official or authorised product page identifiable; no image invented. p:none"
6714,1483,FAN-WALL-BWF-8051R,SET,candidate,https://mybutterfly.com.my/product/8-wall-fan-bwf-8051r/,https://mybutterfly.com.my/wp-content/uploads/2025/09/BWF-8051R-scaled.jpg,medium,no,yes,SET matches one complete fan with remote sold as one unit,unknown,,2,"q:""Butterfly BWF-8051R wall fan remote Malaysia"" websearch hit official brand site mybutterfly.com.my top result. p:https://mybutterfly.com.my/product/8-wall-fan-bwf-8051r/ full HTML fetched; title verbatim '8 WALL FAN [BWF-8051R]'; WooCommerce gallery data-large_image captured from HTML = wp-content/uploads/2025/09/BWF-8051R-scaled.jpg (2560x2560 SKU-specific shot, not family hero). model-quote:""BWF-8051R"" from page title/alt text. Display colour '(black)' appears nowhere on official page so finish unverifiable -> medium confidence."
6715,1549,ELE-CEI-LIG-3004/96W 3CLR,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Ask lighting supplier for model 3004-96W 3-colour ceiling light catalogue photo/datasheet or shoot in-store",2,"q:""3004 ceiling light 96W 3 color Malaysia"" via Bing HTML fallback returned keyword-degraded generic protocol pages (no signal); primary websearch HTTP 429 throughout sitting. Unbranded 96W 3-colour ceiling light model 3004; nothing official identifiable; no image invented. p:none"
6716,1504,GAS-STO-HM-HGB-811,UNIT,pending,,,,n/a,n/a,n/a,no_asset,"Email/phone gas-stove importer (e.g. Butterfly Traders M Sdn Bhd Penang who carry cast-iron stoves) for HGB811 spec sheet + photo, else shoot in-store",2,"q:""Homa cast iron stove HGB811 Malaysia"" websearch -> only homa.pt (Portuguese homeware chain) and haemoglobin medical pages; q:""HGB-811 gas stove Malaysia"" via Bing HTML fallback -> haemoglobin medical results (keyword-degraded), nothing relevant. No findable official/authorised Homa Plus cast-iron stove source; pending. p:none"
6717,1505,GAS-STO-WGC-7532,SET,pending,,,,n/a,n/a,n/a,no_asset,"Shoot in-store; request WGC-7532 catalogue photo from warehouse gas cooker supplier",2,"q:""WGC-7532 gas cooker"" via Bing HTML fallback returned unrelated ChatGPT/GitHub pages (bot-degraded); primary websearch HTTP 429. Display name says Warehouse Gas Cooker - unbranded house item; no identifiable official product exists; never invent an image. p:none"
6718,1592,ELE-CEI-LIG-616/120W-3CLR,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Ask lighting supplier which brand makes the 616 120W 3-colour ceiling light; get datasheet/photo or shoot in-store",2,"No working general search available for this SKU this sitting: primary websearch API HTTP 429 on all attempts; Bing HTML/DuckDuckGo/Ecosia/Mojeek blocked or serving unrelated bot-degraded results (control-query evidence logged under ordinals 6713 and 6715). Generic 120W 3-colour ceiling light model 616; brand not attributable without search. p:none"
6719,1293,GAR-SHE-SB525-3M,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Request SB525 3M telescopic pruner saw photo from garden-tool importer/supplier or shoot in-store",2,"q:""SB525 telescopic pruner saw"" via Bing HTML fallback returned YouTube homepages and unrelated pages (bot-degraded, zero signal); primary websearch HTTP 429. No brand identifiable from item card alone; pending. p:none"
6720,1591,ELE-CEI-LIG-613/120W-3CLR,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Ask lighting supplier for 613-120W 3CLR ceiling light datasheet/photo or shoot in-store",2,"Same degraded-search conditions documented under ordinal 6713: websearch API HTTP 429 throughout; Bing/DDG/Ecosia/Mojeek unusable. Generic sibling of the 616-120W ceiling light; nothing conclusive; no image invented. p:none"
6721,1809,LOC-COL-RK503,SET,pending,,,,n/a,n/a,SET matches factory keyed-alike pack sold as one set,needs_permission,"Email Esales Trading via esales.com.my contact form requesting written permission + original hi-res RK503 photo and confirmation they are an authorised Colex distributor; else shoot in-store",2,"q:""Colex RK-503 padlock key-a-like anti cut Malaysia"" websearch found esales.com.my product page; engine-fetched excerpt quoted COLEX RK503 ANTI CUT PADLOCK / Colex Anti-Cut Series Padlock Code RK 503 / 50mm x 3 unit x Key Alike System referencing image https://esales.com.my/wp-content/uploads/2021/05/d2fb2166f48352a1ab13b412c4efb3771458209031.jpg. p:https://esales.com.my/product/colex-rk503-anti-cut-padlock/ direct open blocked HTTP 401 bot-wall so page and authorised-distributor status could not be verified. Remaining hits Lazada/Shopee/Youbeli/Litaventure series listing are marketplace-only or family-level (forbidden as final source). Not accepted; permission path required."
6722,2109,BOS-F016-800-361,PCS,candidate,https://www.bosch-diy.com/my/en/p/extension-hose-6m-135-bar-f016800361,https://www.bosch-diy.com/imagestorage/en-my/extension-hose-6m-135-bar-34841-hires-png-rgb-oneux-126059_w_800_h_418.png,high,yes,yes,PCS matches single accessory sale,unknown,,2,"q:""Bosch F016800361 extension hose AQT"" websearch hit official Bosch DIY Malaysia PDP top result. p:https://www.bosch-diy.com/my/en/p/extension-hose-6m-135-bar-f016800361 full HTML fetched; JSON-LD Product block contains sku F016800361 GTIN 3165140761215 and compatibility naming AQT 35-12 and AQT 37-13 exactly matching display name; og:image meta captured. model-quote:""F016800361"" from JSON-LD sku field on page. No colour claim on either side; single official accessory image."
6723,1624,TAP-SAN-SWP-B-3203,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Saniware site unreachable today - obtain current Malaysian distributor contact from trade directory and request SWP-SS-304-3203 hi-res photo; else shoot in-store",2,"p:https://www.saniware.com.my/ transport error; p:https://saniware.com.my/ transport error; websearch attempt for SWP basin tap returned HTTP 429 from primary API; fallback engines blocked/degraded this sitting (see ordinal 6713 log). SAN prefix = Saniware per house convention; no reachable official source today; pending."
6724,2241,KGR-PAI-ROA-LIN-3103,TIN,pending,,,,n/a,n/a,n/a,no_asset,"Call/email Kangaroo Brand Chemical Industries (M) Sdn Bhd sales for JREC3103 road line marking paint 5L tin shot + written usage permission",2,"q:""Kangaroo road line marking paint Malaysia official"" websearch HTTP 429; q:""Kangaroo road line marking paint 5L Malaysia"" retry also HTTP 429; p:https://www.kangaroo.com.my/ transport error; Ecosia 403; Mojeek 403. Detected code JREC3103-BLA[EX is an internal stock code; no official Kangaroo paint asset located; pending."
6725,1503,GAS-STO-BGC-848,SET,candidate,https://mybutterfly.com.my/?s=BGC-848&post_type=product,https://mybutterfly.com.my/wp-content/uploads/2025/06/BGC-848N.jpg,high,yes,yes,SET matches one complete double-burner stove,unknown,,2,"On-site catalogue search q:?s=BGC-848&post_type=product on mybutterfly.com.my rendered the single-product view. p:https://mybutterfly.com.my/?s=BGC-848&post_type=product fetched; title verbatim STAINLESS STEEL DOUBLE GAS STOVE [BGC-848]; specs 2.5kW x2 burners / stainless steel body / 710mm W match display Butterfly S/s Double Gas Cooker. Image BGC-848N.jpg captured from gallery thumbnail href. model-quote:""BGC-848"" from page title. Official Butterfly1935 brand site (footer Lea Hin Company KL). SKU-specific image, not family hero."
6726,1618,FAN-TAB-BTF-8001,SET,candidate,https://mybutterfly.com.my/product/8-table-fan-btf-8001/,https://mybutterfly.com.my/wp-content/uploads/2025/09/BTF-8001-scaled.jpg,high,yes,yes,SET matches one complete table fan,unknown,,2,"On-site search q:?s=BTF-8001&post_type=product then canonical slug confirmed by fetch. p:https://mybutterfly.com.my/product/8-table-fan-btf-8001/ fetched twice; title verbatim '8 TABLE FAN [BTF-8001]'; spec row 'Colour : White & Grey' exactly matches display suffix (grey+white) so finish verified. model-quote:""BTF-8001"" from page title. Gallery data-large_image BTF-8001-scaled.jpg captured from HTML; SKU-specific shot."
6727,2288,PYE-WOO-VAR-4L,TIN,pending,,,,n/a,n/a,n/a,no_asset,"Contact PYE paint distributor/trade counter for wood varnish 4L product shot + permission; else photograph own sealed stock in-store",2,"Primary websearch API HTTP 429 on all attempts this sitting; fallback engines bot-walled or keyword-degraded as documented on control queries (ordinals 6713-6716). PYE-brand wood varnish 4L has no reachable official page from evidence gathered; pending. p:none"
6728,1642,BLE-MID-MBL-6010W,PCS,candidate,https://www.midea.com/my/kitchen-appliances/cooking-appliances/blender/midea-blender-plastic-jar-mbl-6010w.mbl-6010w,https://www.midea.com/content/dam/midea-aem/my/kitchen-appliances/food-preparation/blender-choppers/1-25l-blender---mbl-6010w/Midea-Table-Blender-MJ-BL6010W-Front-jpg.png,high,yes,yes,PCS matches single-unit retail,unknown,,2,"q:""Midea MBL-6010W table blender Malaysia"" websearch hit midea.com/my official PDP top result. p:https://www.midea.com/my/kitchen-appliances/cooking-appliances/blender/midea-blender-plastic-jar-mbl-6010w.mbl-6010w fetched; JSON-LD contains model MBL-6010W and name Midea Blender Plastic Jar - MBL-6010W; specs Capacity 1.25 L Power 600W match display Table Blender 1.25L 600W; og:image meta captured. model-quote:""MBL-6010W"" from JSON-LD model field on page. Page lists single Cream variant; display makes no colour claim so no conflict."
6729,1672,TAP-SIN-CAV-CA3818P,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Identify Cavallo tap distributor in the Malaysian plumbing trade and request CA3818P double-tube pillar tap photo; else shoot in-store",2,"q:""CA3818P OR Cavallo tap Malaysia"" via Bing HTML fallback -> unrelated Microsoft support pages (bot-degraded); p:https://www.cavallo.com.my/ transport error; primary websearch HTTP 429. No official Cavallo asset reachable; pending."
6730,1733,CIMA-2822-66-96W,SET,pending,,,,n/a,n/a,n/a,no_asset,"Ask lighting supplier which brand supplies the 2822/6 IC-control 96W ceiling light; obtain datasheet/photo or shoot in-store",2,"Model string 2822/6/L/96W too generic to attribute without a working search engine; primary websearch HTTP 429 all sitting and fallback engines blocked/degraded (control-query evidence under ordinal 6713). Pending; no image invented. p:none"
6731,1744,ELE-PEN-102/BK-E27,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Shoot pendant lamp in-store (black 102/BK E27 pendant is house-generic) or ask lamp supplier for pack shot",2,"No working search engine this sitting (primary websearch API HTTP 429; Bing/DDG/Ecosia/Mojeek blocked or degraded per control logs under ordinal 6713). Generic black E27 pendant lamp code 102/BK; no official source identifiable; pending. p:none"
6732,2377,DUC-HOS-D-011,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Shoot aluminium ducting hose in-store or request D-011 item photo from ventilation-parts supplier",2,"Generic unbranded flexible aluminium ducting hose D-011; search infrastructure unavailable this sitting (primary websearch HTTP 429; fallback engines blocked/degraded per control logs under ordinal 6713). Nothing identifiable as official; pending. p:none"
