ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
6743,1941,SWI-SOC-ELE-TSR913,PCS,pending,,,low,no,no,n/a,unknown,"Email Broadlink Marketing Sdn Bhd (reTouch brand owner via retouch.my contact) requesting per-colour official photo of TS-R913 red universal track socket with blue LED; else shoot in store",2,"q:R913 BK13 GD13 13A track socket Malaysia power track | q:TS-R913 OR TS-BK13 OR TS-GD13 retouch track socket | p:https://www.retouch.my/showproducts/productid/5776906/cid/585161/13a-universal-track-socket/ opened - official reTouch (Broadlink Marketing Sdn Bhd) universal track socket page lists colour options BLACK BLUE GREY RED GOLD WHITE and LED indicator spec but contains no SKU codes (no R913 string) anywhere in HTML and one shared gallery image serves all colours | dealer pages quote exact codes (chinchunhardware.my shows TS-R913/TS-GY913 links; hag-store variant list TS-BK913 TS-GD913 TS-WH913) but retailers are not authorised-OEM sources per rules | family-hero image across colour variants so no per-SKU photo accepted; verdict pending"
6744,2116,SWI-SOC-ELE-TSBK13,PCS,pending,,,low,no,no,n/a,unknown,"Email Broadlink Marketing Sdn Bhd (reTouch) for official black flat-pin track socket TS-BK13 product photo; else shoot in store",2,"q:site:retouch.my 13A track socket flat pin | q:TS-R913 OR TS-BK13 OR TS-GD13 retouch track socket | p:https://www.retouch.my/showproducts/productid/5776905/cid/585161/13a-flat-pin-track-socket/ exists as official reTouch flat-pin page (found via search snippet; same newpages template as universal sibling which was fetched and showed colour names only with no SKU strings) | dealer evidence quotes exact code TS-BK13 (jllelectrical.com.my variant dropdown TS-GD13 TS-BK13 TS-R13 TS-B13 TS-GY13; hag-store list) but dealers are not authorised-OEM pages per rules | BLACK colour option confirmed on official site but model string BK13 absent from official HTML and no per-colour image; pending"
6745,2117,SWI-SOC-ELE-TSGD13,PCS,pending,,,low,no,no,n/a,unknown,"Email Broadlink Marketing Sdn Bhd (reTouch) for official gold flat-pin track socket TS-GD13 product photo; else shoot in store",2,"q:site:retouch.my 13A flat pin | p:https://www.retouch.my/showproducts/productid/5776905/cid/585161/13a-flat-pin-track-socket/ - GOLD is a listed colour option on the official reTouch flat-pin page but GD13 code appears only on dealer sites (hag-store variant list includes TS-GD13 under 13A Flat Pin Socket) | no authorised-OEM page carries the GD13 string or a gold-variant-specific image; pending"
6746,2115,SPR-BID-HEA-LUX-LT2020,SET,pending,,,,n/a,n/a,n/a,unknown,"Identify Luxtec sanitary supplier/distributor from purchase records and request LT-2020 spray bidet set product sheet; else shoot in store",2,"q:Luxtec bidet spray Malaysia LT-2020 | q:Luxtec LT-2020 OR LT2020 bidet spray set | searches surfaced only generic bidet-spray retailers (hoekee.com.sg selffix.com felice.com.my wiltek.com.my) and marketplaces; no official Luxtec brand/OEM website or LT-2020 page found anywhere | unidentifiable house-label import; pending"
6747,1182,MEA-TAP-GLO-A050M,PCS,pending,,,,n/a,n/a,n/a,unknown,"Email Glotool label owner/supplier (identify from supplier invoices) for measuring tape A050M catalogue asset; else shoot in store",2,"q:Glotool Malaysia hardware brand | results: Lazada/Shopee storefronts plus Malaysian resellers skhardware.com.my sonichardware.com.my innovestengineering.com selling Glotool-labelled goods; glotool.co.za is an unrelated South African retailer; no official Glotool brand/OEM website exists | Glotool is a Malaysian house label retailed by dealers only; pending"
6748,2065,TOO-BOX-NIE-H/D-175,PCS,candidate,https://nietz.com.my/product/nietz-heavy-duty-tool-box-175/,https://nietz.com.my/wp-content/uploads/2024/06/7_50523175.png,high,yes,yes,PCS matches per-piece tool sale on official site,unknown,,2,"q:nietz.com.my/?s=50523175 zero hits | q:nietz.com.my/?s=tool box found candidate link | p:https://nietz.com.my/product/nietz-heavy-duty-tool-box-175/ fetched - JSON-LD Product name NIETZ Heavy Duty Tool Box 175 sku 505-23-175; og:image https://nietz.com.my/wp-content/uploads/2024/06/7_50523175.png whose filename carries our exact article 50523175 | model-quote:""CODE: 505-23-175"" heading plus 50523175 verbatim in image path | single-SKU official gallery image not shared with siblings | finish has no colour qualifier so trivially consistent"
6749,2068,BID-SAN-SBD-304-60075,PCS,candidate,https://saniware.com/product/stainless-steel-spray-bidet-sbd-304-60075/,https://saniware.com/wp-content/uploads/2025/05/SBD-304-60075.jpg,high,yes,yes,sold as 1 set/box per description so PCS acceptable single-set unit,unknown,,2,"q:saniware.com search S600 attempted four times over HTTP via curl - every attempt reset connection | p:https://saniware.com/?s=SBD&post_type=product fetched successfully - direct hit product Stainless Steel Spray Bidet SBD-304-60075 RM50 | p:https://saniware.com/product/stainless-steel-spray-bidet-sbd-304-60075/ opened - description quotes Stainless Steel Spray Bidet c/w Holder & 1.2mm Flexible Hose; Material Stainless Steel SUS304; Finishing Stainless Steel; Packing: 1 set/box 42 sets/ctn | gallery images SBD-304-60075.jpg and SDB-304-60075-Diamension.jpg | display-name alias S600 is dealer shorthand and does not appear on page but item-code suffix SBD-304-60075 equals official SKU verbatim | model-quote:""SKU: SBD-304-60075"""
6750,1802,TOO-CUT-SNI-W1012B,PCS,pending,,,,n/a,n/a,n/a,unknown,"Shoot in store or ask tin-goods supplier for W1012B make/model datasheet",2,"q:W1012B tin cutter snip | only unrelated global tin snips returned (ABM Tools Urrea Amtech B2200 Stanley); no W1012B match on any official or distributor site; code prefix TOO-CUT-SNI gives no identifiable brand | unbranded OEM import; pending"
6751,2017,ELE-SOL-W2803,PCS,pending,,,,n/a,n/a,n/a,unknown,"Ask electrical-supplies supplier for W2803 solder iron brand/datasheet; else shoot in store",2,"q:W2803 electric solder iron 60W | results were generic 60W soldering irons worldwide (Weller Total INGCO no-name OEM); no W2803 model match on any official page | likely OEM import without online identity; pending"
6752,2162,SHO-CAB-CSA404,PCS,pending,,,,no,no,n/a,unknown,"Email Cabana Malaysia via cabana.com.my Contact Us requesting CSA404 450mm satin stainless shower arm product sheet/photo; else shoot in store",2,"q:Cabana CSA404 shower arm stainless Malaysia (websearch rate-limited then recovered; mojeek 403 blocked) | p:https://cabana.com.my home opened - official Cabana Malaysia Joomla site (sister brand Sorento hosted on same domain) | p:cabana.com.my/index.php/component/search/?searchword=CSA404 - Total: 0 results found | p:cabana.com.my/index.php/products/bathroom - Cabana category tree has Water Closet Wash Basin Bidet Basin Tap Bathroom Furniture but no shower-arm section | p:cabana.com.my/index.php/sorento/bathroom/shower/shower-arm - SHOWER ARM category exists only under sister brand Sorento and the listing carries no product items and no CSA code | official brand exhausted with zero CSA404 trace; pending"
