ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
7073,1750,TAP-PRE-TK-3516Q,PCS,pending,,,,n/a,n/a,n/a,unknown,"Email Premio taps Malaysian distributor for TK-3516Q packshot; else shoot-in-store.",2,"q:websearch 'Premio TK-3516Q pillar sink tap' -> HTTP 429 rate-limited. q:bing 'Premio sink tap official Malaysia website' -> zero organic results. No official Premio domain could be identified without a working search engine; ddg/mojeek/ecosia/brave/yandex/searx all bot-walled this session. Nothing conclusive found."
7074,1329,BOS-F016-800-536,PCS,pending,,,,n/a,n/a,n/a,unknown,"Email Robert Bosch Sdn Bhd power-tools accessories dept or pull F016800536 packshot manually from bosch-diy.com parts catalogue (JS-only).",2,"q:bing '\"F016800536\" Bosch aquatak' -> Bing served unrelated dictionary filler (token not indexed). Model normalised from item code BOS-F016-800-536 to F016800536 / F 016 800 536 (Bosch 360-degree high-pressure gun accessory for AQT/EasyAquatak washers). websearch API down (HTTP 429 all session). No official page opened."
7075,1041,BID-SOR-SRT61-BL,PCS,pending,,,,n/a,n/a,n/a,unknown,"Email Sorento (Sorento Capital Berhad / Sorento Sdn Bhd marketing) for SRT61-BL hand-bidet packshot incl. angle-valve + 1.2m hose kit contents.",2,"Model normalised SRT61-BL (BL=black). q:websearch 'Sorento SRT61 hand bidet' -> 429. q:ddg html/lite -> bot captcha wall. q:bing 'Sorento SRT61 bidet site:.com.my' -> generic brand hits only. p:sorrentohome.com -> parked domain (HugeDomains). p:https://www.sorrento.com.my/?s=SRT61 (+www/non-www, http variants) -> transport error every attempt (site blocks this fetcher). p:sorentomasterclub.com.my VirtueMart search keyword=SRT61 -> page title 'SHOWER & BIDET (SRT61)' but body states verbatim 'No result : (SRT61)'. Shopee/Lazada stores exist but are forbidden sources. Nothing usable."
7076,1759,TAP-PRE-TK-4516Q,PCS,pending,,,,n/a,n/a,n/a,unknown,"Email Premio taps Malaysian distributor for TK-4516Q wall-sink-tap packshot; else shoot-in-store.",2,"q:websearch 'Premio TK-3516Q...' (shared Premio probe) -> 429. q:bing 'Premio sink tap official Malaysia website' -> no results. Search infrastructure unavailable for exact-model lookup; nothing conclusive."
7077,1707,GUIDE BAR-MS230,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Request 18in guide-bar artwork from STIHL Malaysia / authorised STIHL dealer portal; note STIHL bars are usually series-generic photos - if so shoot own bar in-store.",2,"Brand STIHL, saw model MS230, 18-inch bar. q:websearch -> 429 all session. p:https://www.stihl.com.my/ -> transport error (blocked). No official page reached; no model-specific bar image located."
7078,1862,TOW-CAB-CB720-GM,PCS,candidate,https://www.cabana.com.my/index.php/products/bathroom/bathroom-accessories/towel-shelf-bar/cb720-gm-detail,https://www.cabana.com.my/images/virtuemart/product/CB720-GM.jpg,high,yes,yes,sold per piece single shelf unit,unknown,"None - asset usable; courtesy permission email to Cabana (Sorento Sdn Bhd, Klang HQ) recommended before publishing.",2|3,"p:https://www.cabana.com.my/index.php/products/bathroom/bathroom-accessories/towel-shelf-bar (official Cabana catalog listing, 37 SKUs over 2 pages) -> CB720-GM present verbatim in title/href/pname with thumbnail /images/virtuemart/product/resized/CB720-GM_300x300.jpg. p:detail page cb720-gm-detail -> <title>Towel Shelf & Bar: CB720-GM</title>, H1 'CB720-GM', description verbatim 'Towel Shelf / Length: 24\" / Gunmetal'. Direct full-size image captured from main-image anchor. GM suffix = Gunmetal matches display_name finish; 24-inch matches. Model-quote:\"CB720-GM\" from page text."
7079,1893,ELE-CEI-LIG-8910/500RND,SET,pending,,,,n/a,n/a,n/a,no_asset,"Supplier email for manufacturer datasheet/packshot of round LED ceiling lamp model 8910/500RND (26pcs daylight); else shoot-in-store.",2,"Unbranded/house-label lighting ('ELE-CEI-LIG'). Display expands to 26-piece daylight LED round ceiling lamp 8910/500RND. All search engines unavailable this session (websearch 429 x6, ddg captcha, bing degraded to filler). No identifiable official brand page; honest outcome is pending per unbranded-item rule."
7080,1027,NIP-TIM-FIN-5L-TY,TIN,reject,https://www.nipponpaint.com.my/product/timber-finish/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/timber-finish.webp,,no,no,TIN 5-litre tin consistent with official packaging,needs_permission,"Email Nippon Paint Malaysia (dealer/marketing) requesting base-specific Timber Finish artwork (T/Yellow tinting base 5L) or shoot own tin in-store.",2,"Official Nippon Paint MY product page exists: search results page nipponpaint.com.my/?s=timber+finish lists 'Timber Finish - Provide colour and highlight wood grain' linking to /product/timber-finish/ with can image timber-finish.webp. However that single can render serves ALL Timber Finish shades AND tinting bases - a family hero. Our SKU is specifically T/Yellow BASE (tinting base, not a finished colour), which the official imagery does not depict. Family-hero rule applies -> reject rather than ship wrong-variant image. Model-quote:'Timber Finish' from page text (family name only, no T/Yellow base shown)."
7081,1490,GAR-SHE-SB525-4M,PCS,pending,,,,n/a,n/a,n/a,no_asset,"Ask supplier/brand owner (item prefix SHE) for SB525 telescopic pruner-saw packshot showing 4m extension; else shoot-in-store.",2,"Generic telescopic tree pruner saw SB525, 4m. No brand detectable from item code/display. Search engines unavailable (websearch 429, ddg captcha, bing filler). No identifiable official product; pending per unbranded rule. Never invent an image."
7082,2019,LOC-COL-RK504,SET,pending,,,,n/a,n/a,n/a,unknown,"Email Colex (Malaysian lock maker) sales for RK-504 Key-A-Like Anti-Cut padlock packshot.",2,"q:websearch unavailable (429). p:https://www.colex.com.my/ -> transport error (blocked/unreachable). Normalised model RK504/RK-504. No official page opened; nothing conclusive."
