ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
6893,1756,FAN-STA-MID-MF-16FS23C-BK,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Email Midea Malaysia distributor/brand office (midea.com.my unreachable this session) requesting official MF-16FS23C-BK product image; fallback shoot-in-store",2|3,"q:'MF-16FS23C' Midea stand fan Malaysia via websearch API [OUTAGE: provider HTTP 429 on every call this session]; q:Bing HTML+RSS 'MF-16FS23C' Midea stand fan Malaysia [degraded results ignoring quoted operators]; q:Bing site:midea.com.my stand fan [operators ignored]; p:https://www.midea.com.my/?s=MF-16FS23C transport error x2; p:https://midea.com.my transport error; p:html.duckduckgo.com bot-challenge page; p:lite.duckduckgo.com bot-challenge page; p:search.brave.com HTTP 429; p:yandex.com captcha wall; p:mojeek.com HTTP 403. No official Midea MY page could be opened showing the model string - nothing conclusive."
6894,1789,TAP-CAB-CB2526SS,PCS,candidate,https://www.cabana.com.my/index.php/products/kitchen/kitchen-faucet/cb2526ss-detail,https://www.cabana.com.my/images/virtuemart/product/CB2526SS.jpg,high,yes,yes,PCS matches kit sold as one pillar tap set c/w flex hose + shower head,unknown,,2,"q:'CB2526SS' Cabana tap Malaysia via websearch API [429 outage]; q:searx.tiekoetter 'CB2526SS' empty shell; q:google gbv=1 'CB2526SS' cabana js-wall; p:https://www.cabana.com.my/ official brand site live (footer Sorento Sdn Bhd 694526-P); p:/index.php/products?keyword=CB2526 category overview only; p:/index.php/products/bathroom/basin-tap pages 1-2 of 108 SKUs - no CB2526 in Basin Tap; p:/index.php/products/bathroom/shower-series/hand-shower - 12 SKUs listed; p:/index.php/products/kitchen/kitchen-faucet?keyword=CB2526 -> CB2526SS-DIY + CB2526SS-BL + CB2526SS-GM-DIY; p:/index.php/products/kitchen/kitchen-faucet/cb2526ss-detail title 'Kitchen Tap: CB2526SS-DIY', body 'Pillar Mounted Kitchen Tap c/w Flexible Hose & Shower Head S/Steel 304'; image path /images/virtuemart/product/CB2526SS.jpg seen verbatim in fetched HTML. model-quote:""Kitchen Tap: CB2526SS-DIY"" from page text; description matches display_name verbatim."
6895,1828,MIR-GLO-S-CR4560A281(BK),PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Identify mirror brand from carton/invoice (GLO prefix ambiguous) then email that supplier/importer for CR4560A281(BK) press photo; else shoot-in-store",2,"q:'CR4560A281' mirror via websearch API [429 outage]; q:Bing html+rss same query returned unrelated degraded results; no official mirror-brand domain identifiable without a working search engine; nothing opened showing the model string."
6896,2532,MARK-X-STA-MKX-2020,UNIT,pending,,,n/a,n/a,n/a,n/a,unknown,"Email Mark-X Malaysia power tools distributor requesting MKX-2020 angle grinder stand product photo (or box-art crop with permission); fallback shoot-in-store",2|3,"q:'MKX-2020' Mark-X angle grinder stand via websearch API [429 outage]; q:'MKX-2020' Mark-X via Ecosia HTTP 403; p:https://markx.com.my/ transport error (domain may be wrong); nothing conclusive."
6897,1494,PRO-COAT-Z388-WHI,TIN,pending,,,n/a,n/a,n/a,n/a,unknown,"Confirm Procoat brand owner from drum label/invoice then email manufacturer/distributor for Z388 White 4KG tin artwork; fallback shoot-in-store",2,"q:'Procoat' 'Z388' white paint via websearch API [429 outage]; p:https://www.nipponpaint.com.my/?s=procoat -> Nothing Found (official Nippon MY homeowner site does not carry Procoat - same search endpoint found Easycoat so the check was valid); no other official domain identifiable without search."
6898,1849,SHO-CAB-CHS3140CP,UNIT,pending,,,n/a,n/a,n/a,n/a,unknown,"Email Cabana/Sorento Sdn Bhd Klang HQ (+603-3082 9288 / cabana.com.my contact form) requesting archived CHS3140CP hand shower set asset; fallback shoot-in-store",2,"q:'CHS3140CP' Cabana hand shower Malaysia via websearch API [429 outage]; p:https://www.cabana.com.my/index.php/products/bathroom/shower-series/hand-shower -> 12 current SKUs listed CHS3220 to CHS3350-BL, none CHS3140; p:/index.php/products/bathroom/shower-series/hand-shower?keyword=CHS3140 -> page states No result : (CHS3140); official catalogue live but legacy SKU absent."
6899,1314,GAR-SPR-PRE-L860,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Request official Glotool pressure sprayer 16L (L860) image from Glotool supplier/distributor named on packaging or purchase invoice; fallback shoot-in-store",2|3,"q:Glotool pressure sprayer 16 litre L860 Malaysia via websearch API [429 outage]; p:https://glotool.com.my/ transport error; brand site unreachable, nothing conclusive."
6900,2168,ELE-LED-FLO-100W-6500K,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Unbranded generic LED floor light: request datasheet + photo from electrical supplier; else shoot-in-store under worklight",2,"q:LED floor light IP66 100W 6500K Malaysia site:.com.my via websearch API [429 outage]; generic house-label item with no identifiable official OEM page; per policy never invent an image."
6901,2466,BOS-2607-017-335,PKG,pending,,,n/a,n/a,n/a,n/a,unknown,"Pull official accessory image for art.no 2607017335 from Bosch Professional/DIY MY accessories finder once web access restored, or email Robert Bosch (M) Sdn Bhd power tools division; fallback shoot-in-store",2,"q:Bing rss test '2607017335' Bosch -> returned unrelated Microsoft junk proving engine unusable this session; q:'2607017335' Bosch official via websearch API [429 outage]; Bosch catalogue sites are JS-only internally so part page not directly reachable statically; no page opened showing model string."
6902,1190,"SHO-HEA-LHHD#8""-MB",PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Brand Jhhd/JHHD unidentifiable: read brand off carton/invoice and email supplier for JHHD#8 square shower head + arm matte black photo; else shoot-in-store",2,"q:JHHD#8 square shower head 8 inch descaling button Malaysia via websearch API [429 outage]; q:'JHHD#8' via Bing RSS degraded; no official domain identifiable; nothing conclusive."
6903,1383,HAN-CLE-3.78L-58550369,CAN,candidate,https://nietz.com.my/product/nietz-industrial-hand-cleaner/,https://nietz.com.my/wp-content/uploads/2024/07/71_58550369.png,high,n/a,yes,CAN plausible - gallon-style industrial hand cleaner; exact pack size not stated on page,unknown,,2,"q:nietz.com.my/?s=hand+cleaner&post_type=product -> 2 results incl NIETZ Industrial Hand Cleaner; p:https://nietz.com.my/product/nietz-industrial-hand-cleaner/ heading NIETZ Industrial Hand Cleaner with code line CODE: 585-50-369; product image wp-content/uploads/2024/07/71_58550369.png seen verbatim in page HTML. model-quote:""CODE: 585-50-369"" from page text; matches item_code suffix exactly."
6904,1918,ELE-SOL-STA-30W,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Generic soldering iron: request supplier photo/spec sheet for the stocked 30W round-pin unit; else shoot-in-store",2,"q:soldering iron 30W 220V round pin Malaysia site:.com.my via websearch API [429 outage]; unbranded generic with no identifiable official product; nothing conclusive."
6905,2072,ELE-PEN-227/BK-E27,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Identify pendant lamp maker (227/BK series) from invoice/carton then email for press photo; else shoot-in-store",2,"q:'227/BK' pendant lamp black E27 Malaysia via websearch API [429 outage]; brand prefix unresolved; nothing conclusive."
6906,2520,TRA-SOC-METAL-125502,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Email Taicon Industries for catalogue image of metal trailing socket 5M item 125502 (verify current domain first - taicon.com.my unreachable); else shoot-in-store",2|3,"q:Taicon trailing socket 125502 Malaysia via websearch API [429 outage]; p:https://taicon.com.my/ transport error; p:http://www.taicon.com.my/ transport error; official Taicon domain unreachable, nothing conclusive."
6907,1283,TAP-SAN-SWP-Z-5168,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Email Saniware distributor/manufacturer for SWP-Z-5168 silver two-way wall tap image (confirm current domain - saniware.com.my unreachable); else shoot-in-store",2|3,"q:'SWP-Z-5168' Saniware via websearch API [429 outage] and via metager.de landing shell (no results served to non-JS client); p:https://www.saniware.com.my/ transport error; nothing conclusive."
6908,1183,SEN-VAC-BRA-DHS25,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Request Sensui vacuum brazed diamond 25mm x M10 image from diamond-tools distributor (brand domain unknown); else shoot-in-store",2|3,"q:Sensui vacuum brazed diamond 25mm M10 via websearch API [429 outage]; p:https://sensui.com.my/ transport error; nothing conclusive."
6909,1496,TOO-NIE-ALL-KEY-17MM,PCS,candidate,https://nietz.com.my/product/nietz-extra-long-ball-point-hex-wrench-s2-satin/,https://nietz.com.my/wp-content/uploads/2024/07/35_53252015-until-532522220.png,medium,yes,yes,PCS matches single wrench,unknown,,2,"q:nietz.com.my/?s=ball+point&post_type=product -> 11 results incl NIETZ Extra Long Ball Point Hex Wrench S2 (Satin) whose gallery filename spans SKU range 53252015-until-532522220 covering 53252170; p:https://nietz.com.my/product/nietz-extra-long-ball-point-hex-wrench-s2-satin/ title NIETZ Extra Long Ball Point Hex Wrench S2 (Satin) with code line CODE: 532-52-XXX. model-quote:""CODE: 532-52-XXX"" from page text (family code covering 17mm=53252170); Satin finish matches display_name; medium confidence because the individual 17mm SKU is not separately quoted."
6910,2095,SPR-BID-LSSB2110,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Email Leon sanitary/bathroom fittings supplier for LSSB2110 matte black bidet spray set image; else shoot-in-store",2,"q:'LSSB2110' Leon bidet spray matt black via websearch API [429 outage]; no official Leon domain identifiable; nothing conclusive."
6911,1509,NIP-EAS-5170-7L,CAN,candidate,https://www.nipponpaint.com.my/product/easycoat/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/easycoat.webp,medium,no,yes,CAN consistent - paint sold in cans; 7L pack size not stated on page,unknown,,2,"q:nipponpaint.com.my/?s=easycoat -> Easycoat Topcoat product card hit; p:https://www.nipponpaint.com.my/product/easycoat/ body Nippon Paint Easycoat is an economical paint made to cover flaws plus TDS link resourcehub.enipponpaint.com/my/filestore/2/1/2/0/8_10ed7147f1c28d0/80212_fe871657d4a1cf1.pdf; can shot easycoat.webp seen verbatim in page HTML; colour-card PDF nippon-paint-colour-cards-easycoat.pdf fetched but encrypted/image-only so shade 5170 Balinese Green unverifiable online. model-quote:""Easycoat"" from page text; finish_exact=no pending physical label check."
6912,1510,NIP-EAS-6572-7L,CAN,candidate,https://www.nipponpaint.com.my/product/easycoat/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/easycoat.webp,medium,no,yes,CAN consistent - paint sold in cans; 7L pack size not stated on page,unknown,,2,"q:nipponpaint.com.my/?s=easycoat -> same research path as ordinal 6911; p:https://www.nipponpaint.com.my/product/easycoat/ official Easycoat page with can image easycoat.webp in HTML; shade 6572 Cool Lime unverifiable online (colour-card PDF is image-only). model-quote:""Easycoat"" from page text; finish_exact=no pending physical label check."
6913,2177,WAL-DOW-9168/1W,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Identify wall-lamp brand from invoice/carton (DOW prefix ambiguous) then email for 9168-1W press photo; else shoot-in-store",2,"q:'9168-1W' wall lamp E27x1 Malaysia via websearch API [429 outage]; q:Bing rss degraded; brand unresolved; nothing conclusive."
6914,2178,WAL-DOW-9172/1W,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Same family as ordinal 6913: identify brand then email for 9172-1W press photo; else shoot-in-store",2,"q:'9172-1W' wall lamp E27x1 Malaysia via websearch API [429 outage]; brand unresolved; nothing conclusive."
6915,1655,SWI-CON-20A-250W-TC-10020,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Email Taicon Industries for PSU item 10020 (12V 20A 250W) image (domain currently unreachable); else shoot-in-store",2|3,"q:Taicon power supply 20A 12V 250W 10020 via websearch API [429 outage]; p:taicon.com.my / www.taicon.com.my / http variant all transport errors; nothing conclusive."
6916,2096,SWI-SOC-ELE-TSGY13,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Identify track-socket brand (TSGY13/GY13) from invoice then email supplier for image; else shoot-in-store",2,"q:13A flat pin track socket GY13 grey blue LED Malaysia via websearch API [429 outage]; brand unresolved; nothing conclusive."
6917,2136,SHO-BID-HAN-V6660,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Email VIP bathroom fittings supplier for V-6660 hand bidet hose image; else shoot-in-store",2,"q:'V-6660' VIP hand bidet hose Malaysia via websearch API [429 outage]; no official VIP-brand domain identifiable; nothing conclusive."
6918,2414,PAI-DUS-22L-GHO2813,SET,pending,,,n/a,n/a,n/a,n/a,unknown,"Identify dustbin brand from carton (code GHO2813) then email supplier for 22L step bin image; else shoot-in-store",2,"q:'GHO2813' 22L step dustbin via websearch API [429 outage]; no identifiable official product; nothing conclusive."
6919,2128,ELE-LAMP-HOLD-E27-5M,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Generic E27 lamp holder 5M x10 pack: request supplier packshot; else shoot-in-store",2,"q:E27 lamp holder 5 metre wire x10 Malaysia via websearch API [429 outage]; unbranded consumable with no identifiable official product; nothing conclusive."
6920,1637,NIP-ZIN-GRE-GRE-1L,CAN,pending,,,n/a,n/a,n/a,n/a,unknown,"Email Nippon Paint MY (customercare@nipponpaint.com.my / 1800-88-2663) requesting Zinc Chromate Primer Grey Green 1L product image + TDS from professional/TCCS range; else shoot-in-store",2,"q:nipponpaint.com.my/?s=zinc chromate -> only colour swatch hit, no primer product; p:professional.nipponpaint.com.my products listing loads via JS Load More so zinc chromate card not retrievable statically; homeowner-site search confirmed reliable yet product absent there; nothing conclusive."
6921,2126,BOS-2608-600-704,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Pull official image for diamond cutting disc art.no 2608600704 from Bosch Professional/DIY MY pages once access restored, or email Robert Bosch (M) Sdn Bhd; fallback shoot-in-store",2,"q:2608600704 diamond via Bing HTML -> degraded Microsoft junk results proving unusable; q:'2608600704' Bosch via websearch API [429 outage]; no official Bosch page opened showing model string; nothing conclusive."
