ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
6833,1963,PUM-I-PUMP-QB80I,UNIT,pending,,,,n/a,n/a,n/a,unknown,"Email pump/water-system supplier for QB80-series (I-pump) datasheet and pack shot, or shoot-in-store","2","q:""QB80I"" i-pump peripheral pump Malaysia; q:""QB80"" peripheral pump official — websearch API returned HTTP 429 for every query this session (provider outage), no engine results obtainable; p:none. Generic multi-OEM peripheral pump under house label 'I-pump'; no identifiable official product page exists, so no image invented."
6834,1359,TAP-CAB-CB4944-CR,PCS,candidate,https://www.cabana.com.my/index.php/products/bathroom/basin-tap/cb4944-cr-detail,https://www.cabana.com.my/images/virtuemart/product/CB4944-CR.jpg,medium,no,yes,sells per piece; PCS ok,unknown,"none - optional pixel check that photo shows chrome finish","2","q:""CB4944-CR"" Cabana basin tap site:.com.my (search API blocked by HTTP 429; located by crawling official cabana.com.my instead); p:https://www.cabana.com.my/index.php/products/bathroom/basin-tap category listing 'Basin Tap' (108 products); p:https://www.cabana.com.my/index.php/products/bathroom/basin-tap/cb4944-cr-detail page text 'Basin Tap: CB4944-CR' and description line 'High Basin Cold Tap'; model-quote:""CB4944-CR"" from page title/H1; image URL /images/virtuemart/product/CB4944-CR.jpg seen verbatim in page HTML. Model exact; chrome (-CR) finish not pixel-verified so medium."
6835,2499,HOS-GAR-SET-ECO30M1123,SET,pending,,,,n/a,n/a,n/a,unknown,"Email Ecogreen hose-reel importer/brand owner for EG1123 (30M iron hose reel set) pack shot; else shoot-in-store","2","q:""EG1123"" Ecogreen hose reel Malaysia; q:""Ecogreen"" ""hose reel"" official site — websearch API HTTP 429 all session; p:none. Brand 'Ecogreen' official site not identifiable from item code alone."
6836,1008,BOS-0600-8C1-H70,UNIT,pending,,,,n/a,n/a,n/a,unknown,"Manually browse bosch-diy.com MY catalogue or email Robert Bosch Sdn Bhd (Power Tools DIY) requesting EasyGrassCut 23 art.no 06008C1H70 product image","2|3","q:Bosch EasyGrassCut 23 official (websearch HTTP 429 twice); q:Bosch ""06008C1H70"" (HTTP 429); p:https://www.bosch-diy.com/gb/en/p/easygrasscut-23-06008c1h70 -> 404; p:https://www.bosch-diy.com/my/en/p/easygrasscut-23-06008c1h70 -> 404; p:https://www.bosch-diy.com/gb/en/p/easygrasscut-23 -> 404; p:https://www.bosch-pt.com.my/my/en/search?text=EasyGrassCut%2023 -> 404. Item code normalised to art.no 06008C1H70 but official page slug could not be found without a working search engine."
6837,2359,SUMO-VAC-CLE-SM-1600,UNIT,pending,,,,n/a,n/a,n/a,unknown,"Confirm SUMO SM-1600 brand owner/distributor with supplier and request pack shot; else shoot-in-store","2","q:""SM-1600"" Sumo vacuum Malaysia official (websearch HTTP 429); p:https://sumo.com.my -> unrelated company (Sumo Flooring, Muar), wrong brand entity; p:https://www.senheng.com.my/search?q=SM-1600 -> default shop listing returned, zero SUMO/SM-1600 hits present in fetched HTML (regex count=0)."
6838,1394,TAP-CAB-CB5132,UNIT,pending,,,,n/a,n/a,n/a,unknown,"Email Cabana / Sorento Sdn Bhd Klang HQ (+603-3082 9288) to confirm CB5132 status and request product photo or successor SKU","2","q:cb5132 Cabana (search provider down); p:https://www.cabana.com.my/index.php/products/kitchen/kitchen-faucet/cb5132-detail -> 404; p:https://www.cabana.com.my/index.php/products/bathroom/basin-tap/cb5132-detail -> 404; p:https://www.cabana.com.my/index.php?option=com_virtuemart&view=category&search=true&keyword=cb5132 -> site returned 'No result : (cb5132)' / No records found. Official Cabana catalogue live but SKU absent."
6839,1430,MIR-GLO-S-RR50160A281S(BK),PCS,pending,,,,n/a,n/a,n/a,unknown,"Identify the brand behind MIR-GLO-S house code from supplier carton/invoice then request official image; else shoot-in-store (black 500x1600 aluminium-frame mirror)","2","q:""RR50160A281S"" mirror Malaysia; q:aluminium frame mirror 500x1600 black Malaysia official — websearch API HTTP 429 all session; p:none. Prefix GLO unresolved; no candidate official page found."
6840,1352,"FAN-WALL-KDK-KU408-16""",PCS,candidate,https://www.kdk.com.my/product/ku408/,https://www.kdk.com.my/wp-content/uploads/2020/07/product-mobile_Wall-Fans_KU408-1.png,high,yes,yes,single fan per box; PCS ok,unknown,none,"2","q:""KU408"" KDK site:.com.my; p:https://www.kdk.com.my official KDK Fans (M) Sdn Bhd homepage confirming Wall Fans section; p:https://www.kdk.com.my/product/ku408/ heading 'Wall Fans — KU408 (40cm/16in)', spec rows 'MODEL / KU408' and 'COLOR / WHITE', RCP listed; model-quote:""KU408"" from page text; model-specific PNG referenced directly in page HTML img src."
6841,1436,SHO-SAN-SSP-6005502SS,PCS,candidate,https://saniware.com/product/2-way-bath-shower-set-for-water-ssp-6005502ss/,https://saniware.com/wp-content/uploads/2025/05/SSP-6005502SS.png,high,yes,yes,official packing 1 set per box; sold as one set,unknown,none,"2","q:Saniware S600 SSP-6005502SS Malaysia (websearch HTTP 429); q:""SSP-6005502SS"" Saniware via bing search -> only irrelevant hits (bank scheme pages), zero product hits; p:https://saniware.com official Saniware homepage (TC Bath Mart Sdn Bhd Puchong); p:https://saniware.com/?s=SSP-6005502SS&post_type=product landed on product page titled '2 Way Bath Shower Set for Water SSP-6005502SS' containing 'SKU: SSP-6005502SS', 'Material: Stainless Steel SUS304', 'Finishing: SS', 'Size: 235 x 60mm', 'Packing: 1 set/Box , 14 sets/ctn'; model-quote:""SSP-6005502SS"" from page text."
6842,1451,TAP-SAN-SWP-SS-304-3938,PCS,pending,,,,n/a,n/a,n/a,unknown,"Email sales@saniware.com (+603 8052 0599 TC Bath Mart Sdn Bhd) requesting SWP-SS-304-3938 photo/spec sheet (possible trade-only SKU)","2","q:""SWP-SS-304-3938"" Saniware; q:3938 Saniware tap; p:https://saniware.com/?s=SWP-SS-304-3938&post_type=product -> 'No products were found matching your selection.'; p:https://saniware.com/product-category/faucet/39-series/ lists only SWS-304-3960/3961/3964/3965/3967/3973/3974/3977/3978 — no 3938 double-spout wall sink tap; p:https://saniware.com/?s=3938&post_type=product -> 'No products were found matching your selection.'"
