ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
7133,1399,BID-CAB-CB55CR,UNIT,candidate,https://cabana.com.my/index.php/products/bathroom/bidet/cb55cr-detail,https://cabana.com.my/images/virtuemart/product/CB55CR%20%20%20%20CB55CR-PJ.jpg,high,yes,yes,UNIT matches single-piece bidet sale,unknown,"If reusing imagery beyond catalogue display, confirm usage terms with Cabana/Sorento Sdn Bhd marketing",2|3,"q:""CB55CR"" Cabana bidet Malaysia (websearch 429 rate-limited); p:cabana.com.my/?s=CB55CR (search returns homepage, Joomla); p:cabana.com.my bidet category page lists [CB55CR] thumbnail; p:cabana.com.my cb55cr-detail page title ""Bidet: CB55CR"", H1 model-quote:""CB55CR"" with ""Bidet / Chrome"" finish text; lightbox href in HTML = images/virtuemart/product/CB55CR    CB55CR-PJ.jpg (raw spaces percent-encoded here). Official brand site of Sorento Sdn Bhd; chrome finish matches display_name."
7134,1025,NIP-HYD-WOD-MET-1L,CAN,candidate,https://www.nipponpaint.com.my/product/hydro-wood-metal-primer/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/hydro-wood-metal-primer.webp,high,yes,yes,CAN plausible (coverage quoted per litre); pack size not printed on page,unknown,None - official brand page usable as-is,2|3,"q:Nippon Paint ""Hydro Wood And Metal Primer"" 1L site:.com.my (websearch 429); p:nipponpaint.com.my/hydro-wood-and-metal-primer (404); p:nipponpaint.com.my homepage nav; p:nipponpaint.com.my/?s=hydro+wood+and+metal+primer hit product card; p:/product/hydro-wood-metal-primer/ H1 model-quote:""Hydro Wood & Metal Primer"" + ""Water-based primer for wood & metal with excellent anti-corrosion properties""; main gallery link in HTML = wp-content/uploads/2024/12/hydro-wood-metal-primer.webp. TDS PDF linked from page if pack sizes needed."
7135,2343,SHO-CAB-CSA300AA,UNIT,candidate,https://cabana.com.my/index.php/products/bathroom/shower-series/shower-arm/csa300aa-detail,https://cabana.com.my/images/virtuemart/product/CSA300AA-01.jpg,high,yes,yes,UNIT matches single-piece sale,unknown,None,2|3,"q:""CSA300AA"" Cabana shower arm (websearch 429); p:cabana.com.my/?s=CSA300AA (homepage fallback); p:shower-arm category lists CSA300AA thumbnail; p:csa300aa-detail title ""Shower Arm: CSA300AA"" H1 model-quote:""CSA300AA"" with ""Shower Arm 20 x 1.0 x 300mm S/Steel Chrome"" matching display dims 20X1.0X300MM; lightbox href in HTML = images/virtuemart/product/CSA300AA-01.jpg."
7136,1062,TOO-HAM-SLE-GT06LB,PCS,reject,,https://sonichardware.com.my/images/com_hikashop/upload/37_1649972860.jpg,no,no,n/a,n/a,unknown,"Email Sonic Hardware (sales@sonichardware.com.my), Glotool importer, for per-size 6LB product photo or shoot-in-store",2|3,"q:Glotool sledge hammer Malaysia; q:Glotool combination wrench Malaysia; p:sonichardware.com.my/product/product/2680-glotool-sledge-hammer - title ""Sledge Hammer (Glotool)"", size options 2LB-14LB but ONE shared image 37_1649972860.jpg serves all sibling sizes = family hero per rule; no 6LB-specific shot exists on the sole Glotool channel (no brand site found)."
7137,1380,TOO-NIE-PLU-COU-800PHA,PCS,reject,https://nietz.com.my/product/nietz-high-flow-plug/,https://nietz.com.my/wp-content/uploads/2024/07/3_50861602-until-50861802.png,no,no,yes,PCS matches individual plug sale,unknown,"Email info@nietz.com.my for per-SKU photo of High Flow Plug 800PHA (50861802) or shoot-in-store",2,"q:Nietz quick coupler plug ""50861802""; p:nietz.com.my homepage (official NIETZ Malaysia); p:nietz.com.my pneumatic-tools/accessories category lists ""NIETZ High Flow Plug""; p:nietz-high-flow-plug page schema name ""NIETZ High Flow Plug"", sku ""508-61-XXX-X"", body contains both 50861602 and 50861802 but og:image/gallery = ""3_50861602-until-50861802.png"" (+-2.png) = range-named family hero covering both sibling SKUs; no model-specific shot."
7138,1859,SWI-CON-TC-10507,PCS,pending,,,,n/a,n/a,n/a,n/a,"Email Taicon PSU supplier/importer (Malaysian LED-signage distributors e.g. ESL Lighting/Prima Control) for datasheet+photo of low-noise 25A 12V 300W unit TC-10507, else shoot-in-store",2|3,"q:""Taicon"" power supply 12V Malaysia; q:Taicon switching power supply Malaysia LED; p:taicon.com/en/ - Taiwanese ALUMINIUM ELECTROLYTIC CAPACITOR maker, unrelated to these PSU SKUs; no Taicon-brand PSU official site exists. Generic enclosed switching PSUs are rebadged locally; cannot verify TC-10507 identity - do not guess an image."
7139,1370,BOS-2608-680-291,PCS,candidate,https://www.bosch-professional.com/ae/en/sds-plus-1-hammer-drill-bits-2868938-ocs-ac/,https://www.bosch-professional.com/ae/en/ocsmedia/196554-82/product-image/272x153/hammer-drill-bit-sds-plus-1-2608680291.png,medium,yes,yes,PCS matches pack quantity ""1 Pcs"" in official table,unknown,None - official Bosch OEM asset,2|3,"q:Bosch ""2 608 680 291"" SDS-plus S3 drill bit (429); q:Bosch ""2608680291"" drill bit; p:bosch-pt.com.my search URLs 404; p:bosch-professional.com/my/en 403 bot-wall; p:ecosia/mojeek/ddg/bing blocked-or-junk; p:bosch-professional.com/ae/en/sds-plus-1-hammer-drill-bits page OPENED - options table model-quote:""2 608 680 291 | 20.00 | 460 | 400 | 1 Pcs"" exactly matching display 20 X 400/460MM; variant image referenced in HTML: ocsmedia/196554-82/product-image/272x153/hammer-drill-bit-sds-plus-1-2608680291.png (bosch-pt.com.my twin object 196555-82 also seen). NOTE: current Bosch naming is SDS plus-1 while our listing says S3 - same part number/dims; confidence medium due to series-label discrepancy."
7140,1392,SEN-VAC-BRA-DHS22,PCS,pending,,,,n/a,n/a,n/a,n/a,"Email LITA Venture Hardware (Penang SENSUI distributor) for per-size photo of vacuum brazed diamond hole saw DHS22 22mm x M10; else shoot-in-store",2|3,"q:""Sensui"" vacuum brazed diamond grinding cup wheel M10 Malaysia; p:litaventure.com SENSUI vacuum brazed diamond hole saw listing (slug DHS10 DSH16 DSH18 DSH19 DSH20....DSH51) - body contains NO DHS22/DHS20/DSH strings, single generic range page with one shared image and inconsistent DHS-vs-DSH naming; no official Sensui brand site found. Cannot verify 22MM x M10 variant - do not guess."
7141,1770,NIP-TIM-1L-P,CAN,candidate,https://www.nipponpaint.com.my/product/timbershade/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/timbershade.webp,medium,no,yes,CAN plausible; pack size not printed on page,unknown,None - official page; optionally request base-variant tin art from Nippon Paint,2|3,"q:Nippon Timbershade searches (429); p:nipponpaint.com.my/?s=timbershade hit product card; p:/product/timbershade/ H1 model-quote:""Timbershade"" + ""Protect wood, galvanised iron & fibre cement boards""; gallery link in HTML = wp-content/uploads/2024/11/timbershade.webp. Page does NOT distinguish Pastel Base vs Tint Base variants (colour-mix topcoat sold in bases) so finish/base attribute unverifiable -> confidence medium."
7142,2380,GAS-ROL-CLH GAS007,PCS,pending,,,,n/a,n/a,n/a,n/a,"No identifiable official product - email gas-accessory supplier for GAS007 4-wheel tank stand w/roller photo or shoot-in-store",2|3,"q:gas cylinder tank stand roller wheels Malaysia ""GAS007"" OR ""4 wheels premium gas tank stand""; results all unrelated (Pacvac gaskets, cylinder caps US). Generic house-label item; per honest-search rule mark pending, never invent."
7143,1405,SEN-VAC-BRA-DHS20,PCS,pending,,,,n/a,n/a,n/a,n/a,"Email LITA Venture Hardware for per-size photo DHS20 20mm x M10 vacuum brazed diamond hole saw; else shoot-in-store",2|3,"q:same Sensui searches as DHS22; p:litaventure.com range page has no DHS20/DSH20 string in body, no official Sensui site; cannot confirm 20MM variant - pending."
7144,2303,SWI-SOC-ELE-TSB913,PCS,candidate,https://www.chinchunhardware.my/showproducts/productid/5157977/cid/589118/retouch-13a-universal-track-socket-blue-red-led-tsb913/,https://cdn1.npcdn.net/images/39a75ee6252bbd6a21e1f1843f5b6267_1723617372.webp?md5id=8a0ee38fc64016dbd30c621b3aa655e0&new_width=1000&new_height=1000&w=1725950964&from=jpeg&type=9,high,yes,yes,PCS matches single-module track socket sale,unknown,None - distributor page usable; confirm reuse rights with RETOUCH if needed,2,"q:track socket ""B913"" 13A Malaysia; p:chinchunhardware.my Power Track category (Retouch brand) OPENED - listing title model-quote:""RETOUCH 13A UNIVERSAL TRACK SOCKET - BLUE RED LED (TS-B913)"" with dedicated thumbnail cdn1.npcdn.net/images/39a75ee6252bbd6a21e1f1843f5b6267_1723617372.webp; detail page productid/5157977. Matches Universal Blue-red LED B913."
7145,2304,SWI-SOC-ELE-TSBL13,PCS,pending,,,,n/a,n/a,n/a,n/a,"Confirm SKU mapping with RETOUCH/JLL Electrical (sales@jllelectrical.com.my): BL13 may equal TS-B13 blue flat-pin or a blue-LED variant; obtain correct photo, else shoot-in-store",2,"q:track socket ""B913"" 13A Malaysia; q:""TS-BL13"" OR ""TS-R13"" Retouch track socket; p:chinchunhardware.my Power Track category (only universal TS-XX913 variants); p:jllelectrical.com.my RETOUCH FLAT PIN TRACK SOCKET page - variants are TS-GD13 TS-BK13 TS-R13 TS-B13 TS-GY13 only; TS-BL13 does NOT exist publicly. Do not substitute B13 silently."
7146,2305,SWI-SOC-ELE-TSR13,PCS,candidate,https://www.jllelectrical.com.my/showproducts/productid/3972421/cid/185651/retouch-flat-pin-track-socket-for-retouch-power-track/,https://cdn1.npcdn.net/npimg/16508685987e737ead02210488fa7c71d9059f77ae.webp?md5id=d0866fb7fef7340334755089f89bdfeb&new_width=1000&new_height=1000&size=max&w=1784535547&from=png&type=1,medium,no,yes,PCS matches single-module sale,unknown,"Verify red-blue LED colourway claim with JLL/RETOUCH before publishing description",2,"q:""TS-BL13"" OR ""TS-R13"" Retouch track socket; p:jllelectrical.com.my flat-pin track socket page OPENED - variant selector model-quote:""TS-R13"" with its own variant image npimg/16508685987e737ead02210488fa7c71d9059f77ae.webp; matches Flat Pin R13. LED colour not stated per-variant on page -> finish/LED unverifiable, confidence medium."
7147,1925,SWI-CON-15A-180W-TC-10019,PCS,pending,,,,n/a,n/a,n/a,n/a,"Email PSU supplier for TC-10019 15A 12V 180W datasheet/photo; else shoot-in-store",2|3,"q:""Taicon"" power supply 12V Malaysia; p:taicon.com = capacitor manufacturer, unrelated; no official Taicon-PSU source anywhere; pending, do not invent."
7148,2373,TOO-BOX-NIE-H/D-178,PCS,candidate,https://nietz.com.my/product/nietz-heavy-duty-tool-box-178/,https://nietz.com.my/wp-content/uploads/2024/06/8_50523178.png,high,yes,yes,PCS matches per-piece box sale,unknown,None,2|3,"q:p:nietz.com.my tools-bag-tool-box category lists ""NIETZ Heavy Duty Tool Box 178""; p:/product/nietz-heavy-duty-tool-box-178/ title model-quote:""NIETZ Heavy Duty Tool Box 178 - Nietz"", sku ""505-23-178""; og:image = wp-content/uploads/2024/06/8_50523178.png (model-specific filename, no range suffix). Matches display ""Nietz 178 H/d Duty Tool Box W 2 Organizer""."
