ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
6923,1246,BID-CAB-CB55WH,UNIT,reject,https://cabana.com.my/index.php/products/bathroom/bidet,,none,no,no,n/a,no_asset,"Email Sorento Sdn Bhd (Cabana brand) via sorento@sorento.com.my or cabana.com.my Contact Us asking whether CB55WH white bidet exists and requesting an official photo; otherwise shoot-in-store. Do NOT reuse CB22WH/CB55CR/CB55MBL assets.",2,"q:'CB55WH' Cabana bidet Malaysia [websearch API returned HTTP 429 for every call this sitting; Bing HTML served junk results; DDG html/lite bot-challenge; Mojeek/Ecosia/SearX/Brave 403]; q:direct domain probe cabana.my -> DNS fail; q:cab55wh-detail slug probe -> see p below; p:https://cabana.com.my/ official Cabana store opened (Joomla/VirtueMart, footer Copyright Sorento Sdn Bhd 200501017483); p:https://cabana.com.my/index.php/products/bathroom/bidet/by,product_sku Bidet category fully enumerated - all 28 SKUs: CB100SS-BL-DIY,CB100SS-CR-DIY,CB100SS-GM-DIY,CB22WH,CB55CR,CB55GM-DIY,CB55MBL-DIY,CB57-CR,CB63CR,CB81CR,CB82CR,CB83-GM-DIY,CB85-CR-DIY,CB86-BL-DIY,CB88SS-BL-DIY,CB88SS-DIY,CB88SS-GM-DIY,CB89-BL-DIY,CB89-CR-DIY,CB89-GM-DIY,CB90SS-DIY,CB91SS-BL-DIY,CB94SS-BL,CB96-CR,CB97-CR,CB99-BL,CB99-CR,CB99-GM-DIY; CB55 family exists only as CR/GM/MBL finishes; p:https://cabana.com.my/index.php/products/bathroom/bidet/cb55wh-detail -> HTTP 404 (sku not on official site). No white CB55 anywhere official -> reject per wrong-variant rule."
6924,1269,BOS-2608-680-289,PCS,candidate,https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/2026/bsh025-boschcatalogue-acc-fa2_single_lowres.pdf,,high,n/a,yes,PCS ok single drill bit line item,unknown,"Crop the SDS plus-1 series product photo from catalogue PDF page 13 for listing use; optionally email powertools@my.bosch.com (Robert Bosch Sdn Bhd PT hotline 1800-880-188) for a per-SKU asset.",2|4,"q:'2608690289' Bosch SDS-plus-S3 and q:'2608680289' [websearch API 429 entire sitting]; q:Bing/DDG/Mojeek/Ecosia/SearX HTML endpoints bot-walled or junk; q:url probes https://www.bosch-professional.com/my/en/sds-plus-s3-2608690289 , sds-plus-s3-drill-bits-2608690289 , bosch-pt.com.my search paths -> all 404; q:bosch-diy.com gb/en/search?text=2608680289 and eshop.bosch-diy.com/gb/en/search?text=2608680289 -> Next.js client-rendered shells, no server-side results verifiable; p:https://www.bosch-pt.com.my/my/en/ official Bosch Power Tools MY homepage OK; p:https://www.bosch-pt.com.my/my/en/service/downloads/catalogues catalogue index -> official Bosch Accessories Catalogue 2026 PDF (bsh025-boschcatalogue-acc-fa2_single_lowres.pdf, 20.5MB) downloaded and text-parsed with pypdf; p:PDF page 13 table header quote 'Hammer Drill Bit SDS plus-1' with rows mapping 2608680288->'Hammer drill bit SDS plus-1, 18.0 x 200/260 mm' and 2608680289->'Hammer drill bit SDS plus-1, 18.0 x 400/460 mm' incl EAN 6949509206084 and RM54.40. model-quote:'Hammer drill bit SDS plus-1, 18.0 x 400/460 mm' from official PDF text. Note display_name says 'Sds + Drill Bit S3'; official series name is SDS plus-1 but article code AND exact dimensions match, so accepted high."
6925,1294,GRA-SOR-SRT382-6,PCS,candidate,https://sorento.com.my/sorento-bathroom/bathroom-accessories/floor-trap/srt382-6-detail,https://sorento.com.my/images/stories/virtuemart/product/SRT382-6%20TD-01.jpg,high,yes,yes,PCS ok single floor trap,unknown,none,2,"q:'SRT382-6' Sorento washing machine floor trap Malaysia [websearch API 429; Bing junk]; q:direct sorento.com.my probe -> site live; p:https://sorento.com.my/ homepage (footer sorento@sorento.com.my, Sorento Sdn Bhd 200501017483); p:https://sorento.com.my/product/sorento/sorento-bathroom bathroom category index listing subcategory FLOOR TRAP; p:https://sorento.com.my/result/floor-trap/sorento floor-trap listing shows pname 'SRT382-6' among SRT384-4/SRT384-6/SRTA8046 etc; p:https://sorento.com.my/sorento-bathroom/bathroom-accessories/floor-trap/srt382-6-detail detail page <title>='FLOOR TRAP: SRT382-6', meta description 'SRT382-6 FLOOR TRAP Floor Trap Stainless Steel', product images /images/stories/virtuemart/product/resized/SRT382-6 TD-01_560x560.jpg and full-size /images/stories/virtuemart/product/SRT382-6 TD-01.jpg. model-quote:'FLOOR TRAP: SRT382-6'. Model string found verbatim in page title; image URL taken from that page's img src."
6926,1295,MEA-TAP-GLO-A030M,PCS,pending,,,none,n/a,n/a,n/a,unknown,"Identify the Glotool importer/house-brand owner from Ekoway supplier invoices or AutoCount vendor master and email them for a Type-A 30m measuring tape product sheet+photo; else shoot-in-store.",2,"q:'Glotool A030M measuring tape' and q:'Glotool Malaysia' [websearch API 429 all sitting]; q:domain probes glotool.com and www.glotool.com -> 301 redirect to glotool.co.za which is an unrelated South African firm (title 'Nietz | Kerry Nietz - Sci-Fi Author Official Website' was nietz.com check; glotool.co.za title checked = ZA company, not our brand); glotool.com.my / glotools.com.my -> DNS fail; q:leedenstore.com.my WooCommerce search ?s=glotool&post_type=product -> 0 product links; q:theleedenstore.com.my searches for ball pein/tarp/measuring tape returned only Stanley/DeWalt items. No official Glotool web presence identifiable without a working search engine -> pending."
6927,1367,TOO-COM-GLO-32MM,PCS,pending,,,none,n/a,n/a,n/a,unknown,"Same as row 6926: obtain Glotool brand owner contact from purchase records and request combination wrench 32mm image; else shoot-in-store.",2,"q:'Glotool combination wrench 32mm' [websearch API 429]; q:glotool.com probe -> glotool.co.za unrelated; q:nietz.com.my Store API search 'combination wrench' -> only NIETZ Din3113 sets/single wrenches (different brand, not Glotool); q:theleedenstore.com.my search -> no matches. Brand owner unidentifiable this sitting -> pending."
6928,1308,VAL-ANG-SRTWT908SS,PCS,candidate,https://sorento.com.my/sorento-bathroom/faucet-bathroom/valve/srtwt908ss-detail,https://sorento.com.my/images/stories/virtuemart/product/SRTWT908SS-01.jpg,medium,yes,yes,PCS ok single angle valve,unknown,none,2,"q:'SRTWT908SS Sorento angle valve' [websearch API 429]; p:https://sorento.com.my/result/valve/sorento valve category listing enumerates SKUs incl SRTWT905SS,SRTWT906SS,SRTWT907SS,SRTWT908SS,SRTWT908SS-BL,SRTWT908SS-GM; p:https://sorento.com.my/sorento-bathroom/faucet-bathroom/valve/srtwt908ss-detail detail page <title>='VALVE: SRTWT908SS', meta description 'SRTWT908SS VALVE Angle Valve', image /images/stories/virtuemart/product/SRTWT908SS-01.jpg. model-quote:'VALVE: SRTWT908SS'. Exact SKU page found; stainless finish claimed only by the SS suffix in display_name/code and is NOT spelled out in page text nor visually verifiable here -> confidence medium per finish-unverifiable rule."
6929,1689,BOS-2608-610-001,PCS,pending,,,none,n/a,n/a,n/a,unknown,"Email powertools@my.bosch.com asking to validate article 2608610001 (catalogue lists Lambswool Bonnet 180mm under 3608610000) and request the correct lambswool bonnet product photo; else shoot-in-store.",2|4,"q:'2608610001' Bosch lambswool bonnet [websearch API 429]; q:url probe bosch-professional.com product slugs -> 404; p:official Accessories Catalogue 2026 PDF downloaded+pypdf-parsed; p:PDF page 52 polishing accessories block quote '1608610000 1608613013 1609200245 1609200250 3608610000 3608613000 ... Lambswool Bonnet, 180mm Polishing Sponge with M14 Thread, 160mm Lambswool Bonnet, 125mm ...' - our number 2608610001 appears NOWHERE in the 72-page catalogue; nearest real part is 3608610000 (Lambswool Bonnet 180mm), suggesting a transcription drift. Not conclusive for the exact code -> pending."
6930,2536,TOO-COM-W0287N-21MM,PCS,pending,,,none,n/a,n/a,n/a,unknown,"Trace supplier of TOO-COM ratchet wrench line from invoices/AutoCount vendor code; request W0287N 21mm catalogue sheet and hi-res photo; else shoot-in-store.",2,"q:'W0287N ratchet wrench 21mm' and q:'W0287N' wrench [websearch API 429 all sitting; other engines bot-walled]; q:nietz.com.my Store API search 'ratchet wrench' -> only NIETZ air/power ratchet handles, no W-series manual combi ratchets; q:theleedenstore.com.my -> nothing matching. Brand behind W0287N unidentified -> pending."
6931,2567,TOO-COM-W0287M-20MM,PCS,pending,,,none,n/a,n/a,n/a,unknown,"Same supplier trace as row 6930; ask for W0287M 20mm asset; else shoot-in-store.",2,"q:'W0287M ratchet wrench 20mm' [websearch API 429]; q:nietz.com.my Store API 'ratchet wrench' -> no W-series manual models; no other official leads without search engine -> pending."
6932,1820,BOS-2605-510-155,PCS,pending,,,none,n/a,n/a,n/a,unknown,"Email powertools@my.bosch.com requesting the protection guard cover part sheet/image for GWS 060 (code given as 2605510155 - please verify part number); else shoot-in-store.",2|4,"q:'2605510155 Bosch protection guard' [websearch API 429]; q:url probes bosch-professional.com -> 404; p:official Accessories Catalogue 2026 PDF pypdf scan for '2605510155','2 605 510 155','guard','GWS 060': GWS 060 appears only in Spare Parts Price List pages 57 and 63 (columns Switch/Carbon/Stator/Armature prices), no guard cover part number listed anywhere; exact code not found in any official source -> pending."
6933,1969,TOO-CUT-SNI-W1010B,PCS,pending,,,none,n/a,n/a,n/a,unknown,"Identify tin-cutter supplier brand from vendor records; request W1010B 250mm product photo; else shoot-in-store.",2,"q:'W1010B tin cutter 250mm' and q:'W1010B snips' [websearch API 429; alternates blocked]; q:nietz.com.my Store API 'tin'/'cutter 250' -> no such item (only sickles/gratings); no official match -> pending."
6934,2033,RAINBOW-R007-1KG,BTL,pending,,,none,n/a,n/a,n/a,unknown,"Read manufacturer/distributor from the R007 pail label and email them (or their Malaysian distributor) for R007 black 1kg artwork/photo; else shoot-in-store.",2,"q:'Rainbow R007 texture paint' and q:'Rainbow texture paint Malaysia' [websearch API 429]; q:rainbowpaint.com.my and rainbowpaints.com.my -> DNS fail; p:https://www.rainbow.com.my/ -> title 'Rainbow Computer | Home' = wrong company (IT retailer), no R007/no texture content. Correct Rainbow paints entity not locatable without search engine -> pending."
6935,2583,SHH-FISH-NET-0.15D-30MM-30MD/6A,PCS,pending,,,none,n/a,n/a,n/a,unknown,"Unbranded commodity fishing net (30MM mesh, 180/5 twine spec): shoot-in-store photo of the packaged roll; optionally ask the netting supplier for a spec sheet citing 0.15mm dia x 30mm mesh x 30MD/6A.",2,"q:'fishing net 30MM 180/5 Malaysia' style generic probes [websearch API 429]; no brand/model to anchor an official OEM page; per house rules for unbranded goods -> pending with shoot-in-store recommendation rather than inventing an image."
6936,1316,NIE-SOC-HAN-DEE-06P-1/2-30MM,PCS,reject,https://nietz.com.my/product/nietz-1-2-drive-deep-socket-6pt/,,none,no,n/a,official listing is one simple product covering sizes 10-32mm so per-piece uom unclear,unknown,"Email Nietz Malaysia (nietz.com.my Contact Us) to confirm old-code mapping 50042030 -> current 50140xxx series and request a solo 30mm product photo; else shoot-in-store.",2,"q:'50042030 Nietz deep socket' [websearch API 429]; q:nietz.com.tw / www.nietz.com.tw -> DNS dead; p:https://www.nietz.com -> sci-fi author site (wrong brand); p:https://nietz.com.my/ official NIETZ Malaysia WooCommerce store; q:Store API wp-json/wc/store/v1/products?search=50042030 -> 0 hits (number not used by store); p:https://nietz.com.my/wp-json/wc/store/v1/products?slug=nietz-1-2-drive-deep-socket-6pt -> id 2138 type=simple name quote 'NIETZ 1/2\" Drive Deep Socket (6PT)' og:image https://nietz.com.my/wp-content/uploads/2024/06/10_50140010-until-50140032.png i.e. ONE composite range image for sizes 10-32mm shared across sibling sizes, sku pattern '501-40-0XX'; p:detail page HTML confirmed title and og:image. Our codes 500420xx appear nowhere in page text; range/family image fails family-hero rule -> reject."
6937,1317,NIE-SOC-HAN-DEE-06P-1/2-32MM,PCS,reject,https://nietz.com.my/product/nietz-1-2-drive-deep-socket-6pt/,,none,no,n/a,same listing covers all sizes,unknown,"Same as row 6936: request solo 32mm image from Nietz Malaysia or confirm old-code mapping; else shoot-in-store.",2,"same evidence chain as ordinal 6936: p:nietz.com.my Store API slug lookup id2138 simple product, og:image 10_50140010-until-50140032.png range composite; 50042032 absent from store search and page text -> reject."
6938,1039,TAR-SHT-GT2-09X12,SHT,pending,,,none,n/a,n/a,n/a,unknown,"Request GT02 9x12 PE tarp sheet image from the Glotool brand owner/supplier; else shoot-in-store showing eyelet row and label.",2,"q:'Glotool GT02 tarpaulin 9x12' [websearch API 429]; q:glotool.com -> glotool.co.za unrelated; q:theleedenstore.com.my tarp search -> DeWalt bags only. No official Glotool channel found -> pending."
6939,2608,TOO-WRE-PIP-W300C,PCS,pending,,,none,n/a,n/a,n/a,unknown,"Identify pipe-wrench supplier from vendor records; request W300C 300mm heavy-duty pipe wrench photo; else shoot-in-store.",2,"q:'W300C pipe wrench 300mm' [websearch API 429]; q:nietz.com.my Store API 'pipe wrench' -> NIETZ Medium Duty/Aluminium Handle/American CR-MO/German Type pipe wrenches exist but none coded W300C and item carries no NIE prefix; cannot attribute brand -> pending."
6940,1034,BOS-2608-585-898,PCS,candidate,https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/2026/bsh025-boschcatalogue-acc-fa2_single_lowres.pdf,,high,n/a,yes,MISMATCH FLAG official lists this size as a 5-pc pack while uom is PCS,unknown,"Crop HSS-Co twist drill bit photo from catalogue PDF page 8; ALSO verify with purchasing whether Ekoway sells bits singly vs the official 5-pc pack before publishing.",2|4,"q:'2608585898 Bosch HSS-G cobalt' [websearch API 429; alternate engines blocked]; p:official Accessories Catalogue 2026 PDF downloaded+pypdf; p:PDF page 8 table header quote 'Stainless Steel HSS-Co Twist Drill Bit' with sequential mapping where 2608585898 aligns to 'Stainless Steel HSS-Co Twist Drill Bit, 10 x 87 x 133 mm, 5 pcs' (EAN 3165140521338, RM163.25). model-quote:'Stainless Steel HSS-Co Twist Drill Bit, 10 x 87 x 133 mm, 5 pcs'. Display says 'Hss-g Cobal Bit 10.0MM'; official metallurgy name is HSS-Co (= cobalt HSS) at exactly 10.0mm diameter - accepted; note the pack-of-five discrepancy vs PCS."
6941,1391,NIE-SOC-HAN-DEE-06P-1/2-25MM,PCS,reject,https://nietz.com.my/product/nietz-1-2-drive-deep-socket-6pt/,,none,no,n/a,one listing covers all sizes,unknown,"Same as row 6936: request solo 25mm image from Nietz Malaysia or confirm old-code mapping; else shoot-in-store.",2,"same evidence chain as ordinal 6936: p:nietz.com.my slug lookup id2138 simple product with og:image 10_50140010-until-50140032.png composite; 50042025 absent from store search and page text -> reject."
6942,1476,TOO-NIE-SOC-HDL-14MM,PCS,reject,https://nietz.com.my/product/nietz-t-handle-deep-socket-wrench-6pt/,,none,no,n/a,n/a,unknown,"Email Nietz Malaysia to confirm 50050214 = T-handle deep socket wrench 14mm (current range 50050208-50050214) and request a solo 14mm photo; range composite alone is not usable.",2,"q:'Nietz 50050214 T handle deep socket' [websearch API 429]; q:nietz.com.tw DNS dead; p:https://nietz.com.my/ official store; q:Store API search 'deep socket' -> hit 'NIETZ T-Handle Deep Socket Wrench (6PT)' https://nietz.com.my/product/nietz-t-handle-deep-socket-wrench-6pt/; p:Store API slug lookup -> id 2323 type=simple, og:image https://nietz.com.my/wp-content/uploads/2024/06/44_50050208-until-50050214.png i.e. composite range image 50050208-50050214; our number 50050214 occurs ONLY inside the image filename, never in page text; shared sibling-size image fails family-hero rule -> reject."
6943,1454,BOS-2608-680-288,PCS,candidate,https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/2026/bsh025-boschcatalogue-acc-fa2_single_lowres.pdf,,high,n/a,yes,PCS ok single drill bit line item,unknown,"Crop the SDS plus-1 series photo from catalogue PDF page 13 for listing use; optional per-SKU asset request to powertools@my.bosch.com.",2|4,"same search log as ordinal 6924 (websearch API 429; engine walls; professional-site slug probes 404; eshop shells client-only); p:official Accessories Catalogue 2026 PDF page 13 'Hammer Drill Bit SDS plus-1' table maps 2608680288 -> 'Hammer drill bit SDS plus-1, 18.0 x 200/260 mm' (EAN 6949509206077, RM31.20). model-quote:'Hammer drill bit SDS plus-1, 18.0 x 200/260 mm'. Code+exact dimensions match display 'SDS+ drill bit S3 18 x 200/260'; series-name discrepancy noted as in ordinal 6924."
6944,2381,HOL-SET-BUL-SYLVIA-12V,SET,pending,,,none,n/a,n/a,n/a,unknown,"Ask the electrical supplier who invoices this Sylvia/FLE E27 12V DC 15W bulb-holder set for a datasheet/photo (5M lead set); else shoot-in-store including the E27 holder and lead length.",2,"q:'Sylvia E27 12V DC 15W LED bulb holder set' and q:'SYLVIA FLE bulb holder Malaysia' [websearch API 429 all sitting; alternates bot-walled]; no plausible official brand site reachable or identifiable -> pending."
6945,2403,TAP-BASIN-I601B,PCS,pending,,,none,n/a,n/a,n/a,unknown,"Email katana.resources@gmail.com (Katana Resources Sdn Bhd, katana.com.my) requesting the I601B pillar basin tap product photo; if unreachable, capture the tap supplier from invoices or shoot-in-store.",2,"q:'Katana I601B pillar basin tap' and q:'Katana basin tap Malaysia' [websearch API 429]; q:tic.com.my -> connection failure; p:https://katana.com.my/ -> live but bare coming-soon page titled 'Katana Resources Sdn Bhd' with sole contact mailto:katana.resources@gmail.com; no product catalogue, no I601B anywhere -> brand owner exists but publishes no assets; pending."
