ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
7163,1525,NIE-SOC-HAN-DEE-06P-1/2-29MM,PCS,reject,https://nietz.com.my/product/nietz-1-2-drive-chrome-deep-socket-6pt/,,n/a,n/a,n/a,n/a,unknown,"Email NIETZ (info@nietz.com.my / 03-60999399) requesting a per-size product photo for code 50042029 (1/2in Dr Chrome Deep Socket 6PT 29MM); fallback shoot-in-store.",2,"q:Nietz tools Malaysia official website hand tools q:""50042029"" Nietz socket p:https://nietz.com.my/?s=50042029&post_type=product (no results) p:https://nietz.com.my/?s=socket&post_type=product p:https://nietz.com.my/?s=deep+socket&post_type=product p:https://nietz.com.my/product/nietz-1-2-drive-chrome-deep-socket-6pt/ Official NIETZ page exists (CODE: 500-42-0XX) but every gallery image is range-named family hero: 6_50042008-until-50032032.png (+ -2 -3 variants) covering the whole 50042xxx size series including 50042029. Family-hero rule is hard -> reject; no model-specific shot exists on official site; marketplace photos forbidden."
7164,2138,SWI-CON-8.3A-100W,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Identify the OEM/house-label supplier for the Taicon switching PSU line and email them for an official product photo of the 12V 100W low-noise unit; otherwise shoot-in-store (label + unit).",2,"q:Taicon power supply Malaysia ""TC-10991"" q:""Taicon"" power supply switching 12V p:https://www.taicon.com/en/product/ p:https://www.taicon.com/en/ Taicon (taicon.com) is a Taiwanese aluminium electrolytic capacitor maker, not a PSU brand - no official product page exists for a 12V 8.3A 100W low-noise switching supply under this name. No model code in item. Honest searches exhausted -> pending; never invent an image."
7165,1615,VAL-SOR-SRTWT808,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Email Sorento Sdn Bhd (sorento@sorento.com.my / +603-3082 9288) to confirm SRTWT808 is still a current SKU and request the official per-colour packshot (blue chrome); fallback shoot-in-store.",2,"q:Sorento ""SRTWT808"" angle valve p:https://sorento.com.my/?s=SRTWT808 (site search returns no results page) p:https://sorento.com.my/result/valve/sorento p:https://sorento.com.my/result/valve/sorento?start=24 p:https://sorento.com.my/result/valve/sorento?start=48 p:https://www.chenghuatgroup.com.my/showproducts/productid/5039477/cid/526267/sorento-bathroom-faucet-srtwt808-srtwt809-angle-valve-bule-red/ Official sorento.com.my VALVE category lists all 50 current valve SKUs across 3 pages (SRTWT907SS SRTWT908SS SRTWT910-BL SRTWT2200 etc.) - SRTWT808/SRTWT809 are NOT listed (legacy SKU). Cheng Huat Hardware (Sentul) .com.my dealer page opened: title verbatim SORENTO BATHROOM FAUCET SRTWT808 / SRTWT809 Angle Valve ( BULE & RED ), SKU text lists SSRTWT809 and SRTWT808, images are 3 npcdn CDN webp files shared across the blue+red colour pair (cdn1.npcdn.net/images/9d0a6e9340c240a32e82f1656db07ea3_1718265889.webp...). Same imagery serves sibling colour SKU -> family-hero rule blocks acceptance and blue finish unverifiable; dealer authorisation also unverified -> pending."
7166,1590,BOS-2608-680-284,PCS,candidate,https://www.bosch-pt.com.my/my/en/sds-plus-1-hammer-drill-bits-2868938-ocs-ac/,https://www.bosch-pt.com.my/my/en/ocsmedia/196545-82/product-image/272x153/hammer-drill-bit-sds-plus-1-2608680284.png,high,n/a,yes,PCS matches official 1 Pcs pack,unknown,,2,"q:""2 608 680 284"" Bosch SDS-plus S3 p:https://www.bosch-pt.com.my/my/en/sds-plus-1-hammer-drill-bits-2868938-ocs-ac/ model-quote:2 608 680 284 | 14.00 | 460 | 400 | 1 Pcs | 34.30 MYR from official MY variant table; page also shows Part number 2608680284 with details Diameter 14.00 Total 460 Working 400. Image URL captured verbatim from page HTML (alt text: Bosch hammer drill bit SDS plus-1 14mm x 400mm); filename contains the exact PN so it is model-specific, not a family hero. Display name says S3 which is Bosch legacy quality naming for this SDS plus-1 line - dims match exactly."
7167,2573,COC-BAS-SSS-LSS101,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Identify the LEON brassware importer/supplier in Malaysia and email for an official LSS101 product photo; otherwise shoot-in-store.",2,"q:""LSS101"" Leon stainless steel basin tap q:Leon basin tap stainless steel SUS304 Malaysia cold tap p:search results contained only unrelated LSS101 items (US Navy course, quilt template, training programme) and other tap brands (NIETZ Celoni NZCLN8511 VIP SS-1133 Cabana CB63SS) - no LEON brand official or distributor page exists. No identifiable official product -> pending."
7168,2274,TOO-PLI-PUMW5012,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Ask the Ekoway supplier for the official brand asset for WNS5012B 12in water pump pliers (Chinese Weilishi brand has no public official site); otherwise shoot-in-store.",2,"q:""WNS5012B"" water pump pliers p:xfs.com / taobaoç™¾ç§‘ / yoycart listings identify WNS5012B as Chinese å¨åŠ›ç‹® (Weilishi) 12in water pump pliers sold via marketplaces only - marketplace sources are forbidden as final image source and no official manufacturer site exists. Pending."
7169,1595,NIE-SOC-HAN-DEE-06P-1/2-27MM,PCS,reject,https://nietz.com.my/product/nietz-1-2-drive-chrome-deep-socket-6pt/,,n/a,n/a,n/a,n/a,unknown,"Email NIETZ (info@nietz.com.my) for per-size photo of 50042027 (27MM deep chrome socket 6PT); fallback shoot-in-store.",2,"q:""50042029"" Nietz socket (series probe) p:https://nietz.com.my/?s=deep+socket&post_type=product p:https://nietz.com.my/product/nietz-1-2-drive-chrome-deep-socket-6pt/ Same official family page as ordinal 7163: CODE 500-42-0XX with range-named gallery 6_50042008-until-50032032*.png covering 50042008-50042032 incl 50042027. Family hero only -> reject."
7170,1594,NIE-SOC-HAN-DEE-06P-1/2-26MM,PCS,reject,https://nietz.com.my/product/nietz-1-2-drive-chrome-deep-socket-6pt/,,n/a,n/a,n/a,n/a,unknown,"Email NIETZ (info@nietz.com.my) for per-size photo of 50042026 (26MM deep chrome socket 6PT); fallback shoot-in-store.",2,"q:""50042029"" Nietz socket (series probe) p:https://nietz.com.my/?s=deep+socket&post_type=product p:https://nietz.com.my/product/nietz-1-2-drive-chrome-deep-socket-6pt/ Official family page CODE 500-42-0XX; all gallery images range-named 6_50042008-until-50032032*.png covering 50042026. No per-size shot -> reject."
7171,2024,TOO-NIE-SOC-KEY-L14MM,PCS,reject,https://nietz.com.my/product/nietz-1-2-drive-long-hex-bit-allen-socket/,,n/a,n/a,n/a,n/a,unknown,"Email NIETZ (info@nietz.com.my) for per-size photo of 50240114 (1/2in Dr Long Hex Bit Allen Socket 14MM); fallback shoot-in-store.",2,"q:nietz.com.my on-site catalogue search (socket / deep socket / spark plug / flap wheel listings) p:https://nietz.com.my/page/2/?s=socket&post_type=product listing shows NIETZ 1/2 Drive Long Hex Bit (Allen) Socket with thumbnail 65_50240104-until-50240114.png - range-named family image covering 50240104-50240114 incl our 50240114. Family-hero rule -> reject."
7172,1670,SWI-CON-5A-TC-10991,PCS,pending,,,n/a,n/a,n/a,n/a,unknown,"Email the supplier/OEM behind the house-label Taicon PSU range for an official TC-10991 (5A 12V 60W BIG) photo; otherwise shoot-in-store.",2,"q:Taicon power supply Malaysia ""TC-10991"" q:""Taicon"" power supply switching 12V p:https://www.taicon.com/en/product/ TC-10991 returns zero relevant hits anywhere; Taicon the only name match is a Taiwanese capacitor manufacturer unrelated to switching PSUs. No official product exists online -> pending."
