ordinal,source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,human_action,tiers_tried,reason
7013,1816,VAC-DEC-BHFEA18D1,UNIT,candidate,https://www.blackanddecker.com/products/bhfea18d1,http://www.blackanddecker.com/cdn/shop/products/Ecomm_Large-BHFEA18D1_5.jpg?v=1667919818,high,n/a,yes,UNIT matches single stick-vacuum kit sold as one unit,unknown,None; image is official BLACK+DECKER Shopify CDN packshot referenced by the page itself,2|3,"q:""BHFEA18D1"" Black Decker Avenger stick vacuum | p:https://asia.blackanddecker.global/product/bhfea18d1-b1/avenger-15-stick-vac-18v-removable (official B+D Asia page for same SKU but og:image was only Drupal_Large-BD_category-fallback-center_GEB1.jpg family hero - rejected per family-hero rule) | p:https://www.blackanddecker.com/products/bhfea18d1 (US official OEM page; og:image = Ecomm_Large-BHFEA18D1_5.jpg). model-quote:""""sku"":""BHFEA18D1"""" from page product JSON; title ""POWERSERIES+ 20V MAX Cordless Stick Vacuum Kit"" = Avenger series. Model-specific official image captured."
7014,2364,WEL-MAC-STA-MIG160,UNIT,candidate,https://b2b.sunwaywinstar.com/en/starweld-skill-welding-machine-1kg-cw-accmig160,https://myhwwsstorprod01.obs.my-kualalumpur-1.alphaedge.tmone.com.my/product_images/0000631_r-nietz-starweld-skill-welding-machine-1kg-cw-accessories-mig160-skill_510.jpeg?AccessKeyId=IDRIC5ESEFAJ08W4Q4Q9&Expires=1787516013&Signature=PxentwuLrSHIUOiVL62maYn%2BRmc%3D,medium,n/a,yes,UNIT matches machine c/w 1KG wire + accessories bundle,needs_permission,Confirm Sunway Winstar authorised-distributor status with NIETZ and obtain non-expiring asset (og:image URL carries signed AccessKey/Expiry params),2|3,"q:""ACC.MIG160"" Starweld welding machine | q:site:nietz.com.my starweld MIG160 | p:https://nietz.com.my/product/nietz-starweld-mig160-welding-torch-accessories/ (torch accessories only; og:image 01_MIG160SN-until-CTHD45XM6X0.8.png contains 'until' = family hero, rejected) | p:https://nietz.com.my/?s=starweld (no SKILL machine page on brand site) | p:https://b2b.sunwaywinstar.com/en/starweld-skill-welding-machine-1kg-cw-accmig160. model-quote:""(R) NIETZ STARWELD SKILL WELDING MACHINE 1KG C/W ACCESSORIES MIG160 SKILL"" from page title; model-specific distributor CDN image captured."
7015,2421,LAD-ALU-WEL-D12,UNIT,pending,,,n/a,n/a,n/a,n/a,no_asset,Email NIETZ Malaysia (info@nietz.com.my) for per-size Strongman ladder photos covering D12 or shoot ladder in-store,2|3,"q:site:nietz.com.my aluminium welded ladder D12 | p:https://nietz.com.my/product-category/general-hardware/ladders/ (prior_page; lists Strongman range only) | p:https://nietz.com.my/product/nietz-strongman-double-sided-ladder/ (no D10/D12 text; og:image 3_NZKDS0004-until-NZKDS0014.png contains 'until' = family hero covering NZKDS0004-NZKDS0014, rejected). No exact-model official asset found."
7016,1250,"FAN-CEI-SIB-SI12-52""",SET,pending,,,n/a,n/a,n/a,n/a,no_asset,Contact Siberiair national distributor (Cima Wholesale Sdn Bhd lists the brand) to confirm authorised status and request CF/SI12/52 packshot; else shoot in-store,2,"q:""Siberiair"" ceiling fan 52 SI12 | p:https://1now.my/product/siberiair-52-ceiling-fan-with-led-light-remote-control-cf-si12-52-led-dc-5-star-energy-efficient/ (retailer) | p:https://cimalighting.com.my (retailer) | p:https://cimawholesale.com/siberiair (wholesaler brand page, no SI12-specific official asset). Only retailer/marketplace imagery exists (Lazada/Shopee hits discarded as forbidden); no official Siberiair domain found."
7017,1336,SIN-CAB-CKS315,PCS,candidate,https://cabana.com.my/index.php/products/kitchen/kitchen-sink/top-mount-kitchen-sink/cks315-01-detail,https://cabana.com.my/images/virtuemart/product/CKS315-01.jpg,high,n/a,yes,PCS matches single sink unit,unknown,None; direct VirtueMart product asset on official Cabana site,2|3,"q:Cabana Malaysia ""CKS315"" kitchen sink | p:https://cabana.com.my/index.php/products/kitchen/kitchen-sink/top-mount-kitchen-sink/cks315-01-detail. model-quote:""Top Mount Kitchen Sink: CKS315"" from page title tag; gallery img /images/virtuemart/product/CKS315-01.jpg is model-specific."
7018,1245,"FAN-CEI-KDK-K14PH-WA-56""",PCS,candidate,https://www.kdk.com.my/product/k14ph-wa/,https://www.kdk.com.my/wp-content/uploads/2025/12/product-thumbnail_K14PH-WA.png,high,yes,yes,PCS matches single fan unit,unknown,None; official KDK Fans Malaysia thumbnail named for exact model,2,"q:""K14PH-WA"" KDK ceiling fan | p:https://www.kdk.com.my/product/k14ph-wa/. model-quote:""MODEL K14PH-WA"" and ""COLOR WOOD ACACIA"" from specification table (23 page mentions of K14PH-WA); og:image product-thumbnail_K14PH-WA.png is model-specific and wood-acacia finish stated on page."
7019,1889,DC-DCKIT36BK,SET,candidate,https://www.dongchengmalaysia.com/product/dckit36bk/,https://www.dongchengmalaysia.com/wp-content/uploads/2026/03/DCKIT36TYPE-BK.jpg,high,yes,yes,SET matches combo kit (impact driver + drill + 2 batteries),unknown,None; official DongCheng Malaysia product asset,3,"p:https://www.dongchengmalaysia.com/?s=DCKIT36BK (on-site search) | p:https://www.dongchengmalaysia.com/product/dckit36bk/. model-quote:""DCKIT36(TYPE BK)"" from og:description; ""Battery 12VMAX/2.0Ah x2"" matches display_name '+(2.0AH X2)'; BK black type confirmed; og:image DCKIT36TYPE-BK.jpg model-specific."
7020,1378,MIX-CAB-C8122,PCS,pending,,,n/a,n/a,n/a,n/a,no_asset,Email Cabana Klang HQ (+603-3082 9288) to confirm C8122 bath/shower mixer is current and request packshot; else shoot in-store,2|3,"q:Cabana mixer C8122 (via category sweeps) | p:https://cabana.com.my/index.php/products/bathroom (category index) | p:.../basin-tap pages ?start=0/30/60/90 (all CB-detail links extracted, no c8122) | p:.../shower-series/exposed-shower-set (no c8122) | p:.../shower-series/concealed-shower-set (no c8122) | p:.../shower-series/stop-valve (no c8122). C8122 absent from official Cabana catalogue pages."
7021,2057,LAD-ALU-WEL-D10,UNIT,pending,,,n/a,n/a,n/a,n/a,no_asset,Email NIETZ Malaysia (info@nietz.com.my) for per-size Strongman ladder photos covering D10 or shoot ladder in-store,2|3,"q:site:nietz.com.my aluminium welded ladder D10 | p:https://nietz.com.my/product-category/general-hardware/ladders/ (prior_page) | p:https://nietz.com.my/product/nietz-strongman-double-sided-ladder/ (no D10 text; og:image 3_NZKDS0004-until-NZKDS0014.png is a family hero spanning the range, rejected). No exact-model official asset found."
7022,1297,PSN-MJ-DJ01SSL,PCS,pending,,,n/a,n/a,n/a,n/a,no_asset,Request MJ-DJ01SSL (silver/stainless variant) packshot from Panasonic Manufacturing Malaysia Berhad (PMMA) marketing; PMMA base MJ-DJ01 page already located as lead,2|3,"q:""MJ-DJ01SSL"" juicer | p:https://www.panasonic.com/my/consumer/kitchen-appliances/juicers-slower-juicers/mj-dj01.html (403 Forbidden bot-wall then 404) | p:https://pmma.my.panasonic.com/product/mj-dj01/ (official MY Panasonic entity; og:image mj-dj01.png is base MJ-DJ01 only; zero SSL mentions on page so model_exact fails). Exact SSL variant not published officially."
