source_position,item_code,uom,official_image_url,image_sha256,image_px_w,image_px_h,image_bytes
5999,SWI-SOC-ULT-M031W,PCS,https://cdn1.npcdn.net/npimg/165396829722310d1f54835727b6b1828ff0387281.png?md5id=d0866fb7fef7340334755089f89bdfeb&new_width=1000&new_height=1000&size=max&w=1784535547&type=9,2a1e2ae41ae2f95d91d0cef822fbda371374601878d9c848b84db879f7979c5a,1000,1000,573592
3758,ELE-LED-SOL-YB-K7672-60W,SET,https://cdn1.npcdn.net/image/17229338485ba02c8eec7a44daf8a9b43b1857ba0c.jpg?md5id=8171ac2c5544a5cb54ac0f38bf477af4&new_width=960&new_height=2500&w=1466647023,484d147b76e246b887bea8562b8f6cef83c982c2f341dba62e261b217c8d4318,420,420,70163
2845,SAF-SHO-NK85-7,PAIR,https://static.wixstatic.com/media/e7f45c_5fe7c830915e4420bbc5a1d1180ac981~mv2.png,d2e7686b460a56197dc472b8eee7fea433b6935c4fd8cb3c13e019b4c72f6df3,800,800,514748
2802,SAF-SHO-NK85-10,PAIR,https://static.wixstatic.com/media/e7f45c_5fe7c830915e4420bbc5a1d1180ac981~mv2.png,d2e7686b460a56197dc472b8eee7fea433b6935c4fd8cb3c13e019b4c72f6df3,800,800,514748
3066,TOO-NIE-TAM-T20,PCS,https://nietz.com.my/wp-content/uploads/2024/07/37_53283009-until-53283055-1.png,6356d472a55d62a8aa777cd4eaf163adce1b0fb1510e02d57741140b8418928b,500,500,21873
3901,TAP-CAB-CB889SS-BL,PCS,https://cabana.com.my/images/virtuemart/product/CB889SS-BL.jpg,ab4b43518307c927997dfa05168da5a86f6913d04b05c1017da1e3223a62c05e,3334,3334,228776
2753,TOO-WRE-PIP-A200MM,PCS,https://sonichardware.com.my/images/com_hikashop/upload/55_424925421.jpg,765f7bd2e09f22f7e1a565aa34b81f18ba0b55ccb213ceb0d91e22b7e914c14b,535,401,64673
3933,TAP-CAB-CB1547SS-RG,PCS,https://cdn1.npcdn.net/images/78833c521b19d23138cdf1bf8681edfe_1780038924.webp?md5id=9424aa849c54613a0086d9003cb1e5f7&new_width=1000&new_height=1000&size=max&w=1730524398&from=jpeg&type=9,00084eac6a0d2f167e4f1db84987b831199e83377c9f565be6449f2239a985af,1000,1000,85004
2950,HOS-REL-EAG-EG2030#,PCS,https://cdn.store-assets.com/s/1367024/i/81038204.jpg?width=1024,77740c53644f23a9935cb229bd5ad4c5370828b9ec3fecff8f73665bcdc2d59d,1024,1024,84418
2999,TOO-NIE-TAM-T25,PCS,https://nietz.com.my/wp-content/uploads/2024/07/37_53283009-until-53283055-1.png,6356d472a55d62a8aa777cd4eaf163adce1b0fb1510e02d57741140b8418928b,500,500,21873
