source_position,item_code,uom,display_name,category,detected_brand,detected_model
5872,SAF-SHO-PAS-40#,PAIR,Passen Safety Shoe 40/6,Safety & Workwear,,
5873,SAF-SHO-PAS-42#,PAIR,Passen Safety Shoe 42/8,Safety & Workwear,,
5940,SAF-SHO-PAS-39#,PAIR,Passen Safety Shoe 39/5,Safety & Workwear,,
5941,SAF-SHO-PAS-43#,PAIR,Passen Safety Shoe 43/9,Safety & Workwear,,
5863,MET-WAT-PLA-KENT,PCS,Water Meter (plastic) 1/2 - Kent,Other,,
3864,FIR-EXT-ABC-2KG,NOS,2KG Abc Fire Extinguisher,Safety & Workwear,,
5936,IND-WHE-3IN1,PCS,3 IN 1 Wheel Barrow,Building Materials,,
4898,GRA-CUT-STC1820EPCF-CHARGER,PCS,Black+decker Power Command 18V -charger,Outdoor & Garden,,
5868,SAF-SHO-LAU-39#,PAIR,Laufen Safety Shoe 39/5,Safety & Workwear,,
5869,SAF-SHO-LAU-40#,PAIR,Laufen Safety Shoe 40/6,Safety & Workwear,,
