source_position,item_code,uom,display_name,category,detected_brand,detected_model
6725,ELE-RENO-40A-2P-MCB,PCS,Reno 40A 2P Mcb,Electrical,,
7180,CUT-KNI-STA-DYN-9MM-992010409,PCS,"(9MM X 5-3/8"") Knives With Dynagrip",Abrasives & Cutting,,
7119,"FAS-SCR-TD-HRW 675-3""",PCK,"Sr Wood Spandex Screw 3""- Td-hrw 675",Fasteners & Fixings,,
7298,"DIE-ROU-1""",PCS,1 (25MM) Round Die,Other,,
7265,OIL-CAN-MINI-0069,PCS,300ML Mini Oil Can - 0069,Automotive,,
7638,ELE-SOL-BS-SPF,PCS,Bs-spf Soldering Paste - Felder 50G,Electrical,,
6626,"GRA-CUT-BLA-16""",PCS,16 Tanaka Square Brush Culter,Outdoor & Garden,,
3440,TOO-ELE-GUN-R'KEY-3802-60W,PCS,60W R'key Electric Soldering Iron - 3802,Home Appliances,,
7523,X-CAR-PERFUME-301645400,PCK,Ryc Md Crisp Sunrise 2PCS,Power Tools,,
7306,TOO-SPA-BEN-12MM,PCS,Bend Spanner 1/2,Hand Tools,,
