source_position,item_code,uom,display_name,category,detected_brand,detected_model
4184,WAT-FIL-X8-ACQUA-KHX8,UNIT,Acqua X8,Other,,
3441,WAT-FIL-6000L-GA17,UNIT,Gen Air 17 Series Pvdf Outdoor Filter,Pumps & Water,,
3640,X-AER-WAT-FIL-S/S1044,UNIT,Aerico S/s 1044 Water Filter + S/s Head,Pumps & Water,,
4770,LAD-ALU-WORKER-DE12,UNIT,Worker 12 X 12 D/ext. Ladder,Ladders & Access,,
4735,CHA-SAW-HYU-HCS5218,UNIT,Hyundai Chain Saw 18,"Rope, Chain & Netting",,
4798,LAD-H/D-STRO-SS12,UNIT,S/sided H/d Ladder 12 Step,Ladders & Access,,
3968,X-BBQ-SMO-LIBERTY,UNIT,Liberty Fire Chef Smokeless Charcoal Bbq,Outdoor & Garden,,
4826,HOI-LEV-TOH-3.0,PCS,Toyo Lever Hoist 3.0 Ton,Lifting & Rigging,,
4902,LAD-ALU-WORKER-DE10,UNIT,Worker 10 X 10 D/ext Ladder,Ladders & Access,,
4100,TOO-WK-PWT-5513,UNIT,Worker 21V Cordless Brushless Angle Grinder 5513,Power Tools,,
