source_position,item_code,uom,display_name,category,detected_brand,detected_model
7747,TOO-DRI-BIT-65++,PCS,Sr Rockey Screw Bit 2 X 65++,Fasteners & Fixings,,
7546,"DOR-BOL-RAI-4""",PCS,4 Rainbows Tower Bolt (PCS),Fasteners & Fixings,,
7377,"FIT-HDPE-BEN-MAL-20MMX3/4""",PCS,HDPE Bend Male 20MM X 3/4,Plumbing,,
7732,FIT-GAL-BUSH-12MMX18MM,PCS,Galv Bushing 3/4 X 1/2,Plumbing,,
7528,FIT-HDPE-ORI-32MM,PCS,HDPE O-ring 32MM,Plumbing,,
7729,"ELE-PVC-NUT-3""X6""",PCS,3 X 6 White Box W/nut,Fasteners & Fixings,,
5392,FIR-LIG-CRI,PCS,Cricket Lighter 50'S,Safety & Workwear,,
5399,IND-NET-FIB-G4FTS,FTS,4 Nylon Netting,"Rope, Chain & Netting",,
6452,PEN-ALU,PCS,Slate Pencil,Housewares,,
7721,OIL-FUN-7003,PCS,3 Funnel,Housewares,,
