source_position,item_code,uom,display_name,category,detected_brand,detected_model
5430,GRA-SSS-06085(4),PCS,4 Elise S/steel Floor Grating,Bathroom,,
7239,IND-IRON-HIN,PCS,4 Lorry Hinges,Building Materials,,
7278,TOO-HOL-MAG-WEL-00306F,PCS,Single Strong Magnetic Welding Grounding Holder (korea),Welding,,
7637,"DRA-SLI-WHI-14""",SET,Drawer Slide (light Duty) 14,Plumbing,,
7418,"FAS-SCR-TD-HRW 525-1""",PCK,Sr Wood Spandex Screw 1 - Td-hrw 525 (PCK),Fasteners & Fixings,,
6610,"PAI-ROL-REF-YEL/WHI-4""",PCK,Rollerman Yellow/white Roller Refill 4,Paint & Sundries,,
7332,SHH-LIG-NYL-210/15,PCS,210/15 100G L. Brown Nylon (LIVLON)(357),Fishing & Tackle,,
7617,FIT-U-BUSH-110X50MM,PCS,4 (110MM) X 2 (50MM) U Bush,Plumbing,,
4208,"SEA-GAS-RUB-1/8""",KGS,Rubber Insertion Sheet 1/8,Other,,
6818,TOO-FIL-SLIM-125MM-BTSF5,PCS,5 Bossman Slim Taper Files,Power Tools,,
