source_position,item_code,uom,display_name,category,detected_brand,detected_model
6425,SAF-BEL-IND-886,PCS,R'key Big Buckle Safety Belt,Safety & Workwear,,
3857,WEL-TOR-YAM-WEL,PCS,Yamato Welding Torch,Lighting,,
4085,ELE-PEN-81218/3-E27,PCS,81218/3 Pendant Lamp Round Base,Lighting,,
5340,GAR-PRU-25MM-BTP-25,PCS,Bossman Tree Pruner Without Saw 25MM,Outdoor & Garden,,
5570,TAP-SET-12PCS,SET,12PCS Tap And Die Set,Plumbing,,
6544,TOO-WRE-ADJ-STA-300,PCS,12 Adjustable Wrench,Hand Tools,,
4802,OIL-CAN-5L,PCS,Oil Can 5L,Automotive,,
5445,TOO-SPA-BEN-BLK-16MM,LGHT,BAR Bender: (m) Black 5/8,Power Tools,,
6445,HOS-REL-EAG-2030#,PCS,Eagle Portable Hose Reel (2030 ),Fishing & Tackle,,
6638,X-TOO-PLI-WT001,PCS,8 Wa-ti Cr-v Hand Tools Plier,Hand Tools,,
