source_position,item_code,uom,display_name,category,detected_brand,detected_model
4979,HOO-SNA-SS-4MM,PCS,S/s Snap Hook 4MM X 40MM,Doors & Hardware,,
6174,RIG-NIP-38MM,PCS,K. C. Nipple 38 MM,Lifting & Rigging,,
7451,CLI-HOS-56X59,PCS,Rb Super Hose Clamp 56 X 59,Hand Tools,,
3139,PAI-BRU-633-100MM,PCS,Paint Brush 633 X 100MM,Paint & Sundries,,
4938,PAI-BRU-086-75MM,PCS,086 Cs Nylon Paint Brush 3,Paint & Sundries,,
5980,"TOO-FIL-ORE-7/32""",PCS,7/32 Oregan Chainsaw File (b),Hand Tools,,
3710,HOS-GAS-ORA50,MTR,Glogas Gas Hose Orange Red,Outdoor & Garden,,
6105,NAI-COM-75MM-20KG,PCK,3 Wire Nail,Fasteners & Fixings,,
6912,RIG-NIP-19MM,PCS,K. C. Nipple 19 MM,Lifting & Rigging,,
7645,FAS-HOO-EYE-2#,PCK,2 Hook & Eyes (24 Pcs/pck),Fishing & Tackle,,
