source_position,item_code,uom,display_name,category,detected_brand,detected_model
7487,SHH-BOX-OTB360,PCS,360 Ofmer Tackle Box,Fishing & Tackle,,
5880,THI-TAR-PIN,TIN,Tarpin,Other,,
5210,SCP-FIL-WOO-NAT-500G,CAN,500G Skim Wood Filla (natural),Paint & Sundries,,
6080,LOC-TRI-262,PCS,262 Tricycle Pad Lock,Locks & Security,,
6950,ADH-TAP-WAR-Y/B-70MM,ROLL,Yellow/black Barricade Tape 3IN X 70M,Chemicals & Adhesives,,
7707,TOO-DRV-KT2WAY,PCS,4 King Top Two-way Screw Driver,Fasteners & Fixings,,
5535,"TOO-RUL-SSS-6289-24""",PCS,Steel Ruler 60CM,Power Tools,,
7720,"DRA-SLI-WHI-12""",SET,Drawer Slide (light Duty) 12,Plumbing,,
7524,CUT-DIS-YES-120#,PCS,Yes Line/bison Green Grinding Disc 4 X 120,Abrasives & Cutting,,
6400,GAS-SPR-CR8459N,PCS,Cleaning Chamber,Home Appliances,,
