source_position,item_code,uom,display_name,category,detected_brand,detected_model
7242,"SHH-CAGE-3RING-15""",PCS,3 Ring Cages 15 PE Net,Fishing & Tackle,,
7243,SHH-REEL-SUG120,PCS,"Sin Udang Galah 120 (4'0"") Prawn Rod (4+1)(MIX Color)",Fishing & Tackle,,
6580,GAR-SPR-CR8441CPT,PCS,Auto Release Body Complete,Outdoor & Garden,,
6722,CUT-PIP-PVC-PPC-42MM,PCS,Arrow PVC Pipe Cutter,Plumbing,,
7289,PLR-TIL-4017,PCS,Tile Leveling Plier,Hand Tools,,
7347,IND-DUS-GLO-120L-COV,PCS,120 LTR Dustbin Lids (cover),Housewares,,
7628,COC-BAL-ITA-12MM,PCS,Brass Ball Cock - Gs Italy 12 MM,Plumbing,,
4565,SCP-FIL-WOO-NAT-1.5KG,CAN,1.5KG Skim Wood Filla (natural),Paint & Sundries,,
4566,SCP-FIL-WOO-TEAK-1.5KG,CAN,1.5KG Skim Wood Filla (teak),Paint & Sundries,,
7291,"SHH-CAGE-3RING-13""",PCS,3 Ring Cages 13,Fishing & Tackle,,
