source_position,item_code,uom,display_name,category,detected_brand,detected_model
6066,CHI-FEE-SML-NCI24012,PCS,Feeder For Chicken (small),Outdoor & Garden,,
6134,X-GUM-STA-9960GS10DT,PKT,4 X 0.45 Dual Temp Mini Glue Stick,Chemicals & Adhesives,,
5990,CHE-BRA-SSO-100ML,BOT,200ML Brassol,Chemicals & Adhesives,,
6843,DOR-LOC-CYL-SMR-3630,PCS,Smr 3630 Privacy Lock (b/p),Locks & Security,,
6918,TOO-SPA-BEN-15MM,PCS,Bend Spanner 5/8,Hand Tools,,
6923,GWS060-BEARING-608-2RSH/C3,PCS,608 Bearing For Gws 060 Black,Other,,
7043,TOO-FIL-SENSUI-SNF001-C,PCS,10 Sensui Metal Flat File,Hand Tools,,
7459,"DRI-AUG-BIT-7/8""X200",PCS,7/8 X 200 Star-m Auger Bit (b),Power Tool Accessories,,
6192,DRI-MIX-SDS-PAI,PCS,20 Asuma Putty & Paint Mixer BAR,Paint & Sundries,,
7464,FIT-UPVC-TEE-110MMX82MM,PCS,U-pvc Reducing Tee 110MM X 82MM 4 X 3,Plumbing,,
