source_position,item_code,uom,display_name,category,detected_brand,detected_model
7176,"VAL-CHE-BRA-VIP523-1""",PCS,Spring Check Valve: Brass Vip 523 1,Plumbing,,
7305,TOO-NYL-PLU-COU-NSMY-RND,PCS,Nylon Quick Coupler Three Way - Round,Power Tool Accessories,,
4598,TOO-COM-IRO-BUL-28MM,PCS,28MM Iron Bull Spanner,Hand Tools,,
6530,IND-CAS-SWI8,PCS,Swivel Caster 8,Fishing & Tackle,,
4010,TOI-PLA-BOW,PCS,Plastic Toilet Bowl,Bathroom,,
4151,TOO-ELE-GUN-PIN-20-80,PCS,20-80 Soldering Iron Gun,Home Appliances,,
6563,"SHH-ROU-LAN-NET-16X1/2""",PCS,Round Landing Net 16 X 1/2,Fishing & Tackle,,
6566,TOO-CHI-STA-16MM,PCS,"5/8""/16MM Dynagrip Wood Chisel",Hand Tools,,
6558,RAI-COA-SUP-M,PCS,Supersonic PVC Rain Coat: M,Curtains & Blinds,,
6613,"SHH-ROU-LAN-NET-15""",PCS,Round Landing Net 15 PE Net,Fishing & Tackle,,
