source_position,item_code,uom,display_name,category,detected_brand,detected_model
4299,ADH-GLU-PE1KG,SET,1KG E P Glue,Chemicals & Adhesives,,
5596,SCA-CAM-NTA-3100013,PCS,Camry- Hanging Scale Nta / 100KG,Housewares,,
5727,POL-EXT-ALM4M3P,PCS,4 Meter Monkey King Pole (aluminium),Other,,
5665,JAC-BOT-CNN-R10TON,PCS,China Bottle Jack - 10 Ton,Lifting & Rigging,,
5671,SAF-SLI-GLO-5TON6M,LGTH,Webbing Sling (glolift) 125MM 5 Ton X 6M,Lifting & Rigging,,
6604,ELE-CAB-ROLLER-13A X 3,PCS,Cea A- 13A X 3 Metal Cable Roller,Electrical,,
3344,EXH-FAN-FN25A,PCS,Dekka Apb 25A 10 Wall Exhaust Fan,Fans & Ventilation,,
5782,JAC-STA-CNN-3TON,PAIR,China Jack Stand - 3 Ton,Automotive,,
3276,WEL-TOR-YAM-CUT,PCS,Yamato Cutting Torch,Lighting,,
3988,TOO-COM-IRO-BUL-38MM,PCS,38MM Iron Bull Spanner,Hand Tools,,
