source_position,item_code,uom,display_name,category,detected_brand,detected_model
7748,BNW-BOL-U-ZP3/8X2,PCS,Zp U-bolt 3/8 X 2,Fasteners & Fixings,,
5296,IND-NET-ALUM-FTS,FTS,Aluminium Netting 4 X 70,"Rope, Chain & Netting",,
4140,PAI-BRU-633-065MM,PCS,Paint Brush 633 X 65MM,Paint & Sundries,,
5371,IND-NET-ASTINO,FTS,Astino PVC Netting Grey,"Rope, Chain & Netting",,
7037,IND-SCP-WOO75,PCS,Gd Scraper 3,Building Materials,,
7458,"DOR-PUL-AC-4""",PCS,303 AC Door Pull 4,Doors & Hardware,,
4860,DOR-HIN-BRI-075MM,PAIR,Iron Hinges Bright 3,Home Appliances,,
7611,"DOR-BOL-TOW-BLA-5""",PCS,5 Black Tower Bolt,Fasteners & Fixings,,
5093,DOR-HIN-BLA-50MM,PAIR,Iron Hinges Black 2,Home Appliances,,
7649,"DOR-BOL-TOW-BLA-3""",PCS,3 Black Tower Bolt,Fasteners & Fixings,,
