source_position,item_code,uom,display_name,category,detected_brand,detected_model
6430,TOO-HAM-SLE-4P,PCS,Double Face Sledge Hammer - 4P,Hand Tools,,
5208,PUM-OIL-PVC-44GAL,PCS,44 Gallon Korea PVC Oil Pump,Pumps & Water,,
6608,MIDDY-CORNER IN-G100CI-W,PCS,Middy:corner IN (white),Other,,
7202,IND-WIR-BAR-PVC-81B,ROLL,4KG PVC Coated Barbed Wire (2.4MM),Electrical,,
6583,"OIL-FUN-06""",PCS,Oil Funnel 6,Housewares,,
4068,TOPLUS-HIG-GLO-1L-C,CAN,1L Toplus High Gloss C Base,Paint & Sundries,,
6595,TOO-VIC-TAB-60MM,PCS,2 1/2 Table Vice,Hand Tools,,
6748,IND-DUS-ALI-240L-TYRE,PCS,Aliclean HDPE Dustbin Axles 240 (tyre),Automotive,,
5429,"GAR-CHI-1/2""X3/8""-SBL",PCS,Sbl G. I. Loading Spike T-shape Hook 1/2 X 3/8,Outdoor & Garden,,
5492,PUM-HAN-634,PCS,M'man Hand Pump - 634,Pumps & Water,,
