source_position,item_code,uom,display_name,category,detected_brand,detected_model
3247,PYE-FLE-SEAL-4.5KG-GREY,TIN,PYE Flexible Seal 4.5KG (grey),Building Materials,,
2967,EXH-FAN-FN30A,PCS,Dekka Apb 30A 12 Wall Exhaust Fan,Fans & Ventilation,,
3485,TOO-COM-IRO-BUL-41MM,PCS,41MM Iron Bull Spanner,Hand Tools,,
3175,WAL-DOW-NF-1801/12OP,PCS,12 Lamp Globe Shape,Lighting,,
3239,BOA-GYP-09MM,PCS,4 X 8 X 9.0MM Prima Flat Sheet,Building Materials,,
5576,TOO-HAM-SLE-8P,PCS,Double Face Sledge Hammer - 8P,Hand Tools,,
4206,PUM-ORI-44GAL,PCS,Oriental Hand Rotary Pump,Pumps & Water,,
2703,KGR-COM-7KG,TIN,Kangaroo Brand 7 KG Bituminous Compound,Paint & Sundries,,
5763,TOO-SOC-SET-0955X24,SET,R'key Drive Socket Set 0955,Hand Tools,,
3262,ELE-PEN-81219/3-E27,PCS,81219/3 Pendant Lamp Round Base,Lighting,,
