source_position,item_code,uom,display_name,category,detected_brand,detected_model
6009,BLI-HSS-HOL-SAW-50MM,PCS,Navato Hole Saw Cutter 50MM,Power Tool Accessories,,
6524,"CUT-KNI-STA-DYN-5.5/8""-10779-8",PCS,5-5/8 X 144MM Dynagrip Retractable Utility Knife,Hand Tools,,
6674,TOW-ROP-STE-104M,PCS,10 X 4MM Steel Towing Rope,"Rope, Chain & Netting",,
6778,TOO-RUL-CAL-150,PCS,Vernier Caliper 6,Hand Tools,,
7313,ELE-BOX-MCB-16WAY,PCS,Tc 16 Way Mcb Box,Electrical,,
6068,DRI-BIT-116N,PCS,38MM Hitmax Diamond Core Bit,Power Tool Accessories,,
7392,TOO-DRV-SET-MS,SET,7PCS MS Electric Screw Driver Set,Fasteners & Fixings,,
5775,DOR-ALU-LOC-VSPA-6,PCS,Vsp A6 Sliding Door Lock/key (na) 25MM Or 32MM,Doors & Hardware,,
6993,TOO-CRO-RIM-17192123,PCS,Cross Rim Wrench 17 X 19 X 21 X 23,Hand Tools,,
6787,RAI-COA-SUP-L,PCS,Supersonic PVC Rain Coat : L,Curtains & Blinds,,
