source_position,item_code,uom,display_name,category,detected_brand,detected_model
3764,GRA-CUT-STC1820EPCF,UNIT,Black+decker Power Command 18V,Outdoor & Garden,,
5235,LAD-H/D-STRO-SS09,UNIT,S/sided H/d Ladder 9 Step,Ladders & Access,,
5246,TOO-VIC-MI-150MM,PCS,Heavy Duty Bench Vice 150MM (mikasa/jp),Hand Tools,,
2642,VAC-HYU-HD-1600,UNIT,Hyundai Vacuum Cleaner 1600W 30L,Chemicals & Adhesives,,
5234,JAC-FLO-CNN-3 TON,SET,China Floor Jack - 3 Ton,Lifting & Rigging,,
5752,LAD-M/D-STRO-DS10,UNIT,Strongman D/sided M/d Ladder 10 Step,Ladders & Access,,
2829,VAC-HYU-HD-1600E,UNIT,Hyundai Vacuum Cleaner 1600W 25L,Chemicals & Adhesives,,
5332,CUT-TILE-AR650,SET,650MM Aracut Tile Cutting Machine,Flooring,,
4503,LAS-MK-CON-2024,SET,Mark-x 05 Line Laser Level 360° Rotary Laser,Power Tools,,
5396,HOI-LEV-TOH-1.5,PCS,Toyo Lever Hoist 1.5 Ton,Lifting & Rigging,,
