source_position,item_code,uom,display_name,category,detected_brand,detected_model
6309,SHH-HOOK-21P8,PCS,21 Pontoon Treble Hook (8G),Fishing & Tackle,,
7516,CAR-WAS-500ML,PCS,Aa Car Care Wash&shine 500ML,Automotive,,
6287,TOO-HAN-SPA-T08MM,PCS,T Handle Spanner 08MM,Hand Tools,,
7101,FIT-GAL-SOC-38MM,PCS,Galvanised Socket (270) 38MM,Electrical,,
7490,WOO-CAR-SET-6PCS,SET,6PCS Wood Carving Set,Building Materials,,
6537,RIG-SHA-GAL-16MM,PCS,Galvanised D-shackle 16 MM,Lifting & Rigging,,
7286,NAI-FEL-SUP-18MM-500G,PCK,E. G Felt Nail 18MM - 500G,Fasteners & Fixings,,
7686,FSK-FAC-TAP-3320-3M,FTS,3M 3320 Fsk Facing Tape,Other,,
7710,ELE-COV-ELCB-(B),EA,PVC Link Elcb Cover (b),Electrical,,
6077,IND-WIR-SQU-8#X24GX80',FTS,Square Wire Mesh 8 X 24G X 80,Electrical,,
