source_position,item_code,uom,display_name,category,detected_brand,detected_model
5979,TOO-CUT-STA-992014563,PCS,10 (yellow) Aviation Snip-straight,Hand Tools,,
2887,HOS-CLE-01930,COIL,19MM X 30M Clear Hose,Outdoor & Garden,,
6859,BRA-S/S-MULTI-XL,PCS,Multi Functional S/steel Angle Bracket XL Size,Plumbing,,
4700,TOPLUS-570-07L,CAN,7L Toplus Emulsion 570 Greenville,Paint & Sundries,,
4202,OIL-CAN-3L,PCS,Oil Can 3L,Automotive,,
6026,NP-BAR-427-1L,TIN,1L Bintang Automotive Refinish 427 Deep Green,Automotive,,
4091,SAF-SLI-GLO-3TON5M,LGTH,Webbing Sling (glolift) 75MM 3 Ton X 5M,Lifting & Rigging,,
6960,SWI-ADA-TRA-UNI,PCS,Universal Multi Travel Adaptor USB Uni,Electrical,,
4265,OIL-CAN-1L,PCS,Oil Can 1L,Automotive,,
6030,PYE-WATER-LOCK-1.5KG,TIN,PYE Water-lock 1.5KG,Locks & Security,,
