source_position,item_code,uom,display_name,category,detected_brand,detected_model
6683,IND-CAS-SWI6,PCS,Swivel Caster 6,Fishing & Tackle,,
5824,DRI-BIT-116M,PCS,35MM Hitmax Diamond Core Bit,Power Tool Accessories,,
6536,PYE-KREK-SEAL-500ML,TIN,PYE Krek-seal 500ML,Building Materials,,
7270,DOR-SOC-SGD-13MMSN,PCS,13MM (big) Sn St. Guchi Dust Socket,Electrical,,
6492,CLO-SHRT-1094L-16,PCS,Golden Horse Working Shirt 1094L - 16,Other,,
7258,TIM-SUM-0024,PCS,Sum 0024 24 Hour Timer (sirim),Electrical,,
5810,PAI-SPR-KIMLAC-9621,TIN,Kimlac Brand Spray Paint 9621,Paint & Sundries,,
5836,"TOO-BAR-WRE-BEN-30""",PCS,Gd Wrecking BAR (bent) 30,Power Tools,,
5976,SMR-TCT-HOL-SAW-25MM,PCS,Smr Tct Holesaw 25MM,Power Tool Accessories,,
6647,PEN-108-4L,PAIL,Pentens Latex 108 - 4L,Housewares,,
