source_position,item_code,uom,display_name,category,detected_brand,detected_model
7608,DOR-PAD-KTSS125,SET,5 King Top S/steel Surface Bolt,Fasteners & Fixings,,
6051,RIG-CLI-GAL-25MM,PCS,Galvanised Wire Rope Clip 25MM,Lifting & Rigging,,
6817,TOO-DRV-KT125-,PCS,5 King Top (-) Screw Driver,Fasteners & Fixings,,
7263,IND-CEM-TILE-400G,PCK,400G Scinmix Tile Fix Addtive (tfa),Flooring,,
7311,"CUT-PVC-FIL-9002R-4""",PCS,4 Prc PVC File Handle-rectangle,Hand Tools,,
7531,IND-WHE-BAR-SHA-5IN1,PCS,Wheel Barrow Shaft (5 IN 1),Building Materials,,
6760,CIS-HAN-PVCH/L,PCS,PVC H/l Cistern Handle,Doors & Hardware,,
7444,TOO-CHI-THF250,PCS,Cold Chisel High Tensile 250MM Flat,Hand Tools,,
6741,COC-PVC-3325,PCS,Profesional Water Filter System 3325,Pumps & Water,,
4466,ADH-ALT-110,PCS,Alteco Super Glue 110 (twin Pack),Chemicals & Adhesives,,
