source_position,item_code,uom,display_name,category,detected_brand,detected_model
5233,HOS-GAR-SET-IHG-02,SET,Isano Water Hose Reel 12MM X 10M,Fishing & Tackle,,
5301,SCA-CAM-SP50KG-3100003,PCS,Camry- Spring Scale Sp / 50KG,Housewares,,
5678,WAL-FOL-DRY-RAC-1336,SET,R'key Folding Drying Rack - 1336,Housewares,,
5331,CUT-TIL-JTC-450MM,SET,Rockey Tile Cutter Machine 518 450MM,Flooring,,
4161,DOR-WOO-FRA-ALU,PCS,Door Frame For 1.1/2 X 2 X 72 X 30 Aluminium,Doors & Hardware,,
3142,"SIN-STA-RAC-42""",SET,42 S/steel Sink Bracket,Kitchen & Sinks,,
2989,FAN-DES-MOTTO-AFM01,UNIT,Motto Desk Fan 60/7 - AC White,Fans & Ventilation,,
3369,ELE-PEN-5183/3-E27,PCS,5183/3 Pendant Lamp,Lighting,,
5702,SAF-SHO-AVV-41#,PAIR,Avvio Safety Shoe 41/7,Safety & Workwear,,
5755,SAF-SHO-AVV-39#,PAIR,Avvio Safety Shoe 39/5,Safety & Workwear,,
