source_position,item_code,uom,display_name,category,detected_brand,detected_model
5811,"SHH-LEAD-CHAIN-0.25 3/4"" 7'",SET,0.25 3/4 7 C. M. C. N. (lead Chain) (shl),"Rope, Chain & Netting",,
5823,CUT-TIL-ROC-700MM,SET,Rockey Tile Cutter Machine - 700MM,Flooring,,
6281,LAD-ALU-AT-DS06,UNIT,At 6 Step D/side Aluminium Ladder,Ladders & Access,,
4923,BBQ-GRI-CN-YH22022,SET,M/purpose Outyard Trolley Bbq Grill W/whee,Outdoor & Garden,,
6078,JAC-BOT-CNN-R30TON,PCS,China Bottle Jack - 30 Ton,Lifting & Rigging,,
6102,IND-VEN-HOS-AIR,ROLL,Airbank 5M Flexible Duct 05,Building Materials,,
6149,MET-WAT-GK,PCS,Water Meter 1/2 - Gk,Other,,
7054,TOO-CUT-BOL-STA-992014324,PCS,"24""/609MM Bolt Cutter",Fasteners & Fixings,,
6169,LOC-BCK-SSS-3PCS,PCK,Buick Keyalike Padlock 50MM 3PCS,Locks & Security,,
6307,SCA-NAK-DOU-3100093,PCS,Nakuho-double Face Spring Scale (round Pan) 20KG,Housewares,,
