source_position,item_code,uom,display_name,category,detected_brand,detected_model
7374,ELE-WIR-WIR15Y/BLK,COIL,Wire Puller 15 Meter Yellow/black (heavy Duty),Electrical,,
6029,PUT-CAR-888-3.5KG-GREY,TIN,Sawada Car Putty 3.5KG Grey,Paint & Sundries,,
6899,SAF-SLI-GLO-4TON6M,LGTH,Webbing Sling (glolift) 100MM 4 Ton X 6M,Lifting & Rigging,,
5967,GAR-SHE-TIG-8530,PCS,Straight Hedge Shear : Tiger Taiwai 8530,Outdoor & Garden,,
6926,ICE-COO-INO-13LTR-THBW/K-2,PCS,Inova 13 Ltr. Ice Cooler,Other,,
5903,ELE-DOR-SCH,PCS,Schneider Mechanical Ding Dong Door Chim,Doors & Hardware,,
6939,HAR-THR-LOK-6271-50ML,PCS,Thread Lock: Hardex 6271 50ML,Locks & Security,,
7075,TOO-WRE-ADJ-GD450,PCS,Gd Adjustable Wrench 18,Hand Tools,,
6333,TOO-BAG-MTB002-E,PCS,20 Sensui Reflective Tools Bag,Power Tools,,
7092,SHH-REEL-AR30210,PCS,"Air Response 30-210(7'0"") Rod (casting Rod)",Fishing & Tackle,,
