source_position,item_code,uom,display_name,category,detected_brand,detected_model
5329,CAR-WAS-SHI-500ML,PCS,Aa Car Care Wash&shine (premium) 500ML,Automotive,,
7010,TYR-TUB-PRE-13X3,PCS,13 X 3 Rr Kingstone Tyre Tube,Automotive,,
6410,TOO-WRE-1011#,PCS,Mii Angle Grinder Wrench 1011,Power Tools,,
6576,FIT-GAL-NIP-38MM,PCS,Galvanised Nipple (280) 38MM,Plumbing,,
6409,TOO-HAM-RUB-16OZ,PCS,Rubber Mallet (cn) 16 Oz,Power Tools,,
5560,NUM-60MM-4,PCS,Acp Numbering 60MM - 4,Signage & Numbering,,
5615,NUM-60MM-5,PCS,Acp Numbering 60MM - 5,Signage & Numbering,,
5616,NUM-60MM-C,PCS,Acp Alphabet 60MM - C,Signage & Numbering,,
7184,NUM-60MM-H,PCS,Acp Alphabet 60MM - H,Signage & Numbering,,
7132,SHH-LASTIK,PCS,Lastik PVC,Fishing & Tackle,,
