source_position,item_code,uom,display_name,category,detected_brand,detected_model
7112,SCA-KIT-3KG,PCS,3KG Kitchen Scale,Housewares,,
5563,RIG-HOO-SLI-12MM,PCS,Clevis Slip Hook 12MM,Lifting & Rigging,,
7654,X-CAB-VGA-5M,PCS,Vga 5M Cable-b,Electrical,,
6526,ELE-RENO-63A-2P-MCB,EA,Reno 63A 2P Mcb,Electrical,,
7080,CUT-KNI-STA-DYN-18MM,PCS,"(18MM X 6"") Knives With Dynagrip",Abrasives & Cutting,,
7204,SHH-ROD-S2692402,PCS,"Santec 2692-402 (4'0"") Tiger Prawn Solid Rod",Fishing & Tackle,,
7203,SHH-REEL-SUG135,PCS,"Sin Udang Galah 135 (4'6"") Prawn Rod (4+1) (mix Color)",Fishing & Tackle,,
7230,SHH-ROD-2692-362,PCS,"Santec 2692-362 (3'6"") Tiger Prawn Solid Rod",Fishing & Tackle,,
6511,TOO-TES-PEN-BT9001,PCS,Bt Multi Function Digital Tester-blue Light,Power Tools,,
6734,SMR-TCT-HOL-SAW-22MM,PCS,Smr Tct Holesaw 22MM,Power Tool Accessories,,
