source_position,item_code,uom,display_name,category,detected_brand,detected_model
7666,MOT-FAN-SMALL,PCS,Motor Fan,Other,,
2723,TOO-DRI-SET-WK-PWT-5515,SET,Worker 26MM 21V Lithium Brushless Impact Drill,Power Tools,,
4199,IND-TRU-FD300-ER,SET,Sumo Boy PVC Hand Truck (green Box),Building Materials,,
3418,X-TOO-WOR-5503-12V,SET,Worker 30PCS Of 12V Luxury Suit Electric Drill With Tools Kit Set,Power Tools,,
4262,"IND-FEN-2.1/2""X6'",ROLL,6 X 2.1/2 X 10G X 50 PVC Fencing,Building Materials,,
4583,IND-UMB-SQU-8'-KH801,PCS,8 X 8 Sun Umbrella With Stand-square,Housewares,,
2646,ELE-CEI-LIG-8910/500-36PCS,PCS,8910/500 Sq 36PCS Daylight L/ceiling Lamp,Lighting,,
4664,"IND-UMB-SQU-11""",PCS,Hawker Umbrella - Square (11'),Housewares,,
4742,IND-UMB-ROU-6,PCS,Hawker Umbrella - Round,Housewares,,
4794,IND-COO-MID-C20-RT2002,PCS,Midea Induction Cooker 2000W,Building Materials,,
