source_position,item_code,uom,display_name,category,detected_brand,detected_model
7414,"SHH-CAGE-2RING-8""",PCS,"2 Ring Cages 8 (210/5 X 8"")",Fishing & Tackle,,
7438,"SHH-NYLON-BAG-1/2""36""(34"")",PCS,"Nylon Fish Bag 210/5 1/2 36""(34"")",Fishing & Tackle,,
6925,HOS-MAC-WAS-OUT-WPJ112-A,ROLL,1 1/2 PVC Flexible Outlet Hose,Outdoor & Garden,,
7436,RAI-BOO-BLA-RUB-039#,PAIR,8834 Black Rubber Shoes W/studs 39,Curtains & Blinds,,
7437,RAI-BOO-BLA-RUB-041#,PAIR,8834 Black Rubber Shoes W/studs 41,Curtains & Blinds,,
7477,TOO-CHI-HTS200,PCS,8 Pointed Spring Chisel,Hand Tools,,
7473,"SHH-CAGE-2RING-6""",PCS,"2 Ring Cages 6 (210/5 X 6"")",Fishing & Tackle,,
5515,FLO-PVC-NO.20307,MTR,PVC Flooring No. 525-05,Flooring,,
5553,FLO-PVC-459-13,MTR,PVC Flooring No. 520-14,Flooring,,
7691,BNW-B&N-ORI-5/8X1.1/2,KGS,Mild Steel Bolt & Nut 5/8 X 1.1/2,Fasteners & Fixings,,
